drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge
23,247313,100
23,254446,787.5
23,223014,125
23,223045,70
23,222837,10
23,223649,20
23,223461,40
23,223459,40
23,223463,80
23,223285,50
23,223301,126
23,223299,70
23,244337,105
23,224157,187.5
23,224200,69
23,224751,30
23,225053,743.75
23,224870,10
23,224874,20
23,224872,10
23,225065,290
23,225074,-800
23,225067,290
23,225076,-800
23,225272,13.8
23,225080,690
23,225082,345
23,225083,345
23,229463,265
23,225271,51.75
23,225489,270
23,225493,270
23,225491,900
23,226038,315
23,226034,157.5
23,244384,140
23,226131,100
23,244394,87.5
23,228010,100
23,228011,100
23,228012,50
23,225626,9.66
23,225624,34.5
23,226584,162.5
23,299134,200
23,226800,80
23,244404,2.5
23,227232,50
23,227140,45.5
23,227160,1487.5
23,227433,150
23,229623,1069.5
23,227391,69
23,227180,1380
23,227181,345
23,227263,528
23,227261,2400
23,253879,997.5
23,227580,200
23,227578,200
23,227583,3450
23,227917,138
23,227913,483
23,227624,68
23,227688,87.5
23,228456,200
23,228436,175
23,228438,175
23,228127,187.5
23,228284,690
23,228134,0.69
23,228138,0.69
23,228285,13.8
23,228283,13.8
23,228662,2070
23,228133,103.5
23,228251,120
23,229448,87.5
23,229449,87.5
23,229144,1610
23,229145,1610
23,228804,276
23,229039,6.9
23,228806,35.88
23,228807,138
23,229437,15.7
23,233258,60
23,229252,1400
23,244430,21
23,230220,63
23,230174,70
23,230173,70
23,230073,162.5
23,230129,1207.5
23,230161,345
23,230670,10
23,230546,112
23,233100,245
23,233098,122.5
23,276261,23.65
23,276271,38.5
23,276273,2.2
23,233781,16.56
23,233784,4.14
23,276265,23.65
23,276263,23.65
23,232624,1552.5
23,232610,690
23,233797,483
23,233197,662.4
23,233798,483
23,244510,110
23,244514,90
23,302090,130
23,276251,7.7
23,233290,8.97
23,276255,24.75
23,276260,24.75
23,276250,55
23,233604,207
23,276254,110
23,233289,172.5
23,233497,1587
23,276257,55
23,233456,192.5
23,244544,70
23,234761,40
23,234756,40
23,234760,80
23,235137,1400
23,234400,350
23,235221,250
23,235229,-125
23,234770,0.69
23,235216,11.73
23,235220,11.73
23,235215,34.5
23,235261,-47.39
23,235156,30
23,244628,10
23,244632,10
23,235548,300
23,235629,15
23,235544,-500
23,235628,57.24
23,235626,132.5
23,235314,131.1
23,244655,10.5
23,244653,7
23,244665,21
23,235901,109.6
23,235900,109.6
23,235971,125
23,235994,1656
23,236175,1
23,244765,17.5
23,244771,35
23,238101,3
23,244817,5
23,243371,1400
23,243372,1400
23,236325,85
23,236362,68.31
23,236669,1035
23,236361,207
23,236818,1375
23,237980,2
23,236536,11
23,237277,10.5
23,237122,1000
23,237281,180
23,237311,122.5
23,237309,122.5
23,237313,122.5
23,237312,122.5
23,237253,120
23,247324,2
23,237239,150
23,244863,58
23,244859,83
23,237204,828
23,237023,414
23,246614,690
23,246613,345
23,237197,1
23,237399,32.8
23,237401,57.7
23,253965,70
23,253969,70
23,237301,162.75
23,222219,275
23,222221,100
23,225495,1.16
23,225494,1.16
23,222345,60
23,222205,100
23,222381,70
23,318104,40
23,318108,70
23,236267,270
