drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge
14,307897,27.89
14,294049,-9.04
14,309495,18.672432432432434
14,309496,0.36756756756756753
14,307899,11.64
14,294502,163.18
14,294488,-0.6
14,294839,181.74
14,307901,78.23
14,295360,21.69
14,295948,-167.79
14,296377,-2.29
14,296386,30.6
14,296868,0.6
14,296864,0.1
14,296866,-0.54
14,297532,44.34
14,297498,36.99
14,297500,-3.78
14,297534,27.4
14,297502,13.59
14,298144,0.87
14,298152,8.91
14,298543,77
14,298712,70
14,298708,70
14,298991,-9.53
14,307903,84.4
14,298989,-42.29
14,298993,1.43
14,299808,3.24
14,299812,66.05
14,299806,16.97
14,299810,-5.05
14,301125,1.84
14,301127,-36.36
14,302100,50
14,302395,178.85
14,302707,235.19
14,307918,-24.460740740740743
14,307920,-2.7092592592592593
14,303985,-98.96
14,304578,-17.17
14,304580,-57.69
14,304581,23.44
14,304583,-59.99
14,307905,6.99
14,307897,46.75
14,309495,12.7
14,309496,0.25
14,307899,8
14,294148,70
14,294488,2.5
14,294502,32
14,307901,29.65
14,294839,65
14,296386,1.7
14,296868,0.6
14,296866,0.3
14,298152,13.45
14,298993,0.75
14,307903,17.15
14,298991,3.4
14,299806,25
14,299808,3.1
14,302395,29.15
14,307918,15.8
14,307920,1.75
14,303985,22.45
14,304583,12.5
14,304578,4
14,304581,5
14,304580,10
14,307905,2.55
