drv_trade_id,drv_trade_client_trader_id,drv_trade_client_account_execution_id,floor_broker,date,side,quantity,component_type,contract_type,symbol,expiry,strike,option,price,client_id,client,trader,modifiedDate,modifiedSide,modifiedQuantity,modifiedSymbol,modifiedExpiry,modifiedExpiryMonthOnly,modifiedExpiryYearOnly,modifiedStrike,modifiedOption,modifiedPrice,charge,groupsSeparated,key
55053,112175,282872,WEX FIX,06/09/2021,sell,1000,leg,option,IPOF,8/20/2021,10,call,0.5703,714,vivaldi,vivaldi,9/6/2021,s,1000,ipof,20/8/2021,8,2021,10,c,0.57,92.46,"[{""drv_trade_id"":""55053"",""drv_trade_client_trader_id"":""112175"",""drv_trade_client_account_execution_id"":""282872"",""floor_broker"":""WEX FIX"",""date"":""06/09/2021"",""side"":""sell"",""quantity"":""1000"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.5703"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""9/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":1000,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.57}]",9/6/2021|s|ipof|10|20/8/2021|c|0.57|1000
55101,112297,283212,Mando,06/10/2021,sell,1000,leg,option,IPOF,8/20/2021,10,call,0.5229,714,vivaldi,vivaldi,10/6/2021,s,1000,ipof,20/8/2021,8,2021,10,c,0.52,179.54,"[{""drv_trade_id"":""55101"",""drv_trade_client_trader_id"":""112297"",""drv_trade_client_account_execution_id"":""283212"",""floor_broker"":""Mando"",""date"":""06/10/2021"",""side"":""sell"",""quantity"":""1000"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.5229"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""10/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":1000,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.52}]",10/6/2021|s|ipof|10|20/8/2021|c|0.52|1000
59072,120756,305647,WEX FIX,06/11/2021,sell,20,leg,option,PRPB,8/20/2021,10,call,0.15,714,vivaldi,vivaldi,11/6/2021,s,20,prpb,20/8/2021,8,2021,10,c,0.15,1.02,"[{""drv_trade_id"":""59072"",""drv_trade_client_trader_id"":""120756"",""drv_trade_client_account_execution_id"":""305647"",""floor_broker"":""WEX FIX"",""date"":""06/11/2021"",""side"":""sell"",""quantity"":""20"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""PRPB"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.15"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""11/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":20,""modifiedSymbol"":""prpb"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.15}]",11/6/2021|s|prpb|10|20/8/2021|c|0.15|20
55191,112494,283695,Mando,06/11/2021,sell,79,leg,option,CRHC,8/20/2021,10,call,0.15,659,milton arbitrage,milton,11/6/2021,s,79,crhc,20/8/2021,8,2021,10,c,0.15,40.55,"[{""drv_trade_id"":""55191"",""drv_trade_client_trader_id"":""112494"",""drv_trade_client_account_execution_id"":""283695"",""floor_broker"":""Mando"",""date"":""06/11/2021"",""side"":""sell"",""quantity"":""79"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CRHC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.15"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""11/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":79,""modifiedSymbol"":""crhc"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.15}]",11/6/2021|s|crhc|10|20/8/2021|c|0.15|79
55195,112501,283719,Mando,06/11/2021,sell,500,leg,option,AAPL,9/17/2021,160,call,0.427,195,citibank,jason huang,11/6/2021,s,500,aapl,17/9/2021,9,2021,160,c,0.43,25,"[{""drv_trade_id"":""55195"",""drv_trade_client_trader_id"":""112501"",""drv_trade_client_account_execution_id"":""283719"",""floor_broker"":""Mando"",""date"":""06/11/2021"",""side"":""sell"",""quantity"":""500"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""AAPL"",""expiry"":""9/17/2021"",""strike"":""160"",""option"":""call"",""price"":""0.427"",""client_id"":""195"",""client"":""citibank"",""trader"":""jason huang"",""modifiedDate"":""11/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":500,""modifiedSymbol"":""aapl"",""modifiedExpiry"":""17/9/2021"",""modifiedExpiryMonthOnly"":""9"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":160,""modifiedOption"":""c"",""modifiedPrice"":0.43}]",11/6/2021|s|aapl|160|17/9/2021|c|0.43|500
55283,112709,284232,WEX FIX,6/14/2021,sell,450,leg,option,INDI,6/18/2021,10,put,0.310911,1151,difesa,difesa,14/6/2021,s,450,indi,18/6/2021,6,2021,10,p,0.31,-205.13,"[{""drv_trade_id"":""55283"",""drv_trade_client_trader_id"":""112709"",""drv_trade_client_account_execution_id"":""284232"",""floor_broker"":""WEX FIX"",""date"":""6/14/2021"",""side"":""sell"",""quantity"":""450"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""INDI"",""expiry"":""6/18/2021"",""strike"":""10"",""option"":""put"",""price"":""0.310911"",""client_id"":""1151"",""client"":""difesa"",""trader"":""difesa"",""modifiedDate"":""14/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":450,""modifiedSymbol"":""indi"",""modifiedExpiry"":""18/6/2021"",""modifiedExpiryMonthOnly"":""6"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""p"",""modifiedPrice"":0.31}]",14/6/2021|s|indi|10|18/6/2021|p|0.31|450
55281,112707,284227,WEX FIX,6/14/2021,sell,200,leg,option,CCV,8/20/2021,10,call,0.5475,659,milton arbitrage,milton,14/6/2021,s,200,ccv,20/8/2021,8,2021,10,c,0.55,73.35,"[{""drv_trade_id"":""55281"",""drv_trade_client_trader_id"":""112707"",""drv_trade_client_account_execution_id"":""284227"",""floor_broker"":""WEX FIX"",""date"":""6/14/2021"",""side"":""sell"",""quantity"":""200"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CCV"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.5475"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""14/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":200,""modifiedSymbol"":""ccv"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.55}]",14/6/2021|s|ccv|10|20/8/2021|c|0.55|200
55282,112708,284229,WEX FIX,6/14/2021,sell,22,leg,option,NGAC,7/16/2021,10,call,0.2,659,milton arbitrage,milton,14/6/2021,s,22,ngac,16/7/2021,7,2021,10,c,0.2,16.39,"[{""drv_trade_id"":""55282"",""drv_trade_client_trader_id"":""112708"",""drv_trade_client_account_execution_id"":""284229"",""floor_broker"":""WEX FIX"",""date"":""6/14/2021"",""side"":""sell"",""quantity"":""22"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""NGAC"",""expiry"":""7/16/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""14/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":22,""modifiedSymbol"":""ngac"",""modifiedExpiry"":""16/7/2021"",""modifiedExpiryMonthOnly"":""7"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.2}]",14/6/2021|s|ngac|10|16/7/2021|c|0.2|22
55434,113057,285008,Mando,6/15/2021,sell,11,leg,option,IPOF,8/20/2021,10,call,0.44,714,vivaldi,vivaldi,15/6/2021,s,11,ipof,20/8/2021,8,2021,10,c,0.44,5.02,"[{""drv_trade_id"":""55434"",""drv_trade_client_trader_id"":""113057"",""drv_trade_client_account_execution_id"":""285008"",""floor_broker"":""Mando"",""date"":""6/15/2021"",""side"":""sell"",""quantity"":""11"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.44"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""15/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":11,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.44}]",15/6/2021|s|ipof|10|20/8/2021|c|0.44|11
55433,113056,285006,Mando,6/15/2021,sell,2093,leg,option,GSAH,8/20/2021,10,call,0.2652,714,vivaldi,vivaldi,15/6/2021,s,2093,gsah,20/8/2021,8,2021,10,c,0.27,629.47,"[{""drv_trade_id"":""55433"",""drv_trade_client_trader_id"":""113056"",""drv_trade_client_account_execution_id"":""285006"",""floor_broker"":""Mando"",""date"":""6/15/2021"",""side"":""sell"",""quantity"":""2093"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""GSAH"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2652"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""15/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":2093,""modifiedSymbol"":""gsah"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.27}]",15/6/2021|s|gsah|10|20/8/2021|c|0.27|2093
55435,113058,285010,Mando,6/15/2021,sell,250,leg,option,GSAH,8/20/2021,10,call,0.2847,659,milton arbitrage,milton,15/6/2021,s,250,gsah,20/8/2021,8,2021,10,c,0.28,43.73,"[{""drv_trade_id"":""55435"",""drv_trade_client_trader_id"":""113058"",""drv_trade_client_account_execution_id"":""285010"",""floor_broker"":""Mando"",""date"":""6/15/2021"",""side"":""sell"",""quantity"":""250"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""GSAH"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2847"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""15/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":250,""modifiedSymbol"":""gsah"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.28}]",15/6/2021|s|gsah|10|20/8/2021|c|0.28|250
55540,113304,285893,WEX FIX,6/16/2021,buy,111,leg,option,FB,6/18/2021,340,call,0.793153,195,citibank,jason huang,16/6/2021,b,111,fb,18/6/2021,6,2021,340,c,0.79,5.55,"[{""drv_trade_id"":""55540"",""drv_trade_client_trader_id"":""113304"",""drv_trade_client_account_execution_id"":""285893"",""floor_broker"":""WEX FIX"",""date"":""6/16/2021"",""side"":""buy"",""quantity"":""111"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""FB"",""expiry"":""6/18/2021"",""strike"":""340"",""option"":""call"",""price"":""0.793153"",""client_id"":""195"",""client"":""citibank"",""trader"":""jason huang"",""modifiedDate"":""16/6/2021"",""modifiedSide"":""b"",""modifiedQuantity"":111,""modifiedSymbol"":""fb"",""modifiedExpiry"":""18/6/2021"",""modifiedExpiryMonthOnly"":""6"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":340,""modifiedOption"":""c"",""modifiedPrice"":0.79}]",16/6/2021|b|fb|340|18/6/2021|c|0.79|111
59164,120940,306068,Mando,6/17/2021,sell,119,leg,option,IPOF,8/20/2021,10,call,0.4376,714,vivaldi,vivaldi,17/6/2021,s,119,ipof,20/8/2021,8,2021,10,c,0.44,47.64,"[{""drv_trade_id"":""59164"",""drv_trade_client_trader_id"":""120940"",""drv_trade_client_account_execution_id"":""306068"",""floor_broker"":""Mando"",""date"":""6/17/2021"",""side"":""sell"",""quantity"":""119"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.4376"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""17/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":119,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.44}]",17/6/2021|s|ipof|10|20/8/2021|c|0.44|119
55763,113726,288458,Mando,6/17/2021,buy,22,leg,option,IPOF,8/20/2021,10,call,0.4236,317,kepos capital,kepos,17/6/2021,b,22,ipof,20/8/2021,8,2021,10,c,0.42,1.59,"[{""drv_trade_id"":""55763"",""drv_trade_client_trader_id"":""113726"",""drv_trade_client_account_execution_id"":""288458"",""floor_broker"":""Mando"",""date"":""6/17/2021"",""side"":""buy"",""quantity"":""22"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.4236"",""client_id"":""317"",""client"":""kepos capital"",""trader"":""kepos"",""modifiedDate"":""17/6/2021"",""modifiedSide"":""b"",""modifiedQuantity"":22,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.42}]",17/6/2021|b|ipof|10|20/8/2021|c|0.42|22
55723,113660,288323,Mando,6/17/2021,sell,157,leg,option,CCV,8/20/2021,10,call,0.3436,714,vivaldi,vivaldi,17/6/2021,s,157,ccv,20/8/2021,8,2021,10,c,0.34,13.9,"[{""drv_trade_id"":""55723"",""drv_trade_client_trader_id"":""113660"",""drv_trade_client_account_execution_id"":""288323"",""floor_broker"":""Mando"",""date"":""6/17/2021"",""side"":""sell"",""quantity"":""157"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CCV"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.3436"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""17/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":157,""modifiedSymbol"":""ccv"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.34}]",17/6/2021|s|ccv|10|20/8/2021|c|0.34|157
55850,113954,289111,WEX FIX,6/18/2021,sell,14,leg,option,CCV,8/20/2021,10,call,0.371429,714,vivaldi,vivaldi,18/6/2021,s,14,ccv,20/8/2021,8,2021,10,c,0.37,10.9,"[{""drv_trade_id"":""55850"",""drv_trade_client_trader_id"":""113954"",""drv_trade_client_account_execution_id"":""289111"",""floor_broker"":""WEX FIX"",""date"":""6/18/2021"",""side"":""sell"",""quantity"":""14"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CCV"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.371429"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""18/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":14,""modifiedSymbol"":""ccv"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.37}]",18/6/2021|s|ccv|10|20/8/2021|c|0.37|14
55847,113951,289106,WEX FIX,6/18/2021,buy,143,leg,option,LEV,7/16/2021,25,call,0.2437,1151,difesa,difesa,18/6/2021,b,143,lev,16/7/2021,7,2021,25,c,0.24,-113.64,"[{""drv_trade_id"":""55847"",""drv_trade_client_trader_id"":""113951"",""drv_trade_client_account_execution_id"":""289106"",""floor_broker"":""WEX FIX"",""date"":""6/18/2021"",""side"":""buy"",""quantity"":""143"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""LEV"",""expiry"":""7/16/2021"",""strike"":""25"",""option"":""call"",""price"":""0.2437"",""client_id"":""1151"",""client"":""difesa"",""trader"":""difesa"",""modifiedDate"":""18/6/2021"",""modifiedSide"":""b"",""modifiedQuantity"":143,""modifiedSymbol"":""lev"",""modifiedExpiry"":""16/7/2021"",""modifiedExpiryMonthOnly"":""7"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":25,""modifiedOption"":""c"",""modifiedPrice"":0.24}]",18/6/2021|b|lev|25|16/7/2021|c|0.24|143
55848,113952,289107,Mando,6/18/2021,sell,200,leg,option,BTWN,8/20/2021,10,call,0.3651,714,vivaldi,vivaldi,18/6/2021,s,200,btwn,20/8/2021,8,2021,10,c,0.37,-11.3,"[{""drv_trade_id"":""55848"",""drv_trade_client_trader_id"":""113952"",""drv_trade_client_account_execution_id"":""289107"",""floor_broker"":""Mando"",""date"":""6/18/2021"",""side"":""sell"",""quantity"":""200"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""BTWN"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.3651"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""18/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":200,""modifiedSymbol"":""btwn"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.37}]",18/6/2021|s|btwn|10|20/8/2021|c|0.37|200
55995,114239,289750,Mando,6/21/2021,buy,764,leg,option,IPOF,8/20/2021,10,call,0.3416,317,kepos capital,kepos,21/6/2021,b,764,ipof,20/8/2021,8,2021,10,c,0.34,75.58,"[{""drv_trade_id"":""55995"",""drv_trade_client_trader_id"":""114239"",""drv_trade_client_account_execution_id"":""289750"",""floor_broker"":""Mando"",""date"":""6/21/2021"",""side"":""buy"",""quantity"":""764"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.3416"",""client_id"":""317"",""client"":""kepos capital"",""trader"":""kepos"",""modifiedDate"":""21/6/2021"",""modifiedSide"":""b"",""modifiedQuantity"":764,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.34}]",21/6/2021|b|ipof|10|20/8/2021|c|0.34|764
59166,120942,306072,Mando,6/21/2021,sell,96,leg,option,IPOF,8/20/2021,10,call,0.3218,714,vivaldi,vivaldi,21/6/2021,s,96,ipof,20/8/2021,8,2021,10,c,0.32,6.63,"[{""drv_trade_id"":""59166"",""drv_trade_client_trader_id"":""120942"",""drv_trade_client_account_execution_id"":""306072"",""floor_broker"":""Mando"",""date"":""6/21/2021"",""side"":""sell"",""quantity"":""96"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.3218"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""21/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":96,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.32}]",21/6/2021|s|ipof|10|20/8/2021|c|0.32|96
59383,121422,307188,Mando,6/21/2021,buy,55,leg,option,LEV,7/16/2021,25,call,0.15,1151,difesa,difesa,21/6/2021,b,55,lev,16/7/2021,7,2021,25,c,0.15,-39.3,"[{""drv_trade_id"":""59383"",""drv_trade_client_trader_id"":""121422"",""drv_trade_client_account_execution_id"":""307188"",""floor_broker"":""Mando"",""date"":""6/21/2021"",""side"":""buy"",""quantity"":""55"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""LEV"",""expiry"":""7/16/2021"",""strike"":""25"",""option"":""call"",""price"":""0.15"",""client_id"":""1151"",""client"":""difesa"",""trader"":""difesa"",""modifiedDate"":""21/6/2021"",""modifiedSide"":""b"",""modifiedQuantity"":55,""modifiedSymbol"":""lev"",""modifiedExpiry"":""16/7/2021"",""modifiedExpiryMonthOnly"":""7"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":25,""modifiedOption"":""c"",""modifiedPrice"":0.15}]",21/6/2021|b|lev|25|16/7/2021|c|0.15|55
55993,114236,289744,Mando,6/21/2021,sell,500,leg,option,BTWN,8/20/2021,10,call,0.3208,714,vivaldi,vivaldi,21/6/2021,s,500,btwn,20/8/2021,8,2021,10,c,0.32,-62.02,"[{""drv_trade_id"":""55993"",""drv_trade_client_trader_id"":""114236"",""drv_trade_client_account_execution_id"":""289744"",""floor_broker"":""Mando"",""date"":""6/21/2021"",""side"":""sell"",""quantity"":""500"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""BTWN"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.3208"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""21/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":500,""modifiedSymbol"":""btwn"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.32}]",21/6/2021|s|btwn|10|20/8/2021|c|0.32|500
56125,114516,290388,Mando,6/22/2021,buy,52,leg,option,LEV,7/16/2021,25,call,0.15,1151,difesa,difesa,22/6/2021,b,52,lev,16/7/2021,7,2021,25,c,0.15,-41.31,"[{""drv_trade_id"":""56125"",""drv_trade_client_trader_id"":""114516"",""drv_trade_client_account_execution_id"":""290388"",""floor_broker"":""Mando"",""date"":""6/22/2021"",""side"":""buy"",""quantity"":""52"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""LEV"",""expiry"":""7/16/2021"",""strike"":""25"",""option"":""call"",""price"":""0.15"",""client_id"":""1151"",""client"":""difesa"",""trader"":""difesa"",""modifiedDate"":""22/6/2021"",""modifiedSide"":""b"",""modifiedQuantity"":52,""modifiedSymbol"":""lev"",""modifiedExpiry"":""16/7/2021"",""modifiedExpiryMonthOnly"":""7"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":25,""modifiedOption"":""c"",""modifiedPrice"":0.15}]",22/6/2021|b|lev|25|16/7/2021|c|0.15|52
56124,114515,290386,Mando,6/22/2021,sell,20,leg,option,IPOF,8/20/2021,10,call,0.2975,714,vivaldi,vivaldi,22/6/2021,s,20,ipof,20/8/2021,8,2021,10,c,0.3,-0.78,"[{""drv_trade_id"":""56124"",""drv_trade_client_trader_id"":""114515"",""drv_trade_client_account_execution_id"":""290386"",""floor_broker"":""Mando"",""date"":""6/22/2021"",""side"":""sell"",""quantity"":""20"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2975"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""22/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":20,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.3}]",22/6/2021|s|ipof|10|20/8/2021|c|0.3|20
56123,114514,290384,Mando,6/22/2021,buy,750,leg,option,DIS,7/16/2021,150,put,0.2225,195,citibank,eric g he,22/6/2021,b,750,dis,16/7/2021,7,2021,150,p,0.22,37.5,"[{""drv_trade_id"":""56123"",""drv_trade_client_trader_id"":""114514"",""drv_trade_client_account_execution_id"":""290384"",""floor_broker"":""Mando"",""date"":""6/22/2021"",""side"":""buy"",""quantity"":""750"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""DIS"",""expiry"":""7/16/2021"",""strike"":""150"",""option"":""put"",""price"":""0.2225"",""client_id"":""195"",""client"":""citibank"",""trader"":""eric g he"",""modifiedDate"":""22/6/2021"",""modifiedSide"":""b"",""modifiedQuantity"":750,""modifiedSymbol"":""dis"",""modifiedExpiry"":""16/7/2021"",""modifiedExpiryMonthOnly"":""7"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":150,""modifiedOption"":""p"",""modifiedPrice"":0.22}]",22/6/2021|b|dis|150|16/7/2021|p|0.22|750
56333,114968,291522,Mando,6/24/2021,sell,161,leg,option,FPAC,8/20/2021,10,call,0.2311,714,vivaldi,vivaldi,24/6/2021,s,161,fpac,20/8/2021,8,2021,10,c,0.23,95.83,"[{""drv_trade_id"":""56333"",""drv_trade_client_trader_id"":""114968"",""drv_trade_client_account_execution_id"":""291522"",""floor_broker"":""Mando"",""date"":""6/24/2021"",""side"":""sell"",""quantity"":""161"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""FPAC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2311"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""24/6/2021"",""modifiedSide"":""s"",""modifiedQuantity"":161,""modifiedSymbol"":""fpac"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.23}]",24/6/2021|s|fpac|10|20/8/2021|c|0.23|161
