USER,EXCHANGE,SYMBOL,EXPIRATION,STRIKE,C/P,B/S,FILLED QTY,PREMIUM,DATE,ORDER TYPE,GIVEUP,CMTA FIRM,RANGE,ACCOUNT,COMPANY,DEST COMPANY,ELECTRONIC,LEG NUMBER,USER QTY,FIX QTY,HANDLING,CONNECTION,SECURITY TYPE,CROSSING,PENNY,SYMBOL TYPE,PTMID,LINK EXCH,ParentExDestination,ORDERID,REPORTID,CL_ORD_ID,LiquidityFlag,Open_Close,cross_type,custom_billing_tag,LADR,LADR$,BPCR,BPCR$,ETF,ETF$,SRCTF,SRCTF$,TPF,TPF$,CMTA,CMTA$,LF,LF$,MDPT,MDPT$,CAT,CAT$,TOTAL COMMISSIONS,TOTAL EXCHANGE FEES
dfilippidis|XJ59,BOX,CX,2023-01-20, $7.00 ,P,SELL,"2,000", $0.94 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,0,Equity,0,B,ISTG,389094057,1348084838,22724819,,O,,, -   , -   , 0.0250 , 50.0000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|YWL,BOX,EEM,2022-06-17, $46.00 ,P,SELL,"1,500", $1.87 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,ETF,0,B,ISTG,389090201,1348033360,22720281,,O,,, -   , -   , 0.0250 , 37.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|GH59,AMEX,FB,2021-11-19, $340.00 ,P,SELL,80, $20.08 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,389089792,1348028757,22719829,,O,,, -   , -   , 0.0250 , 2.0000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|HC59,AMEX,HD,2021-08-20, $325.00 ,P,SELL,130, $11.00 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,389089004,1348018807,22718941,,O,,, -   , -   , 0.0250 , 3.2500 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,BOX,IYR,2021-07-30, $105.50 ,C,BUY,700, $0.34 ,2021-07-02,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,ETF,0,B,ISTG,389092685,1348063751,22723256,,O,,, -   , -   , 0.0250 , 17.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|XJ59,BOX,IYR,2021-07-30, $105.50 ,C,SELL,"1,300", $0.34 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,1,ETF,0,B,ISTG,389092619,1348063820,22723137,,O,,, -   , -   , 0.0250 , 32.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,BOX,IYR,2021-07-30, $100.00 ,P,BUY,700, $0.63 ,2021-07-02,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,ETF,0,B,ISTG,389092685,1348063750,22723256,,O,,, -   , -   , 0.0250 , 17.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|XJ59,BOX,IYR,2021-07-30, $100.00 ,P,SELL,"1,300", $0.63 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,1,ETF,0,B,ISTG,389092619,1348063822,22723137,,O,,, -   , -   , 0.0250 , 32.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|HC59,AMEX,KMB,2021-08-20, $135.00 ,P,SELL,190, $3.46 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,0,Equity,0,A,ISTG,389090853,1348041802,22721040,,O,,, -   , -   , 0.0250 , 4.7500 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|HC59,AMEX,KRE,2021-08-20, $65.00 ,P,SELL,400, $2.34 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,ETF,0,A,ISTG,389089210,1348020408,22719186,,O,,, -   , -   , 0.0250 , 10.0000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|HC59,AMEX,LOW,2021-08-20, $195.00 ,P,SELL,130, $6.80 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,389089531,1348025722,22719538,,O,,, -   , -   , 0.0250 , 3.2500 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|HC59,PHLX,LRCX,2021-07-16, $630.00 ,C,SELL,80, $13.50 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,X,ISTG,389091820,1348051620,22722088,,O,,, -   , -   , 0.0250 , 2.0000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|HC59,PHLX,LRCX,2021-09-17, $620.00 ,P,SELL,55, $36.00 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,X,ISTG,389091853,1348052504,22722163,,O,,, -   , -   , 0.0250 , 1.3750 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|Parallaxobo,AMEX,MMM,2023-01-20, $180.00 ,P,BUY,120, $17.10 ,2021-07-02,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,389091410,1348048045,22721702,,O,,, -   , -   , 0.0250 , 3.0000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|GH59,AMEX,MMM,2023-01-20, $180.00 ,P,SELL,140, $17.10 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,389091446,1348048124,22721674,,O,,, -   , -   , 0.0250 , 3.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|XJ59,BOX,MSFT,2021-07-16, $265.00 ,P,BUY,"1,300", $0.64 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,B,ISTG,389088738,1348018169,22718565,,O,,, -   , -   , 0.0250 , 32.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|XJ59,AMEX,MSFT,2021-07-16, $270.00 ,P,BUY,700, $1.37 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,389088512,1348017235,22718407,,O,,, -   , -   , 0.0250 , 17.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|HC59,AMEX,PDD,2021-08-20, $120.00 ,P,SELL,350, $8.35 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,389089949,1348030908,22720028,,O,,, -   , -   , 0.0250 , 8.7500 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|GH59,AMEX,SE,2021-09-17, $260.00 ,P,SELL,340, $14.15 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,389092460,1348060291,22722934,,O,,, -   , -   , 0.0250 , 8.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2021-07-16," $4,375.00 ",C,SELL,75, $17.55 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/3,0,0,129,,Option,0,0,Index,0,C,ISTG,389095032,1348105255,22726127,,O,,, -   , -   , 0.0250 , 1.8750 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2021-09-17," $4,340.00 ",C,BUY,26, $105.60 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Index,0,C,ISTG,389094624,1348093300,22725618,,O,,, -   , -   , 0.0250 , 0.6500 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2021-09-17," $4,340.00 ",C,SELL,73, $106.00 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/4,0,0,129,,Option,0,0,Index,0,C,ISTG,389094912,1348102847,22725951,,O,,, -   , -   , 0.0250 , 1.8250 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2021-09-17," $4,345.00 ",C,BUY,27, $104.00 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Index,0,C,ISTG,389095032,1348105257,22726127,,O,,, -   , -   , 0.0250 , 0.6750 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2021-09-17," $4,340.00 ",P,BUY,73, $104.00 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,4/4,0,0,129,,Option,0,0,Index,0,C,ISTG,389094912,1348102845,22725951,,O,,, -   , -   , 0.0250 , 1.8250 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2021-09-17," $4,340.00 ",P,SELL,26, $103.60 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/3,0,0,129,,Option,0,0,Index,0,C,ISTG,389094624,1348093297,22725618,,O,,, -   , -   , 0.0250 , 0.6500 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2021-09-17," $4,345.00 ",P,SELL,27, $106.00 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,3/3,0,0,129,,Option,0,0,Index,0,C,ISTG,389095032,1348105256,22726127,,O,,, -   , -   , 0.0250 , 0.6750 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2022-07-15," $4,600.00 ",C,BUY,100, $155.00 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/4,0,0,129,,Option,0,0,Index,0,C,ISTG,389094912,1348102846,22725951,,O,,, -   , -   , 0.0250 , 2.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPX,2022-07-15," $4,100.00 ",P,SELL,100, $242.80 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/4,0,0,129,,Option,0,0,Index,0,C,ISTG,389094912,1348102844,22725951,,O,,, -   , -   , 0.0250 , 2.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|YWL,CBOE,SPXW,2021-08-02," $4,450.00 ",C,SELL,160, $10.70 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/3,0,0,129,,Option,0,0,Index,0,C,ISTG,389094624,1348093299,22725618,,O,,, -   , -   , 0.0250 , 4.0000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|Parallaxobo,AMEX,TCOM,2021-09-17, $35.00 ,C,BUY,500, $2.45 ,2021-07-02,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/2,0,0,129,,Option,0,0,Equity,0,A,ISTG,389091030,1348045196,22721277,,O,,, -   , -   , 0.0250 , 12.5000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|HC59,AMEX,TCOM,2021-09-17, $35.00 ,C,SELL,720, $2.45 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,0,Equity,0,A,ISTG,389091029,1348045599,22721219,,O,,, -   , -   , 0.0250 , 18.0000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
dfilippidis|HC59,AMEX,TSLA,2021-08-20, $670.00 ,P,SELL,40, $49.10 ,2021-07-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,0,129,,Option,0,1,Equity,0,A,ISTG,389090578,1348039993,22720740,,O,,, -   , -   , 0.0250 , 1.0000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|tcfooteobo,CBOE,VIX,2021-11-17, $100.00 ,C,BUY,"3,000", $0.20 ,2021-07-02,Done Away Managed,161,161,FIRM,CLIENT,MER,BLOGS,MANUAL,1/2,0,0,129,,Option,0,0,Index,0,C,ISTG,389091221,1348046680,22721456,,O,,, -   , -   , 0.0250 , 75.0000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
oscargruss|tcfooteobo,CBOE,VIX,2021-11-17, $120.00 ,C,BUY,"5,000", $0.12 ,2021-07-02,Done Away Managed,161,161,FIRM,CLIENT,MER,BLOGS,MANUAL,1/2,0,0,129,,Option,0,0,Index,0,C,ISTG,389091186,1348045880,22721388,,O,,, -   , -   , 0.0250 , 125.0000 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
