Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID
05/03/21,AMEX,B,P,1000,ABNB,ABNB,1,2023,105.0000,9.640000,C,P,223205593,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,152380343
05/03/21,AMEX,B,P,1000,ABNB,ABNB,1,2023,105.0000,9.640000,C,P,223205593,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,152380372
05/03/21,AMEX,S,C,500,ABNB,ABNB,1,2023,190.0000,33.280000,C,P,223205593,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,50.0000,.0000,.0000,50.0000,152379207
05/03/21,AMEX,S,C,500,ABNB,ABNB,1,2023,190.0000,33.280000,C,P,223205593,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,50.0000,.0000,.0000,50.0000,152379255
05/03/21,AMEX,S,P,200,SU,SU,6,2021,18.0000,.250000,C,P,223157463,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,20.0000,50.0000,.0000,70.0000,152411292
05/03/21,AMEX,B,P,100,SU,SU,6,2021,21.0000,.950000,C,P,223157463,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,152410575
05/03/21,AMEX,B,P,1000,TWTR,TWTR,1,2022,47.0000,4.500000,C,C,223185903,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,152381141
05/04/21,AMEX,B,P,10,ARKK,ARKK,5,2021,110.0000,4.100000,O,C,O1605ULFUH,BLPOPT_20210504-00066-00001,E35,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf,,CLOCK,,,R,.100000000000000,1.0000,.0000,.4500,1.4500,152561066
05/04/21,AMEX,B,P,3,ARKK,ARKK,5,2021,110.0000,4.100000,O,C,O1605ULFUH,BLPOPT_20210504-00066-00001,E35,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf,,CLOCK,,,R,.100000000000000,.3000,.0000,.1350,.4350,152561125
05/04/21,AMEX,B,P,3,ARKK,ARKK,5,2021,110.0000,4.100000,O,C,O1605ULFUH,BLPOPT_20210504-00066-00001,E35,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf,,CLOCK,,,R,.100000000000000,.3000,.0000,.1350,.4350,152561395
05/04/21,AMEX,B,P,2,ARKK,ARKK,5,2021,110.0000,4.100000,O,C,O1605ULFUH,BLPOPT_20210504-00066-00001,E35,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,etf,,CLOCK,,,R,.100000000000000,.2000,.0000,.0900,.2900,152561223
