drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge
14,329358,7.6
14,329356,40
14,329944,302.31
14,329951,692.94
14,330999,9
14,330580,2
14,331531,192.41
14,332481,-67.39
14,333633,83.26
14,333700,15
14,334191,131.64
14,334313,153.8
14,334619,-104.11
14,334189,1.8
14,334240,110
14,334771,81.14
14,335269,-33.88
14,335285,31
14,335340,10
14,335451,25
14,335625,21.98
14,335626,21.98
14,335914,143.67
14,335912,270.45680000000004
14,335913,17.2632
14,336348,184.97
14,336347,-10.53
14,336352,-145.4
14,336350,227.5
14,336859,345.83
14,336864,-9.27
14,336861,161.57
14,337723,103.97
14,337642,10
14,339013,-9.72
14,329944,25
14,330999,0.5
14,331531,12.5
14,332481,4.2
14,333633,25
14,334191,45.8
14,334189,0.1
14,334313,50
14,335269,7.15
14,335914,21.95
14,335912,23.5
14,335913,1.5
14,336352,9.7
14,336347,0.65
14,336864,20.25
14,337723,10.2
14,339013,0.6
