drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge,rule
23,310978,500,N V N
23,310979,500,N V N
23,305902,87.5,N V 1
23,305801,69,N V 1
23,305798,69,N V 1
23,306136,105,N V 1
23,306212,183.75,N V 1
23,306109,55,N V 1
23,306374,145,N V 1
23,306370,100,N V 1
23,306151,262.5,N V 1
23,306203,-300,N V 1
23,306530,500,N V 1
23,306352,45,N V 1
23,306157,375,N V 1
23,306244,1100,N V 1
23,306245,800,N V 1
23,306234,31.5,N V 1
23,306617,25,N V 1
23,306847,28,N V 1
23,306563,50,N V 1
23,306858,595,N V 1
23,306839,26.25,N V 1
23,306762,-250,N V 1
23,306760,-125,N V 1
23,326060,1,N V 1
23,306748,60,N V 1
23,306750,100,N V 1
23,306713,690,N V 1
23,306631,70,N V 1
23,306657,88.9,N V 1
23,307047,70,N V 1
23,326066,17.5,N V 1
23,307007,140,N V 1
23,326086,35,N V 1
23,307338,50.5,N V 1
23,307080,20,N V 1
23,307084,20,N V 1
23,307085,20,N V 1
23,333497,-2200,N V 1
23,333488,-200,N V 1
23,333498,-2200,N V 1
23,333489,-200,N V 1
23,306975,100,N V 1
23,306981,10,N V 1
23,306955,250,N V 1
23,307116,289.8,N V 1
23,307117,289.8,N V 1
23,307648,52.5,N V 1
23,307632,25,N V 1
23,307654,337.5,N V 1
23,307636,172.5,N V 1
23,307566,6.21,N V 1
23,307571,6.21,N V 1
23,307530,20.7,N V 1
23,307638,3.45,N V 1
23,307568,69,N V 1
23,307529,966,N V 1
23,307565,69,N V 1
23,307746,400,N V 1
23,307747,400,N V 1
23,307793,40.6,N V 1
23,307758,58.8,N V 1
23,307969,12.5,N V 1
23,307959,150,N V 1
23,308348,7.5,N V 1
23,308349,7.5,N V 1
23,308393,90,N V 1
23,308408,25,N V 1
23,308409,25,N V 1
23,308448,25,N V 1
23,308422,45,N V 1
23,308560,78.75,N V 1
23,326258,50,N V 1
23,308598,60,N V 1
23,308653,131.25,N V 1
23,308711,87.5,N V 1
23,308765,17.5,N V 1
23,326122,187.5,N V 1
23,308664,52.5,N V 1
23,308634,75,N V 1
23,308586,-160,N V 1
23,308618,217,N V 1
23,326136,75,N V 1
23,326128,87.5,N V 1
23,309245,70,N V 1
23,309246,70,N V 1
23,309041,30,N V 1
23,309161,45,N V 1
23,309058,245,N V 1
23,309147,75,N V 1
23,309138,90,N V 1
23,309774,100,N V 1
23,309773,100,N V 1
23,309750,140,N V 1
23,309829,50,N V 1
23,327578,182,N V 1
23,326161,187.5,N V 1
23,309688,0.8,N V 1
23,309686,20,N V 1
23,309685,20,N V 1
23,311550,59.34,N V 1
23,311548,103.5,N V 1
23,310510,367.5,N V 1
23,310512,367.5,N V 1
23,310235,225,N V 1
23,310252,105,N V 1
23,310248,105,N V 1
23,310421,20,N V 1
23,310419,20,N V 1
23,310420,20,N V 1
23,310335,20,N V 1
23,310371,2400,N V 1
23,310002,500,N V 1
23,310530,900,N V 1
23,310176,168.75,N V 1
23,310097,329.4,N V 1
23,310170,-500,N V 1
23,310174,-1000,N V 1
23,310244,30,N V 1
23,310088,4.4,N V 1
23,309967,0.55,N V 1
23,310087,13.75,N V 1
23,309965,27.5,N V 1
23,310425,15,N V 1
23,310598,25,N V 1
23,310862,200,N V 1
23,310857,100,N V 1
23,310750,20,N V 1
23,311123,5,N V 1
23,310716,160,N V 1
23,310718,160,N V 1
23,310833,14,N V 1
23,310661,98,N V 1
23,310674,35,N V 1
23,310901,-240,N V 1
23,310677,250,N V 1
23,310569,30,N V 1
23,310567,75,N V 1
23,310693,312.5,N V 1
23,310586,15,N V 1
23,310863,55,N V 1
23,310571,242,N V 1
23,310572,550,N V 1
23,310651,87.5,N V 1
23,311128,140,N V 1
23,311180,105,N V 1
23,311433,75,N V 1
23,311213,45,N V 1
23,311484,1000,N V 1
23,311488,250,N V 1
23,311379,375,N V 1
23,311145,138,N V 1
23,311142,34.5,N V 1
23,311143,10.35,N V 1
23,312593,105,N V 1
23,312591,210,N V 1
23,312554,87.5,N V 1
23,312556,87.5,N V 1
23,312529,52.5,N V 1
23,326291,150,N V 1
23,312621,35,N V 1
23,312648,112.5,N V 1
23,312413,-480,N V 1
23,312589,45,N V 1
23,312385,82.5,N V 1
23,312382,82.5,N V 1
23,313037,81.2,N V 1
23,312692,77.63,N V 1
23,312694,87.75,N V 1
23,312693,168.75,N V 1
23,313104,5,N V 1
23,312780,180,N V 1
23,313059,157.5,N V 1
23,313062,52.5,N V 1
23,313058,157.5,N V 1
23,313061,52.5,N V 1
23,326499,196,N V 1
23,312860,12.5,N V 1
23,312955,250,N V 1
23,313139,15,N V 1
23,312776,250,N V 1
23,312756,250,N V 1
23,312756,250,N V 1
23,313082,2.5,N V 1
23,313078,2.5,N V 1
23,313076,82.5,N V 1
23,313157,-290,N V 1
23,312848,875,N V 1
23,312850,250,N V 1
23,313118,45,N V 1
23,312818,175,N V 1
23,312813,7.59,N V 1
23,313134,419.2,N V 1
23,312806,70,N V 1
23,313247,210,N V 1
23,313370,233,N V 1
23,313371,233,N V 1
23,313277,22.5,N V 1
23,313352,30,N V 1
23,314066,-100,N V 1
23,313843,-1290,N V 1
23,313841,-860,N V 1
23,327061,37.5,N V 1
23,314000,200,N V 1
23,313768,3.45,N V 1
23,314385,70,N V 1
23,314179,166.25,N V 1
23,314506,80,N V 1
23,314507,80,N V 1
23,314262,40,N V 1
23,314416,3.45,N V 1
23,314413,3.45,N V 1
23,314410,17.25,N V 1
23,314411,17.25,N V 1
23,314882,30,N V 1
23,314900,70,N V 1
23,314665,60,N V 1
23,314704,175,N V 1
23,326250,40,N V 1
23,314842,30,N V 1
23,315186,27.5,N V 1
23,315039,0.69,N V 1
23,315044,0.69,N V 1
23,315037,17.25,N V 1
23,315038,17.25,N V 1
23,314639,499.6,N V 1
23,315469,300,N V 1
23,315530,280,N V 1
23,315175,14.49,N V 1
23,315384,19.08,N V 1
23,315423,137.5,N V 1
23,315174,103.5,N V 1
23,315382,119.25,N V 1
23,315745,52.5,N V 1
23,315949,61.25,N V 1
23,326237,52.5,N V 1
23,326238,52.5,N V 1
23,315701,336,N V 1
23,315697,168,N V 1
23,315661,25,N V 1
23,315707,75,N V 1
23,315703,75,N V 1
23,326194,10,N V 1
23,316200,15,N V 1
23,326175,5,N V 1
23,316435,750,N V 1
23,316479,63.75,N V 1
23,316447,125,N V 1
23,316270,140.8,N V 1
23,316378,39.3,N V 1
23,320407,50,1 V 1
23,320408,50,1 V 1
