drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge,rule
23,294769,100,N V N
23,294771,20,N V N
23,293616,135,N V 1
23,293736,700,N V 1
23,293716,-175,N V 1
23,293591,110,N V 1
23,293761,41.4,N V 1
23,293762,41.4,N V 1
23,293760,8.28,N V 1
23,294504,52.5,N V 1
23,294325,175,N V 1
23,294191,60,N V 1
23,308060,100,N V 1
23,294142,300,N V 1
23,294384,-260,N V 1
23,294732,35,N V 1
23,294734,35,N V 1
23,294751,150,N V 1
23,294819,169.9,N V 1
23,294757,270,N V 1
23,294785,114,N V 1
23,295167,245,N V 1
23,295320,40,N V 1
23,295007,45,N V 1
23,294998,100,N V 1
23,294946,-550,N V 1
23,294952,-100,N V 1
23,294947,-550,N V 1
23,294953,-100,N V 1
23,295293,100,N V 1
23,295953,42.4,N V 1
23,295954,148.4,N V 1
23,295662,70,N V 1
23,295738,70,N V 1
23,295758,100,N V 1
23,295567,50,N V 1
23,295769,35,N V 1
23,295770,35,N V 1
23,295551,240,N V 1
23,295786,7.5,N V 1
23,295525,40,N V 1
23,295710,81.42,N V 1
23,295708,276,N V 1
23,295711,138,N V 1
23,295861,217.5,N V 1
23,296295,122.5,N V 1
23,296294,122.5,N V 1
23,296186,50,N V 1
23,296049,193.75,N V 1
23,296038,85,N V 1
23,296109,56.25,N V 1
23,296252,125,N V 1
23,296099,250,N V 1
23,296190,50,N V 1
23,296163,250.47,N V 1
23,296165,34.5,N V 1
23,296250,158.7,N V 1
23,296251,158.7,N V 1
23,296433,1863,N V 1
23,313613,10,N V 1
23,296712,200,N V 1
23,296557,525,N V 1
23,296553,262.5,N V 1
23,296547,180,N V 1
23,296543,90,N V 1
23,296541,375,N V 1
23,296782,138,N V 1
23,296617,431.25,N V 1
23,296533,8.28,N V 1
23,296537,5.52,N V 1
23,296785,6.9,N V 1
23,296536,345,N V 1
23,296633,69,N V 1
23,296606,675,N V 1
23,296607,675,N V 1
23,297143,70,N V 1
23,297155,6,N V 1
23,297002,800,N V 1
23,297008,300,N V 1
23,297218,87.5,N V 1
23,297219,87.5,N V 1
23,299044,65,N V 1
23,297016,52.5,N V 1
23,297125,105,N V 1
23,297047,187.5,N V 1
23,299058,250,N V 1
23,297249,525,N V 1
23,297121,100,N V 1
23,296986,5.52,N V 1
23,296967,8.75,N V 1
23,297790,90,N V 1
23,297887,29.75,N V 1
23,297765,122.5,N V 1
23,297766,122.5,N V 1
23,297948,250,N V 1
23,297932,7.5,N V 1
23,298238,1000,N V 1
23,297650,140,N V 1
23,298212,34.5,N V 1
23,298934,600,N V 1
23,298983,75,N V 1
23,298998,252.5,N V 1
23,299001,50,N V 1
23,298997,252.5,N V 1
23,299000,50,N V 1
23,298968,15,N V 1
23,298967,15,N V 1
23,298746,-200,N V 1
23,298744,-200,N V 1
23,298912,212.5,N V 1
23,308257,350,N V 1
23,298320,2.07,N V 1
23,298583,35.88,N V 1
23,298325,2.07,N V 1
23,298412,3.45,N V 1
23,298418,17.25,N V 1
23,298318,34.5,N V 1
23,298410,69,N V 1
23,298417,69,N V 1
23,299351,122.5,N V 1
23,299850,35,N V 1
23,299289,40,N V 1
23,299800,60,N V 1
23,299739,50,N V 1
23,299738,50,N V 1
23,332669,54.6,N V 1
23,299236,15,N V 1
23,313627,300,N V 1
23,332633,-335,N V 1
23,299395,-110,N V 1
23,321766,50,N V 1
23,332642,187.5,N V 1
23,299459,5,N V 1
23,299315,90,N V 1
23,299869,27.5,N V 1
23,300227,135,N V 1
23,300547,10.5,N V 1
23,300330,90,N V 1
23,300329,90,N V 1
23,300289,150,N V 1
23,300291,40,N V 1
23,300320,32.85,N V 1
23,300096,75,N V 1
23,300098,20,N V 1
23,300086,50,N V 1
23,300349,43.47,N V 1
23,300079,11.73,N V 1
23,300083,11.73,N V 1
23,300368,69,N V 1
23,300385,207,N V 1
23,300382,69,N V 1
23,300371,69,N V 1
23,300348,207,N V 1
23,300078,51.75,N V 1
23,300825,35,N V 1
23,300857,-140,N V 1
23,300892,-150,N V 1
23,300908,1035,N V 1
23,301077,600,N V 1
23,301078,600,N V 1
23,301740,87.5,N V 1
23,301635,50,N V 1
23,301634,50,N V 1
23,301691,70,N V 1
23,301970,45,N V 1
23,301821,737.5,N V 1
23,301844,18.5,N V 1
23,301811,137.5,N V 1
23,301597,362.25,N V 1
23,301798,103.5,N V 1
23,301598,14.49,N V 1
23,301799,8.28,N V 1
23,302001,422.97,N V 1
23,302229,180,N V 1
23,302182,70,N V 1
23,302181,70,N V 1
23,302108,105,N V 1
23,302165,5,N V 1
23,302308,100,N V 1
23,302310,81.6,N V 1
23,302583,35,N V 1
23,302678,166.6,N V 1
23,302615,125,N V 1
23,313663,70,N V 1
23,302775,402.5,N V 1
23,302776,402.5,N V 1
23,302526,11.9,N V 1
23,302697,166.25,N V 1
23,302554,30,N V 1
23,302691,-100,N V 1
23,305619,11.55,N V 1
23,302739,55,N V 1
23,302759,145.8,N V 1
23,302761,239.75,N V 1
23,303305,150,N V 1
23,303226,47.25,N V 1
23,303124,45,N V 1
23,303104,67.5,N V 1
23,303292,594,N V 1
23,303296,594,N V 1
23,303294,1100,N V 1
23,303963,30,N V 1
23,303981,50.1,N V 1
23,303984,50.1,N V 1
23,303807,150,N V 1
23,303726,283.5,N V 1
23,315130,35,N V 1
23,303722,3420,N V 1
23,303820,52.44,N V 1
23,309492,30.36,N V 1
23,304430,50,N V 1
23,304304,245,N V 1
23,313675,28,N V 1
23,304399,52.5,N V 1
23,304193,2400,N V 1
23,304185,350,N V 1
23,304249,1200,N V 1
23,304167,137.5,N V 1
23,304163,500,N V 1
23,304428,16.56,N V 1
23,304474,138,N V 1
23,304427,358.8,N V 1
23,304471,138,N V 1
23,304128,483,N V 1
23,304089,276,N V 1
23,305552,112.5,N V 1
23,305550,75,N V 1
23,305401,100,N V 1
23,305363,55,N V 1
23,305666,150,N V 1
23,305627,27.5,N V 1
23,305399,5.52,N V 1
23,305628,5.5,N V 1
23,305636,4.95,N V 1
23,305633,4.95,N V 1
23,305408,34.5,N V 1
23,305001,-100,N V 1
23,305095,262.2,N V 1
23,305625,4.95,N V 1
23,305100,9.66,N V 1
23,304855,2.76,N V 1
23,304910,690,N V 1
23,305019,385,N V 1
23,305022,50.05,N V 1
23,305020,385,N V 1
23,304932,20,N V 1
23,304861,131.25,N V 1
23,304863,20,N V 1
23,296873,150,1 V 1
