ise_mt,Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,Client Order ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,CompID,Cust ID,Product Code,Penny,Parent Type,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID,modifiedTradeDate,modifiedExch,modifiedBS,modifiedPC,modifiedClass,modifiedSym,modifiedStrike,modifiedPrice,modifiedQty,modifiedOC,modifiedCFM,modifiedExBrok,modifiedTotalCharges
,01/19/21,CBOE,S,P,500,VIX,VIX,2,2021,22,1.2,C,C,621190007U,,BMLS,,608,792,oscarg,oscarg,,,,,index_vix,,,,A,0.1,50,150,0,200,133060930,1/19/2021,cboe,s,p,vix,vix,22,1.2,2000,c,c,bmls,800
,01/19/21,MIAX,B,C,4,SKX,SKX,2,2021,43,1,O,C,CO411F376CH,BLPOPT_20210119-00045-00001,BOD5,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,R,0.1,0.4,0,0.18,0.58,133061958,1/19/2021,miax,b,c,skx,skx,43,1,4,o,c,bod5,0.58
,01/19/21,NASDAQ,B,C,16,SKX,SKX,2,2021,43,1,O,C,CO411F376CH,BLPOPT_20210119-00045-00001,BAMB,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,R,0.1,1.6,13.6,0.72,15.92,133062180,1/19/2021,nasdaq,b,c,skx,skx,43,1,16,o,c,bamb,15.92
,01/19/21,NYSE/ARCA,B,C,5,SKX,SKX,2,2021,43,1,O,C,CO411F376CH,BLPOPT_20210119-00045-00001,B27,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,R,0.1,0.5,4.25,0.23,4.98,132911924,1/19/2021,nyse/arca,b,c,skx,skx,43,1,11,o,c,b27,10.97
,01/19/21,PHLX,B,C,13,SKX,SKX,2,2021,43,1,O,C,CO411F376CH,BLPOPT_20210119-00045-00001,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,R,0.1,1.3,0,0.59,1.89,133062063,1/19/2021,phlx,b,c,skx,skx,43,1,13,o,c,792,1.89
,01/20/21,AMEX,S,C,5000,NVDA,NVDA,2,2021,530,24.56,C,B,2156583720,,E35J,,284,792,oscarg,oscarg,,,,,,Y,,,C,0.1,500,1000,0,1500,133213366,1/20/2021,amex,s,c,nvda,nvda,530,24.56,5000,c,b,e35j,1500
,01/20/21,AMEX,B,P,5000,NVDA,NVDA,2,2021,530,22.16,C,B,2156583720,,E35J,,284,792,oscarg,oscarg,,,,,,Y,,,C,0.1,500,1000,0,1500,133210689,1/20/2021,amex,b,p,nvda,nvda,530,22.16,5000,c,b,e35j,1500
,01/20/21,AMEX,B,P,12,PRVL,PRVL,4,2021,22.5,0.1,O,C,336280819,,E35C,,551,792,oscarg,oscarg,,,,,,,,,R,0.1,1.2,0,0,1.2,133252857,1/20/2021,amex,b,p,prvl,prvl,22.5,0.1,12,o,c,e35c,1.2
,01/20/21,BATS,B,C,2,LAZR,LAZR,5,2021,30,9.2,O,C,BATSOPTNYB595067,,BMLS,,284,792,oscarg,oscarg,,,,,,,,,R,0.1,0.2,1.7,0,1.9,133284740,1/20/2021,bats,b,c,lazr,lazr,30,9.2,2,o,c,bmls,1.9
,01/20/21,CBOE,S,P,140,VIX,VIX,3,2021,26,3.8,C,C,62120000GQ,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,A,0.1,14,63,0,77,133276705,1/20/2021,cboe,s,p,vix,vix,26,3.85,420,c,c,bmls,231
,01/20/21,EMLD,B,C,1,LAZR,LAZR,5,2021,30,9.9,O,C,EMLDB391402,,5MA2,,284,792,oscarg,oscarg,,,,,,,,,R,0.1,0.1,0.85,0,0.95,133284198,1/20/2021,emld,b,c,lazr,lazr,30,9.9,1,o,c,5ma2,0.95
,01/20/21,NASDAQ,B,P,25,PRVL,PRVL,4,2021,22.5,0.1,O,C,NOMNYB280821,,MTRX,,551,792,oscarg,oscarg,,,,,,,,,R,0.1,2.5,21.25,0,23.75,133287683,1/20/2021,nasdaq,b,p,prvl,prvl,22.5,0.1,25,o,c,mtrx,23.75
,01/20/21,NYSE/ARCA,B,C,1,LAZR,LAZR,5,2021,30,10.1,O,C,220465486,,A60J,,284,792,oscarg,oscarg,,,,,,,,,R,0.1,0.1,0.85,0,0.95,133284675,1/20/2021,nyse/arca,b,c,lazr,lazr,30,10.1,1,o,c,a60j,0.95
,01/20/21,NYSE/ARCA,B,P,13,PRVL,PRVL,4,2021,22.5,0.1,O,C,220280818,,A60J,,551,792,oscarg,oscarg,,,,,,,,,R,0.1,1.3,11.05,0,12.35,133255249,1/20/2021,nyse/arca,b,p,prvl,prvl,22.5,0.1,164,o,c,a60j,-85.8
,01/20/21,PHLX,S,C,15,MELI,MELI,2,2021,2200,29.9,O,C,CO311HLJLQA,BLPOPT_20210120-00004-00001,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,A,0.1,1.5,0,0.68,2.18,133252488,1/20/2021,phlx,s,c,meli,meli,2200,29.9,15,o,c,792,2.18
,01/20/21,PHLX,B,P,50,PRVL,PRVL,4,2021,22.5,0.1,O,C,PHLXNYB280820,,732,,551,792,oscarg,oscarg,,,,,,,,,R,0.1,5,0,0,5,133336709,1/20/2021,phlx,b,p,prvl,prvl,22.5,0.1,91,o,c,732,9.1
,01/21/21,AMEX,S,P,5000,TLT,TLT,3,2021,145,1.2,C,P,2157456121,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,N,0.1,500,1250,0,1750,133572879,1/21/2021,amex,s,p,tlt,tlt,145,1.2,5000,c,p,e35j,1750
,01/21/21,AMEX,S,P,2500,TLT,TLT,6,2021,150,5.9,C,P,2157456121,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,N,0.1,250,625,0,875,133624334,1/21/2021,amex,s,p,tlt,tlt,150,5.9,2500,c,p,e35j,875
,01/21/21,CBOE,S,C,7,SPX,SPX,3,2021,3845,113.5,C,P,521210008C,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,0.7,4.13,0,4.83,133487873,1/21/2021,cboe,s,c,spx,spx,3845,113.5,14,c,p,xchg,9.66
,01/21/21,CBOE,S,P,50,SPX,SPXW,2,2021,3625,21.9,C,P,52121000NM,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,5,29.5,0,34.5,133579930,1/21/2021,cboe,s,p,spx,spxw,3625,21.9,50,c,p,xchg,34.5
,01/21/21,CBOE,S,C,50,SPX,SPXW,2,2021,4000,11,C,P,52121000NM,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,5,29.5,0,34.5,133580231,1/21/2021,cboe,s,c,spx,spxw,4000,11,50,c,p,xchg,34.5
,01/21/21,NASDAQ,B,C,30,PRGO,PRGO,2,2021,47.5,0.4,O,C,CO111K80G18,BLPOPT_20210121-00052-00001,BAMB,,792,792,2462,oscarg,OGRUBB960C-XPFS,15110167,BLPOPT,OGRUDMA,,,SR,,A,0.1,3,(27.00),1.35,(22.65),133523773,1/21/2021,nasdaq,b,c,prgo,prgo,47.5,0.4,30,o,c,bamb,-22.65
,01/22/21,BOSTON,B,P,150,UBER,UBER,1,2022,55,11.15,C,P,BOXNYC2315,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,15,22.5,0,37.5,133844924,1/22/2021,boston,b,p,uber,uber,55,11.15,250,c,p,938,62.5
,01/22/21,CBOE,B,P,300,SPX,SPXW,1,2021,3400,1.15,C,F,621220009V,,XCHG,,286,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,30,129,0,159,133799331,1/22/2021,cboe,b,p,spx,spxw,3400,1.15,700,c,f,xchg,371
,01/22/21,CBOE,B,P,100,SPX,SPXW,2,2021,3690,27.3,C,P,62122000DR,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,10,59,0,69,133800625,1/22/2021,cboe,b,p,spx,spxw,3690,27.3,100,c,p,xchg,69
,01/22/21,CBOE,S,P,50,SPX,SPXW,2,2021,3825,57,C,P,62122000DR,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,5,29.5,0,34.5,133952861,1/22/2021,cboe,s,p,spx,spxw,3825,57,50,c,p,xchg,34.5
,01/25/21,AMEX,S,P,500,QQQ,QQQ,3,2021,270,2.38,C,C,2159305125,,E35J,,50,792,oscarg,oscarg,,,,,etf_qqq,Y,,,N,0.1,50,0,0,50,134192494,1/25/2021,amex,s,p,qqq,qqq,270,2.38,600,c,c,e35j,60
,01/25/21,AMEX,B,P,19,XLF,XLF,3,2021,29,0.76,O,C,CO111UHJE7N,BLPOPT_20210125-00029-00066,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,1.9,0,0.86,2.76,134099814,1/25/2021,amex,b,p,xlf,xlf,29,0.78,138,o,c,b13,20.05
,01/25/21,BATS,B,P,302,XLF,XLF,3,2021,29,0.74,O,C,CO111UHJDSP,BLPOPT_20210125-00029-00066,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,30.2,151,13.59,194.79,134087714,1/25/2021,bats,b,p,xlf,xlf,29,0.76,2604,o,c,bmls,588.82
,01/25/21,BOSTON,B,P,16,XLF,XLF,3,2021,29,0.78,O,C,CO111UHJET4,BLPOPT_20210125-00029-00066,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,1.6,(3.20),0.72,(0.88),134067124,1/25/2021,boston,b,p,xlf,xlf,29,0.78,17,o,c,792,-0.94
,01/25/21,C2,B,P,29,XLF,XLF,3,2021,29,0.74,O,C,CO111UHJDSP,BLPOPT_20210125-00029-00066,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,2.9,12.47,1.31,16.68,134087355,1/25/2021,c2,b,p,xlf,xlf,29,0.77,119,o,c,bmls,68.45
,01/25/21,CBOE,B,C,5,PRGO,PRGO,2,2021,47.5,0.35,O,C,CO211UHJIOQ,BLPOPT_20210125-00059-00001,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,R,0.1,0.5,0,0.23,0.73,134261586,1/25/2021,cboe,b,c,prgo,prgo,47.5,0.35,5,o,c,belz,0.73
,01/25/21,CBOE,S,P,6,SPX,SPX,3,2021,3810,116,C,F,62125000GI,,XCHG,,286,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,0.6,2.58,0,3.18,134121812,1/25/2021,cboe,s,p,spx,spx,3810,116,21,c,f,xchg,11.13
,01/25/21,CBOE,B,C,19,SPX,SPX,3,2021,3835,117,C,P,62125000XU,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,1.9,11.21,0,13.11,134201956,1/25/2021,cboe,b,c,spx,spx,3835,117,19,c,p,xchg,13.11
,01/25/21,CBOE,B,C,40,VIX,VIX,4,2021,28,4.98,C,C,621250013N,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,A,0.1,4,18,0,22,134237976,1/25/2021,cboe,b,c,vix,vix,28,4.93,840,c,c,bmls,462
,01/25/21,CBOE,B,C,126,VIX,VIX,4,2021,28,4.75,C,P,621250016N,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,A,0.1,12.6,63,0,75.6,134275789,1/25/2021,cboe,b,c,vix,vix,28,4.75,315,c,p,bmls,189
,01/25/21,CBOE,S,P,105,VIX,VIX,4,2021,28,5.01,C,C,621250013N,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,A,0.1,10.5,47.25,0,57.75,134238665,1/25/2021,cboe,s,p,vix,vix,28,5.01,840,c,c,bmls,462
,01/25/21,CBOE,B,P,22,XLF,XLF,3,2021,29,0.76,O,C,CO111UHJE7N,BLPOPT_20210125-00029-00066,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,2.2,3.96,0.99,7.15,134104479,1/25/2021,cboe,b,p,xlf,xlf,29,0.76,2552,o,c,belz,376.85
,01/25/21,EDGXOP,B,C,5,PRGO,PRGO,2,2021,47.5,0.35,O,C,CO211UHJIOQ,BLPOPT_20210125-00059-00001,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,R,0.1,0.5,(0.05),0.23,0.68,134144720,1/25/2021,edgxop,b,c,prgo,prgo,47.5,0.35,5,o,c,bmls,0.68
,01/25/21,EDGXOP,B,P,1,XLF,XLF,3,2021,29,0.76,O,C,CO111UHJE7N,BLPOPT_20210125-00029-00066,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,0.1,(0.01),0.05,0.14,134079284,1/25/2021,edgxop,b,p,xlf,xlf,29,0.78,58,o,c,bmls,7.85
,01/25/21,EMLD,B,P,20,XLF,XLF,3,2021,29,0.74,O,C,CO111UHJDSP,BLPOPT_20210125-00029-00066,2BD5,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,2,10,0.9,12.9,134074314,1/25/2021,emld,b,p,xlf,xlf,29,0.76,75,o,c,2bd5,48.39
,01/25/21,GEMINI,B,P,17,XLF,XLF,3,2021,29,0.74,O,C,CO111UHJDSP,BLPOPT_20210125-00029-00066,BABY,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,2,0.1,1.7,8.16,0.77,10.63,134077922,1/25/2021,gemini,b,p,xlf,xlf,29,0.77,290,o,c,baby,181.26
,01/25/21,ISE,B,P,40,XLF,XLF,3,2021,29,0.78,O,C,CO111UHJET4,BLPOPT_20210125-00029-00066,BABW,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,2,0.1,4,16.4,1.8,22.2,134099145,1/25/2021,ise,b,p,xlf,xlf,29,0.77,339,o,c,babw,188.15
,01/25/21,MCRY,B,P,10,XLF,XLF,3,2021,29,0.78,O,C,CO111UHJET4,BLPOPT_20210125-00029-00066,BAB7,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,2,0.1,1,0,0.45,1.45,134099370,1/25/2021,mcry,b,p,xlf,xlf,29,0.78,10,o,c,bab7,1.45
,01/25/21,MIAX,B,C,3,PRGO,PRGO,2,2021,47.5,0.35,O,C,CO211UHJIOQ,BLPOPT_20210125-00059-00001,BOD5,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,R,0.1,0.3,0,0.14,0.44,134108352,1/25/2021,miax,b,c,prgo,prgo,47.5,0.35,3,o,c,bod5,0.44
,01/25/21,MIAX,B,P,16,XLF,XLF,3,2021,29,0.78,O,C,CO111UHJET4,BLPOPT_20210125-00029-00066,BOD5,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,1.6,0,0.72,2.32,134067252,1/25/2021,miax,b,p,xlf,xlf,29,0.78,26,o,c,bod5,3.77
,01/25/21,NASDAQ,B,C,30,PRGO,PRGO,2,2021,47.5,0.35,O,C,CO111UHJJQB,BLPOPT_20210125-00053-00003,BAMB,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,A,0.1,3,(27.00),1.35,(22.65),134140208,1/25/2021,nasdaq,b,c,prgo,prgo,47.5,0.35,30,o,c,bamb,-22.65
,01/25/21,NASDAQ,B,P,302,XLF,XLF,3,2021,29,0.74,O,C,CO111UHJDSP,BLPOPT_20210125-00029-00066,BAMB,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,30.2,144.96,13.59,188.75,134106037,1/25/2021,nasdaq,b,p,xlf,xlf,29,0.75,972,o,c,bamb,607.54
,01/25/21,NSDQ BX,B,C,7,PRGO,PRGO,2,2021,47.5,0.35,O,C,CO211UHJIOQ,BLPOPT_20210125-00059-00001,BAMB,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,2,0.1,0.7,(5.60),0.32,(4.59),134145013,1/25/2021,nsdq bx,b,c,prgo,prgo,47.5,0.35,7,o,c,bamb,-4.59
,01/25/21,NYSE/ARCA,B,P,4,XLF,XLF,3,2021,29,0.74,O,C,CO111UHJDSP,BLPOPT_20210125-00029-00066,B27,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,0.4,1.96,0.18,2.54,134115501,1/25/2021,nyse/arca,b,p,xlf,xlf,29,0.76,3018,o,c,b27,-237.01
,01/25/21,PEARL,B,P,15,XLF,XLF,3,2021,29,0.74,O,C,CO111UHJDSP,BLPOPT_20210125-00029-00066,25BD,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,1.5,7.5,0.68,9.68,134125429,1/25/2021,pearl,b,p,xlf,xlf,29,0.76,106,o,c,25bd,68.4
,01/25/21,PHLX,B,C,10,PRGO,PRGO,2,2021,47.5,0.35,O,C,CO211UHJIOQ,BLPOPT_20210125-00059-00001,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,R,0.1,1,0,0.45,1.45,134187454,1/25/2021,phlx,b,c,prgo,prgo,47.5,0.35,10,o,c,792,1.45
,01/25/21,PHLX,B,P,51,XLF,XLF,3,2021,29,0.76,O,C,CO111UHJE7N,BLPOPT_20210125-00029-00066,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,etf,Y,SR,,R,0.1,5.1,0,2.3,7.4,134115364,1/25/2021,phlx,b,p,xlf,xlf,29,0.76,76,o,c,792,11.03
,01/26/21,AMEX,B,C,12,SPCE,SPCE,2,2021,45,3.11,O,C,CO112140R99,BLPOPT_20210126-00125-00001BSPCEFEB45C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,A,0.1,1.2,0,0.54,1.74,134770295,1/26/2021,amex,b,c,spce,spce,45,3.11,12,o,c,b13,1.74
,01/26/21,AMEX,S,C,12,SPCE,SPCE,2,2021,50,2.02,O,C,CO112140R99,BLPOPT_20210126-00125-00001LSPCEFEB50C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,A,0.1,1.2,0,0.54,1.74,134772903,1/26/2021,amex,s,c,spce,spce,50,2.02,12,o,c,b13,1.74
,01/26/21,CBOE,B,C,13,SPCE,SPCE,2,2021,45,3.11,O,C,CO112140R99,BLPOPT_20210126-00125-00001BSPCEFEB45C,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,R,0.1,1.3,0,0.59,1.89,134883238,1/26/2021,cboe,b,c,spce,spce,45,3.11,13,o,c,belz,1.89
,01/26/21,CBOE,S,C,13,SPCE,SPCE,2,2021,50,2.02,O,C,CO112140R99,BLPOPT_20210126-00125-00001LSPCEFEB50C,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,R,0.1,1.3,0,0.59,1.89,134883342,1/26/2021,cboe,s,c,spce,spce,50,2.02,13,o,c,belz,1.89
,01/26/21,CBOE,B,P,100,SPX,SPX,2,2021,3800,50.62,C,P,52126000AN,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,10,59,0,69,134878670,1/26/2021,cboe,b,p,spx,spx,3800,50.62,100,c,p,xchg,69
,01/26/21,CBOE,B,P,29,SPX,SPX,3,2021,3850,110.5,C,P,52126000AN,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,2.9,17.11,0,20.01,134878690,1/26/2021,cboe,b,p,spx,spx,3850,110.5,29,c,p,xchg,20.01
,01/26/21,CBOE,S,C,45,VIX,VIX,2,2021,25,2.95,C,P,62126000UF,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,R,0.1,4.5,22.5,0,27,134813895,1/26/2021,cboe,s,c,vix,vix,25,2.95,45,c,p,bmls,27
,01/26/21,CBOE,S,P,180,VIX,VIX,3,2021,27,4.2,C,P,62126000UF,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,R,0.1,18,90,0,108,134814347,1/26/2021,cboe,s,p,vix,vix,27,4.2,180,c,p,bmls,108
,01/26/21,CBOE,S,C,1500,VIX,VIX,3,2021,60,0.71,C,P,62126000UF,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,R,0.1,150,750,0,900,134814259,1/26/2021,cboe,s,c,vix,vix,60,0.71,1500,c,p,bmls,900
,01/26/21,CBOE,B,C,640,VIX,VIX,5,2021,27,5.25,C,P,62126000GR,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,R,0.1,64,320,0,384,134790786,1/26/2021,cboe,b,c,vix,vix,27,5.25,640,c,p,bmls,384
,01/26/21,ISE,B,C,25,SPCE,SPCE,2,2021,45,3.09,O,C,CO112140R99,BLPOPT_20210126-00125-00001BSPCEFEB45C,EBS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,12,0.1,2.5,(6.25),1.13,(2.63),134883250,1/26/2021,ise,b,c,spce,spce,45,3.09,25,o,c,ebs,-2.63
,01/26/21,ISE,S,C,25,SPCE,SPCE,2,2021,50,2,O,C,CO112140R99,BLPOPT_20210126-00125-00001LSPCEFEB50C,EBS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,12,0.1,2.5,(6.25),1.13,(2.63),134883354,1/26/2021,ise,s,c,spce,spce,50,2,25,o,c,ebs,-2.63
,01/26/21,PHLX,B,C,7,MELI,MELI,2,2021,2200,12,C,C,CO1121401NA,BLPOPT_20210126-00013-00001,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,,SR,,A,0.1,0.7,0,0.32,1.02,134782091,1/26/2021,phlx,b,c,meli,meli,2200,12,7,c,c,792,1.02
,01/27/21,AMEX,S,C,1,SPCE,SPCE,2,2021,45,4.67,C,C,CO2123MDDAR,BLPOPT_20210127-00015-00001LSPCEFEB45C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,A,0.1,0.1,0,0.05,0.15,134910734,1/27/2021,amex,s,c,spce,spce,45,4.68,12,c,c,b13,1.75
,01/27/21,AMEX,B,C,1,SPCE,SPCE,2,2021,50,3.37,C,C,CO2123MDDAR,BLPOPT_20210127-00015-00001BSPCEFEB50C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,A,0.1,0.1,0,0.05,0.15,134909577,1/27/2021,amex,b,c,spce,spce,50,3.38,12,c,c,b13,1.75
,01/27/21,BOSTON,S,P,200,SO,SO,1,2022,42.5,1.59,C,C,BOXNYC18811,,938,,273,792,oscarg,oscarg,,,,,,Y,,,A,0.1,20,0,0,20,135130653,1/27/2021,boston,s,p,so,so,42.5,1.59,200,c,c,938,20
,01/27/21,BOSTON,S,C,850,TSM,TSM,1,2022,200,5.05,C,P,BOXNYC7403,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,85,(255.00),0,(170.00),135055422,1/27/2021,boston,s,c,tsm,tsm,200,5.05,850,c,p,938,-170
,01/27/21,CBOE,B,C,7,FB,FB,1,2021,280,7.2,C,C,CO1123MGHEG,BLPOPT_20210127-00125-00001,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,A,0.1,0.7,0,0.32,1.02,135090685,1/27/2021,cboe,b,c,fb,fb,280,7.2,12,c,c,belz,1.76
,01/27/21,CBOE,S,C,1,SPCE,SPCE,2,2021,45,4.65,C,C,CO2123MDDAR,BLPOPT_20210127-00015-00001LSPCEFEB45C,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,A,0.1,0.1,0,0.05,0.15,134971980,1/27/2021,cboe,s,c,spce,spce,45,4.67,13,c,c,belz,1.91
,01/27/21,CBOE,B,C,1,SPCE,SPCE,2,2021,50,3.35,C,C,CO2123MDDAR,BLPOPT_20210127-00015-00001BSPCEFEB50C,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,A,0.1,0.1,0,0.05,0.15,134971380,1/27/2021,cboe,b,c,spce,spce,50,3.37,13,c,c,belz,1.91
,01/27/21,CBOE,B,P,104,SPX,SPX,3,2021,3735,144,C,P,62127001000,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,R,0.1,10.4,61.36,0,71.76,135112316,1/27/2021,cboe,b,p,spx,spx,3735,144,104,c,p,xchg,71.76
,01/27/21,CBOE,S,P,200,SPX,SPXW,1,2021,3750,47.02,C,P,62127001000,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,R,0.1,20,118,0,138,135106921,1/27/2021,cboe,s,p,spx,spxw,3750,47.02,200,c,p,xchg,138
,01/27/21,ISE,S,C,1,SPCE,SPCE,2,2021,45,4.65,C,C,CO2123MDDAR,BLPOPT_20210127-00015-00001LSPCEFEB45C,EBS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,12,0.1,0.1,(0.25),0.05,(0.11),134972605,1/27/2021,ise,s,c,spce,spce,45,4.68,25,c,c,ebs,-2.64
,01/27/21,ISE,B,C,1,SPCE,SPCE,2,2021,50,3.35,C,C,CO2123MDDAR,BLPOPT_20210127-00015-00001BSPCEFEB50C,EBS,,792,792,2462,oscarg,OGRUBB960C-XPFS,23160696,BLPOPT,OGRUDMA,,Y,,,12,0.1,0.1,(0.25),0.05,(0.11),134971500,1/27/2021,ise,b,c,spce,spce,50,3.38,25,c,c,ebs,-2.64
,01/27/21,NASDAQ,B,C,13,FB,FB,1,2021,280,7.2,C,C,CO1123MGHEG,BLPOPT_20210127-00125-00001,BAMB,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,A,0.1,1.3,(3.25),0.59,(1.37),135091117,1/27/2021,nasdaq,b,c,fb,fb,280,7.2,13,c,c,bamb,-1.37
,01/27/21,NYSE/ARCA,B,C,24,FB,FB,1,2021,280,7.2,C,C,CO1123MGHEG,BLPOPT_20210127-00125-00001,B27,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,A,0.1,2.4,(6.00),1.08,(2.52),135120856,1/27/2021,nyse/arca,b,c,fb,fb,280,7.2,25,c,c,b27,-2.63
,01/27/21,PHLX,B,P,2000,IWM,IWM,12,2022,125,6.94,O,B,,,210,,284,792,oscarg,oscarg,,,,,etf_iwm,Y,,,R,0.1,200,400,0,600,135132192,1/27/2021,phlx,b,p,iwm,iwm,125,6.94,2000,o,b,210,600
