drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge
14,316989,69.96
14,318615,9.1
14,318598,-299.53
14,320168,14
14,320219,140
14,320802,50
14,320936,-36.55
14,322110,70
14,322339,280
14,323050,200.84
14,323712,-23.7
14,323708,140
14,323862,3.6
14,323992,-116.13
14,323982,176.26
14,324312,-39.37
14,324134,45.5
14,324130,70
14,324749,134.8
14,324751,26.13
14,325204,14.85
14,335434,31.9
14,325556,-21.04
14,325965,-144.57
14,335427,478.68
14,335425,73.84
14,325963,153.15
14,335422,-7.6
14,335424,-8.88
14,325837,210
14,325966,-64
14,326942,28.05
14,327519,140
14,328183,21
14,328180,23.8
14,328178,140
14,316989,7.45
14,318598,35
14,323712,25
14,323862,0.2
14,323992,37.5
14,323982,30
14,324312,36.75
14,324749,22
14,324751,2.75
14,325204,6.9
14,335434,9.6
14,325556,4
14,325966,4
14,335427,91.65
14,335425,18.05
14,335422,1
14,335424,2.45
14,326942,26.8
