charge,drv_trade_client_account_execution_id,drv_trade_floor_broker_id
109.971,319922,39
12.219000000000001,319923,39
13.707,319924,39
1.5230000000000001,319926,39
-32.57222222222222,308157,39
-3.1777777777777776,308159,39
85.95445544554455,308161,39
9.445544554455445,308163,39
28.45298375184638,308475,39
3.177016248153619,308476,39
-9.657543859649124,309376,39
-0.1724561403508772,309378,39
28.086965265082267,309402,39
0.5230347349177331,309404,39
35,305894,39
70,305912,39
70,305913,39
21,306025,39
-1.84,319920,39
49,306179,39
12.86,306445,39
181.6,322340,39
-0.8,322347,39
24.99,306450,39
56,306937,39
171.7,307401,39
12.91,307402,39
0.05,307516,39
5.78,307851,39
0.75,307861,39
70,308007,39
-256.15,308124,39
23.72,319928,39
154,308324,39
154,308325,39
332.5,308364,39
0.2,308456,39
1.08,308457,39
0.9,308477,39
35,308480,39
12.25,308481,39
21.35,308484,39
-72.61,308924,39
-1.5,308931,39
143.92,308950,39
0.9,308952,39
-19.62,309380,39
4.86,309384,39
21,309448,39
-6.82,309847,39
-39.47,309855,39
76.08,309856,39
181.3,309858,39
8.56,309859,39
85.7,309860,39
-24.03,310417,39
-159.94,310445,39
33.1,310947,39
-135.75,310949,39
17.5,311242,39
17.5,311244,39
206.5,311387,39
-157.93,311513,39
-96.29,322348,39
-395.07,312652,39
-107.65,312668,39
-0.81,312673,39
107.47,313092,39
677.52,313097,39
-4.11,313098,39
-1.61,313099,39
42,314528,39
-25.98,314956,39
-104.92,315061,39
35,326173,39
-59.14,316021,39
140,316241,39
21,314437,39
14,314481,39
