Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID,modifiedDate,modifiedSide,modifiedQuantity,modifiedSymbol,modifiedExpiry,modifiedExpiryMonthOnly,modifiedExpiryYearOnly,modifiedStrike,modifiedOption,modifiedPrice,charge
10/01/21,AMEX,S,P,1000,EEM,EEM,1,2023,48.0000,4.910000,C,F,232817481,,E35J,,286,792,oscarg,oscarg,,,,,etf,Y,,,,C,.050000000000000,50.0000,200.0000,.0000,250.0000,178406874,undefined,undefined,0,undefined,undefined,undefined,undefined,0,undefined,0,NaN
