Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID
06/01/21,AMEX,S,P,5,GDX,GDX,6,2021,39.0000,0.320000,C,C,2094116,,E35C,,050,792,oscarg,oscarg,,,,,etf,Y,,,,R,0.100000000000000,0.5000,0.0000,0.0000,0.5000,157245770
06/01/21,AMEX,B,C,3,GDX,GDX,6,2021,40.0000,0.700000,C,C,2094122,,E35C,,050,792,oscarg,oscarg,,,,,etf,Y,,,,R,0.100000000000000,0.3000,0.0000,0.0000,0.3000,157245042
06/01/21,AMEX,S,C,4,GDX,GDX,6,2021,42.0000,0.210000,C,C,2097808,,E35C,,050,792,oscarg,oscarg,,,,,etf,Y,,,,R,0.100000000000000,0.4000,0.0000,0.0000,0.4000,157174397
06/01/21,AMEX,S,C,1,GDX,GDX,6,2021,42.0000,0.210000,C,C,2097808,,E35C,,050,792,oscarg,oscarg,,,,,etf,Y,,,,X,0.100000000000000,0.1000,0.5900,0.0000,0.6900,157174468
06/01/21,AMEX,S,C,5,PYPL,PYPL,6,2021,250.0000,10.800000,C,C,CO21C5ELSTT,BLPOPT_20210601-00085-00001LPYPLJUN250C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,A,0.100000000000000,0.5000,0.0000,0.1000,0.6000,157239591
06/01/21,AMEX,B,P,5,PYPL,PYPL,6,2021,250.0000,3.850000,C,C,CO21C5ELSTT,BLPOPT_20210601-00085-00001BPYPLJUN250P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,A,0.100000000000000,0.5000,0.0000,0.1000,0.6000,157238827
06/01/21,AMEX,B,P,75,TSLA,TSLA,9,2021,500.0000,23.350000,C,C,225060521,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,0.100000000000000,7.5000,0.0000,0.0000,7.5000,157197952
06/02/21,AMEX,S,C,500,BABA,BABA,6,2022,250.0000,20.000000,C,C,225210382,,E35J,,551,792,oscarg,oscarg,,,,,,Y,,,,N,0.100000000000000,50.0000,0.0000,0.0000,50.0000,157559176
06/02/21,AMEX,B,P,500,BABA,BABA,6,2022,250.0000,48.500000,C,C,225210382,,E35J,,551,792,oscarg,oscarg,,,,,,Y,,,,N,0.100000000000000,50.0000,0.0000,0.0000,50.0000,157436385
06/02/21,AMEX,B,C,300,EWZ,EWZ,6,2021,41.0000,0.820000,C,C,225152342,,E35J,,050,792,oscarg,oscarg,,,,,etf,Y,,,,N,0.100000000000000,30.0000,0.0000,0.0000,30.0000,157393339
