Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID
07/01/21,AMEX,B,P,300,DOCU,DOCU,9,2021,280.0000,22.050000,O,N,227124731,,E35J,362,010,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,30.0000,105.0000,.0000,135.0000,162853217
07/01/21,AMEX,B,P,7000,EDU,EDU,12,2021,5.5000,.450000,C,C,227134731,,E35J,,273,792,oscarg,oscarg,,,,,,,,,,C,.100000000000000,700.0000,.0000,.0000,700.0000,162871746
07/01/21,AMEX,B,C,7,MOS,MOS,8,2021,32.0000,2.190000,O,C,CO41EIMLP83,BLPOPT_20210701-00184-00001BMOSAUG32C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,A,.100000000000000,.7000,.0000,.1400,.8400,162961630
07/01/21,AMEX,S,P,7,MOS,MOS,8,2021,32.0000,2.190000,O,C,CO41EIMLP83,BLPOPT_20210701-00184-00001LMOSAUG32P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,A,.100000000000000,.7000,.0000,.1400,.8400,162961793
07/02/21,AMEX,B,P,150,PDD,PDD,8,2021,120.0000,8.350000,C,F,227198662,,E35J,,010,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,15.0000,37.5000,.0000,52.5000,163157251
07/02/21,AMEX,B,C,500,TCOM,TCOM,9,2021,35.0000,2.450000,C,P,227211452,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,50.0000,125.0000,.0000,175.0000,163337138
07/06/21,AMEX,S,C,5,ABNB,ABNB,10,2021,150.0000,16.230000,C,C,CO11EVIK4HD,BLPOPT_20210706-00086-00001LABNBOCT150C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,A,.100000000000000,.5000,.0000,.1000,.6000,163407888
07/06/21,AMEX,B,P,5,ABNB,ABNB,10,2021,150.0000,13.330000,C,C,CO11EVIK4HD,BLPOPT_20210706-00086-00001BABNBOCT150P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,A,.100000000000000,.5000,.0000,.1000,.6000,163405158
07/06/21,AMEX,B,C,5,BABA,BABA,12,2021,215.0000,18.270000,O,C,CO11EVINAVO,BLPOPT_20210706-00126-00001BBABADEC215C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,A,.100000000000000,.5000,.0000,.1000,.6000,163468526
07/06/21,AMEX,S,P,5,BABA,BABA,12,2021,215.0000,21.200000,O,C,CO11EVINAVO,BLPOPT_20210706-00126-00001LBABADEC215P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,,,,A,.100000000000000,.5000,.0000,.1000,.6000,163468952
07/06/21,AMEX,S,C,2,CDNS,CDNS,8,2021,135.0000,6.760000,C,C,CO11EVILE17,BLPOPT_20210706-00115-00001LCDNSAUG135C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,,A,.100000000000000,.2000,.0000,.0400,.2400,163385781
07/06/21,AMEX,B,P,2,CDNS,CDNS,8,2021,135.0000,4.560000,C,C,CO11EVILE17,BLPOPT_20210706-00115-00001BCDNSAUG135P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,,A,.100000000000000,.2000,.0000,.0400,.2400,163385014
07/06/21,AMEX,S,C,1,CLDR,CLDR,8,2021,16.0000,.150000,O,C,227279246,,E35J,,230,792,oscarg,oscarg,,,,,,Y,,,,X,.100000000000000,.1000,.6100,.0000,.7100,163462168
07/06/21,AMEX,S,C,1,CLDR,CLDR,8,2021,16.0000,.170000,O,C,227279246,,E35J,,230,792,oscarg,oscarg,,,,,,Y,,,,X,.100000000000000,.1000,.6100,.0000,.7100,163462070
07/06/21,AMEX,S,C,3,CLDR,CLDR,8,2021,16.0000,.180000,O,C,227279246,,E35J,,230,792,oscarg,oscarg,,,,,,Y,,,,X,.100000000000000,.3000,1.8300,.0000,2.1300,163462060
07/06/21,AMEX,B,P,100,IWM,IWM,12,2022,190.0000,11.900000,C,P,227310056,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,163383337
07/06/21,AMEX,B,P,100,IWM,IWM,12,2023,190.0000,17.300000,C,P,227310056,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,163404805
07/06/21,AMEX,B,P,1000,KRE,KRE,1,2023,54.0000,4.650000,C,C,227332396,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,163457800
07/06/21,AMEX,B,P,200,KRE,KRE,1,2023,54.0000,4.650000,C,C,227332396,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,C,.100000000000000,20.0000,.0000,.0000,20.0000,163457691
07/07/21,AMEX,B,P,700,BEKE,BEKE,8,2021,40.0000,4.300000,C,P,227429337,,E35J,,444,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,70.0000,175.0000,.0000,245.0000,163739272
07/07/21,AMEX,B,P,800,KRE,KRE,1,2023,56.0000,5.400000,C,C,227413987,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,N,.100000000000000,80.0000,.0000,.0000,80.0000,163727563
07/07/21,AMEX,B,C,300,XLE,XLE,8,2021,55.0000,1.100000,C,C,227413487,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,.100000000000000,30.0000,.0000,.0000,30.0000,163734082
07/07/21,AMEX,B,C,100,XLE,XLE,8,2021,55.0000,1.100000,C,C,227413487,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,.100000000000000,10.0000,.0000,.0000,10.0000,163723842
07/07/21,AMEX,S,C,450,XLE,XLE,8,2021,60.0000,.280000,C,C,227413487,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,.100000000000000,45.0000,.0000,.0000,45.0000,163724399
07/07/21,AMEX,S,C,150,XLE,XLE,8,2021,60.0000,.280000,C,C,227413487,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,N,.100000000000000,15.0000,.0000,.0000,15.0000,163724405
07/07/21,AMEX,S,C,40,XLE,XLE,8,2021,60.0000,.280000,C,C,227413697,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,R,.100000000000000,4.0000,.0000,.0000,4.0000,163732652
07/07/21,AMEX,S,C,38,XLE,XLE,8,2021,60.0000,.280000,C,C,227413697,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,R,.100000000000000,3.8000,.0000,.0000,3.8000,163732654
07/07/21,AMEX,S,C,12,XLE,XLE,8,2021,60.0000,.280000,C,C,227413697,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,R,.100000000000000,1.2000,.0000,.0000,1.2000,163595610
07/07/21,AMEX,S,C,10,XLE,XLE,8,2021,60.0000,.290000,C,C,227413697,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,X,.100000000000000,1.0000,5.9000,.0000,6.9000,163732659
