drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge,rule
23,232743,70,N V 1
23,209726,135,N V 1
23,209728,135,N V 1
23,209729,135,N V 1
23,209730,135,N V 1
23,233879,350,N V 1
23,233883,350,N V 1
23,232649,105,N V 1
23,232650,105,N V 1
23,209815,141.75,N V 1
23,209816,141.75,N V 1
23,209749,276,N V 1
23,234204,69,N V 1
23,209576,291.5,N V 1
23,209580,276,N V 1
23,209751,1.38,N V 1
23,209714,14.49,N V 1
23,234205,13.8,N V 1
23,209627,20.01,N V 1
23,209578,20.67,N V 1
23,209582,19.32,N V 1
23,209753,138,N V 1
23,209716,207,N V 1
23,209626,103.5,N V 1
23,265281,1980,N V 1
23,210078,175,N V 1
23,210079,175,N V 1
23,210235,38.5,N V 1
23,210068,13,N V 1
23,216205,50,N V 1
23,216207,175,N V 1
23,216208,75,N V 1
23,216206,262.5,N V 1
23,210284,-140,N V 1
23,210285,-140,N V 1
23,210121,250,N V 1
23,210365,1035,N V 1
23,210215,690,N V 1
23,233857,50,N V 1
23,233861,50,N V 1
23,210594,5,N V 1
23,210526,10,N V 1
23,210837,26.25,N V 1
23,210783,125,N V 1
23,210787,25,N V 1
23,210571,200,N V 1
23,210545,80,N V 1
23,210666,21.5,N V 1
23,210871,14,N V 1
23,211121,18,N V 1
23,210799,154,N V 1
23,211130,10,N V 1
23,233840,50,N V 1
23,233844,50,N V 1
23,211145,140,N V 1
23,211143,140,N V 1
23,211147,70,N V 1
23,211146,70,N V 1
23,233814,828,N V 1
23,212226,207,N V 1
23,211294,7.59,N V 1
23,211901,10,N V 1
23,211859,13.5,N V 1
23,211645,105,N V 1
23,233818,50,N V 1
23,212217,175,N V 1
23,233816,50,N V 1
23,232799,26.25,N V 1
23,211694,190,N V 1
23,211751,207,N V 1
23,211753,39.33,N V 1
23,212986,52.5,N V 1
23,212985,52.5,N V 1
23,213397,115,N V 1
23,213138,42,N V 1
23,213136,42,N V 1
23,213357,21,N V 1
23,213358,21,N V 1
23,213280,10,N V 1
23,212969,87.5,N V 1
23,245220,78,N V 1
23,245221,130,N V 1
23,213665,1000,N V 1
23,213158,187.5,N V 1
23,213952,2100,N V 1
23,213073,5.52,N V 1
23,213072,138,N V 1
23,238920,15,N V 1
23,213980,52.5,N V 1
23,214088,35,N V 1
23,214089,35,N V 1
23,214447,195,N V 1
23,214403,540,N V 1
23,214179,-270,N V 1
23,214175,-270,N V 1
23,234444,69,N V 1
23,234445,69,N V 1
23,214509,345,N V 1
23,214493,690,N V 1
23,214637,345,N V 1
23,214638,345,N V 1
23,265299,1200,N V 1
23,265301,552,N V 1
23,265306,552,N V 1
23,265304,1200,N V 1
23,214569,-2.1,N V 1
23,232701,5,N V 1
23,214391,40,N V 1
23,214392,40,N V 1
23,214276,105,N V 1
23,214681,25,N V 1
23,214665,20,N V 1
23,215064,105,N V 1
23,234480,70,N V 1
23,214932,140,N V 1
23,234476,138,N V 1
23,234477,138,N V 1
23,234478,2.76,N V 1
23,214678,20,N V 1
23,214813,1000,N V 1
23,215943,120.75,N V 1
23,215941,80.5,N V 1
23,215695,35,N V 1
23,215707,200,N V 1
23,215848,-60,N V 1
23,215961,625,N V 1
23,234534,27.6,N V 1
23,232718,7.5,N V 1
23,234549,300,N V 1
23,234551,300,N V 1
23,234552,150,N V 1
23,234553,150,N V 1
23,216263,40,N V 1
23,216617,14,N V 1
23,234588,87.5,N V 1
23,216271,300,N V 1
23,234636,55,N V 1
23,234609,165,N V 1
23,234610,41.25,N V 1
23,234608,65.19,N V 1
23,234637,2.2,N V 1
23,234606,132.5,N V 1
23,216605,345,N V 1
23,216450,1250,N V 1
23,217161,210,N V 1
23,217159,210,N V 1
23,238000,245,N V 1
23,237996,122.5,N V 1
23,217135,375,N V 1
23,216928,375,N V 1
23,217260,-60,N V 1
23,217259,-60,N V 1
23,218411,550,N V 1
23,217187,750,N V 1
23,217188,231,N V 1
23,217074,52.5,N V 1
23,218469,1750,N V 1
23,218470,875,N V 1
23,217857,637.5,N V 1
23,218012,125,N V 1
23,217654,9.66,N V 1
23,217652,69,N V 1
23,218407,200,N V 1
23,218250,100,N V 1
23,232758,26.25,N V 1
23,232756,17.5,N V 1
23,218413,345,N V 1
23,218161,103.25,N V 1
23,218162,103.25,N V 1
23,229990,250,N V 1
23,229988,250,N V 1
23,218878,850,N V 1
23,234730,175,N V 1
23,232899,20,N V 1
23,218967,30,N V 1
23,218728,87.5,N V 1
23,218895,34.5,N V 1
23,218657,11.13,N V 1
23,218897,13.11,N V 1
23,218656,185.5,N V 1
23,218655,185.5,N V 1
23,218540,1503.95,N V 1
23,219031,189,N V 1
23,219005,1100,N V 1
23,219029,450,N V 1
23,218794,70,N V 1
23,218796,10,N V 1
23,218872,47.25,N V 1
23,219504,5,N V 1
23,219603,140,N V 1
23,219629,61.25,N V 1
23,219629,61.25,N V 1
23,219556,750,N V 1
23,219713,12.5,N V 1
23,219329,110.4,N V 1
23,219330,20.01,N V 1
23,234824,690,N V 1
23,234825,690,N V 1
23,219260,690,N V 1
23,219656,900,N V 1
23,219659,27,N V 1
23,219655,900,N V 1
23,219658,108,N V 1
23,219501,384,N V 1
23,219499,2400,N V 1
23,220132,56,N V 1
23,219959,87.5,N V 1
23,219958,87.5,N V 1
23,220361,30,N V 1
23,232933,20,N V 1
23,220215,50,N V 1
23,220008,-340,N V 1
23,220248,71.76,N V 1
23,220077,8.28,N V 1
23,220083,8.28,N V 1
23,220185,4.14,N V 1
23,220182,4.14,N V 1
23,220179,48.3,N V 1
23,220180,48.3,N V 1
23,220076,627.9,N V 1
23,220079,120.75,N V 1
23,220080,48.3,N V 1
23,221314,-5.28,N V 1
23,220401,300,N V 1
23,219992,45,N V 1
23,220061,63,N V 1
23,221559,350,N V 1
23,221057,500,N V 1
23,220745,318.75,N V 1
23,220672,250,N V 1
23,220886,50,N V 1
23,221281,262.5,N V 1
23,221285,62.5,N V 1
23,221298,5.52,N V 1
23,221297,26.91,N V 1
23,221300,8.97,N V 1
23,220820,345,N V 1
23,221067,190,N V 1
23,220930,94.5,N V 1
23,233051,82.95,N V 1
23,234934,25,N V 1
23,233065,225,N V 1
23,226871,250,N V 1
23,269656,287.5,N V 1
23,276280,38.5,N V 1
23,276275,38.5,N V 1
23,276277,3.85,N V 1
23,276282,3.85,N V 1
23,234928,1380,N V 1
23,235010,1725,N V 1
23,222071,-1.58,N V 1
23,222070,-1.58,N V 1
23,233049,29.75,N V 1
