ise_mt,Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID
,08/12/21,BOSTON,B,P,40,UNH,UNH,1,2023,270,9.55,O,P,BOXNYC5485,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,4,2,0,6,169879644
,08/12/21,BOSTON,B,P,60,UNH,UNH,1,2023,270,9.6,O,P,BOXNYC5485,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,6,3,0,9,169879639
,08/13/21,BOSTON,B,C,100,BRKB,BRKB,9,2021,280,10.58,C,P,BOXNYC6571,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,10,5,0,15,170082242
,08/13/21,BOSTON,S,P,100,BRKB,BRKB,9,2021,280,2.68,C,P,BOXNYC6571,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,10,5,0,15,170081531
,08/13/21,BOSTON,S,C,750,TCOM,TCOM,9,2021,31,0.15,C,P,BOXNYC2845,,938,,352,792,oscarg,oscarg,,,,,,,,,A,0.1,75,112.5,0,187.5,170077654
,08/16/21,BOSTON,B,P,650,AAL,AAL,2,2022,18,1.75,C,P,BOXNYC926,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,65,97.5,0,162.5,170421937
,08/16/21,BOSTON,S,P,100,BABA,BABA,1,2023,105,6.8,C,C,BOXNYC2628,,938,,608,792,oscarg,oscarg,,,,,,Y,,,A,0.1,10,0,0,10,170327322
,08/16/21,BOSTON,B,P,100,BABA,BABA,1,2023,135,13.52,C,C,BOXNYC2628,,938,,608,792,oscarg,oscarg,,,,,,Y,,,A,0.1,10,0,0,10,170330918
,08/16/21,BOSTON,B,P,100,BABA,BABA,1,2023,135,13.53,C,C,BOXNYC2628,,938,,608,792,oscarg,oscarg,,,,,,Y,,,A,0.1,10,0,0,10,170332769
,08/16/21,BOSTON,S,P,4000,EEM,EEM,3,2022,50,2.86,C,F,BOXNYC3008,,938,,286,792,oscarg,oscarg,,,,,etf,Y,,,R,0.1,400,2000,0,2400,170353217
,08/16/21,BOSTON,B,P,2000,FEYE,FEYE,6,2022,17,2.2,C,B,BOXNYC1590,,938,,323,792,oscarg,oscarg,,,,,,Y,,,A,0.1,200,300,0,500,170311501
,08/16/21,BOSTON,S,P,1500,IWM,IWM,1,2023,215,22.12,C,B,BOXNYC2269,,938,,284,792,oscarg,oscarg,,,,,etf_iwm,Y,,,R,0.1,150,750,0,900,170431589
,08/16/21,BOSTON,B,P,675,LYFT,LYFT,6,2022,47.5,6.9,C,B,BOXNYC2425,,938,,323,792,oscarg,oscarg,,,,,,Y,,,A,0.1,67.5,101.25,0,168.75,170433015
,08/16/21,BOSTON,S,C,2196,TME,TME,8,2021,15,0.03,C,P,BOXNYC2129,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,219.6,109.8,0,329.4,170411416
,08/16/21,BOSTON,B,C,2500,TME,TME,10,2021,10,0.48,C,P,BOXNYC2294,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,250,-750,0,-500,170299150
,08/16/21,BOSTON,S,C,5000,TME,TME,10,2021,14,0.09,C,P,BOXNYC2294,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,500,-1500,0,-1000,170299323
,08/16/21,BOSTON,B,P,40,XBI,XBI,3,2022,120,9.8,O,P,BOXNYC4330,,938,,352,792,oscarg,oscarg,,,,,etf,Y,,,A,0.1,4,2,0,6,170335846
,08/16/21,BOSTON,B,P,160,XBI,XBI,3,2022,120,9.85,O,P,BOXNYC4330,,938,,352,792,oscarg,oscarg,,,,,etf,Y,,,A,0.1,16,8,0,24,170335701
,08/17/21,BOSTON,B,P,1200,FCX,FCX,6,2022,28,2.58,C,F,BOXNYC12729,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,120,-360,0,-240,170663942
,08/17/21,BOSTON,S,C,400,FCX,FCX,6,2022,45,2.4,C,F,BOXNYC12729,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,40,-120,0,-80,170645539
,08/17/21,BOSTON,S,C,600,FCX,FCX,6,2022,45,2.41,C,F,BOXNYC12729,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,60,-180,0,-120,170663956
,08/17/21,BOSTON,B,P,1000,GM,GM,3,2022,45,2.6,C,N,BOXNYC5028,,938,362,10,792,oscarg,oscarg,,,,,,Y,,,A,0.1,100,150,0,250,170651870
,08/17/21,BOSTON,B,P,5000,HYG,HYG,9,2021,85,0.27,O,C,BOXNYC11834,,938,,551,792,oscarg,oscarg,,,,,etf,Y,,,R,0.1,500,0,0,500,170573544
,08/17/21,BOSTON,B,P,700,IWM,IWM,1,2023,200,17.48,C,P,BOXNYC5512,,938,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,A,0.1,70,105,0,175,170585634
,08/17/21,BOSTON,S,C,300,LMT,LMT,9,2021,375,1.95,C,C,BOXNYC2919,,938,,608,792,oscarg,oscarg,,,,,,,,,R,0.1,30,0,0,30,170515772
,08/17/21,BOSTON,B,C,300,LMT,LMT,9,2021,375,1.95,C,F,BOXNYC2920,,938,,10,792,oscarg,oscarg,,,,,,,,,A,0.1,30,45,0,75,170515179
,08/17/21,BOSTON,B,P,1250,MU,MU,1,2022,70,6.8,C,N,BOXNYC6813,,938,362,10,792,oscarg,oscarg,,,,,,Y,,,A,0.1,125,187.5,0,312.5,170557911
,08/17/21,BOSTON,B,P,60,ROKU,ROKU,3,2022,330,41.7,C,N,BOXNYC3226,,938,362,10,792,oscarg,oscarg,,,,,,Y,,,A,0.1,6,9,0,15,170602367
,08/18/21,BOSTON,B,P,500,ATVI,ATVI,9,2021,82.5,2.26,C,P,BOXNYC10364,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,50,25,0,75,170793869
,08/18/21,BOSTON,S,C,300,BILI,BILI,8,2021,109,0.04,C,P,BOXNYC4598,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,30,15,0,45,170875001
,08/18/21,BOSTON,B,P,4000,KGC,KGC,2,2022,5,0.3,C,N,BOXNYC12538,,938,362,10,792,oscarg,oscarg,,,,,,Y,,,A,0.1,400,600,0,1000,170832364
,08/18/21,BOSTON,B,P,2500,KGC,KGC,2,2022,5,0.3,C,C,BOXNYC12538,,938,,551,792,oscarg,oscarg,,,,,,Y,,,A,0.1,250,0,0,250,170793522
,08/18/21,BOSTON,B,P,250,LYFT,LYFT,11,2021,47.5,3.5,C,N,BOXNYC4357,,938,362,10,792,oscarg,oscarg,,,,,,Y,,,A,0.1,25,37.5,0,62.5,170761390
,08/18/21,BOSTON,B,P,1500,OXY,OXY,10,2021,23,1.5,C,P,BOXNYC9679,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,150,225,0,375,170843436
,08/19/21,BOSTON,B,P,1500,CS,CS,3,2022,10,0.75,C,C,BOXNYC11459,,938,,273,792,oscarg,oscarg,,,,,,,,,A,0.1,150,0,0,150,171015089
,08/19/21,BOSTON,B,P,700,FCX,FCX,11,2021,31,2.61,C,C,BOXNYC2213,,938,,608,792,oscarg,oscarg,,,,,,Y,,,A,0.1,70,0,0,70,171116814
,08/19/21,BOSTON,S,P,350,FCX,FCX,11,2021,37,6.48,C,C,BOXNYC2213,,938,,608,792,oscarg,oscarg,,,,,,Y,,,A,0.1,35,0,0,35,171117175
,08/19/21,BOSTON,B,P,750,IWM,IWM,12,2023,170,13.8,O,P,BOXNYC12023,,938,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,A,0.1,75,37.5,0,112.5,171056235
,08/19/21,BOSTON,B,P,300,JD,JD,10,2021,67.5,7.5,O,P,BOXNYC8019,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,30,15,0,45,171091490
,08/19/21,BOSTON,B,P,850,V,V,9,2021,230,4.8,C,C,BOXNYC9031,,938,,608,792,oscarg,oscarg,,,,,,Y,,,R,0.1,85,-425,0,-340,170975956
,08/19/21,BOSTON,B,P,300,V,V,9,2021,230,4.8,C,C,BOXNYC9031,,938,,608,792,oscarg,oscarg,,,,,,Y,,,R,0.1,30,-150,0,-120,170975993
,08/19/21,BOSTON,B,P,50,V,V,9,2021,230,4.8,C,C,BOXNYC9031,,938,,608,792,oscarg,oscarg,,,,,,Y,,,R,0.1,5,-25,0,-20,170976068
,08/19/21,BOSTON,S,C,850,V,V,9,2021,235,4.15,C,C,BOXNYC9031,,938,,608,792,oscarg,oscarg,,,,,,Y,,,R,0.1,85,-425,0,-340,170976273
,08/19/21,BOSTON,S,C,300,V,V,9,2021,235,4.15,C,C,BOXNYC9031,,938,,608,792,oscarg,oscarg,,,,,,Y,,,R,0.1,30,-150,0,-120,170976144
,08/19/21,BOSTON,S,C,50,V,V,9,2021,235,4.15,C,C,BOXNYC9031,,938,,608,792,oscarg,oscarg,,,,,,Y,,,R,0.1,5,-25,0,-20,170976204
,08/20/21,BOSTON,B,P,90,BABA,BABA,1,2022,165,22.3,O,C,BOXNYC8499,,938,,273,792,oscarg,oscarg,,,,,,Y,,,A,0.1,9,0,0,9,171197483
,08/20/21,BOSTON,B,P,60,BABA,BABA,1,2022,165,22.35,O,C,BOXNYC8499,,938,,273,792,oscarg,oscarg,,,,,,Y,,,A,0.1,6,0,0,6,171197560
,08/20/21,BOSTON,B,P,22,BRKB,BRKB,12,2021,285,11.35,O,P,BOXNYC4605,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,2.2,1.1,0,3.3,171352934
,08/20/21,BOSTON,B,P,23,BRKB,BRKB,12,2021,285,11.4,O,P,BOXNYC4605,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,2.3,1.15,0,3.45,171198403
,08/20/21,BOSTON,B,P,1000,DVN,DVN,4,2022,25,4.5,C,P,BOXNYC3137,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,100,150,0,250,171242747
,08/20/21,BOSTON,B,P,1000,FCX,FCX,10,2021,32,2.19,C,P,BOXNYC1258,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,100,150,0,250,171331464
,08/20/21,BOSTON,B,P,1000,FCX,FCX,10,2021,32,2.19,C,N,BOXNYC1258,,938,362,10,792,oscarg,oscarg,,,,,,Y,,,A,0.1,100,150,0,250,171331533
,08/20/21,BOSTON,S,P,25,GOOGL,GOOGL,6,2022,1620,17.3,C,C,BOXNYC10442,,938,,551,792,oscarg,oscarg,,,,,,,,,R,0.1,2.5,0,0,2.5,171313938
,08/20/21,BOSTON,B,P,25,GOOGL,GOOGL,6,2022,2400,122.3,C,C,BOXNYC10442,,938,,551,792,oscarg,oscarg,,,,,,,,,R,0.1,2.5,0,0,2.5,171313060
,08/20/21,BOSTON,S,P,550,QCOM,QCOM,8,2021,140,0.05,C,P,BOXNYC10626,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,55,27.5,0,82.5,171197574
,08/20/21,BOSTON,B,C,1250,QQQ,QQQ,1,2022,400,5.24,C,C,BOXNYC7200,,938,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,R,0.1,125,-250,0,-125,171287729
,08/20/21,BOSTON,B,C,1050,QQQ,QQQ,1,2022,400,5.24,C,C,BOXNYC7200,,938,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,R,0.1,105,-210,0,-105,171287786
,08/20/21,BOSTON,B,C,500,QQQ,QQQ,1,2022,400,5.24,C,C,BOXNYC7200,,938,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,R,0.1,50,-100,0,-50,171287759
,08/20/21,BOSTON,B,C,100,QQQ,QQQ,1,2022,400,5.24,C,C,BOXNYC7200,,938,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,R,0.1,10,-20,0,-10,171196693
,08/20/21,BOSTON,B,C,1000,QQQ,QQQ,1,2022,400,5.24,C,P,BOXNYC9474,,938,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,R,0.1,100,500,0,600,171347881
,08/20/21,BOSTON,B,C,500,QQQ,QQQ,1,2022,400,5.3,C,P,BOXNYC9573,,938,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,R,0.1,50,25,0,75,171334152
,08/20/21,BOSTON,B,P,3500,UBER,UBER,3,2022,37.5,3.9,C,P,BOXNYC5076,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,350,525,0,875,171308466
,08/20/21,BOSTON,B,P,1000,UBER,UBER,3,2022,37.5,3.9,C,N,BOXNYC5076,,938,362,10,792,oscarg,oscarg,,,,,,Y,,,A,0.1,100,150,0,250,171308247
,08/20/21,BOSTON,B,P,300,VLO,VLO,3,2022,55,4.9,O,P,BOXNYC9473,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,30,15,0,45,171336073
,08/20/21,BOSTON,B,P,700,XLF,XLF,3,2022,33,1.08,C,P,BOXNYC5046,,938,,352,792,oscarg,oscarg,,,,,etf,Y,,,A,0.1,70,105,0,175,171318126
,08/23/21,BOSTON,B,C,150,GE,GE,10,2021,105,3.15,C,P,BOXNYC6061,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,15,7.5,0,22.5,171489192
,08/23/21,BOSTON,S,P,150,TGT,TGT,3,2022,260,23.4,O,C,BOXNYC6937,,938,,273,792,oscarg,oscarg,,,,,,Y,,,A,0.1,15,0,0,15,171509603
,08/23/21,BOSTON,S,P,150,TGT,TGT,3,2022,260,23.45,O,C,BOXNYC6937,,938,,273,792,oscarg,oscarg,,,,,,Y,,,A,0.1,15,0,0,15,171510763
,08/24/21,BOSTON,S,P,500,FCX,FCX,6,2022,35,5.5,C,N,BOXNYC21657,,938,362,10,792,oscarg,oscarg,,,,,,Y,,,A,0.1,50,-150,0,-100,171819785
,08/24/21,BOSTON,B,C,500,FCX,FCX,6,2022,40,3.68,C,N,BOXNYC21657,,938,362,10,792,oscarg,oscarg,,,,,,Y,,,A,0.1,50,-150,0,-100,171819285
,08/24/21,BOSTON,B,C,17,FEYE,FEYE,9,2021,18,0.86,O,C,CO41ITO36PG,BLPOPT_20210824-00089-00001,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,1.7,-3.4,0.34,-1.36,171733796
,08/24/21,BOSTON,B,C,8,FEYE,FEYE,9,2021,18,0.86,O,C,CO41ITO36PG,BLPOPT_20210824-00089-00001,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,0.8,-1.6,0.16,-0.64,171733707
,08/24/21,BOSTON,B,P,1000,IWM,IWM,12,2023,200,21.54,C,C,BOXNYC2530,,938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,R,0.1,100,-500,0,-400,171759988
,08/24/21,BOSTON,B,P,75,IWM,IWM,12,2023,200,21.54,C,C,BOXNYC2530,,938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,R,0.1,7.5,-37.5,0,-30,171759944
,08/24/21,BOSTON,B,P,2000,IWM,IWM,12,2023,200,21.55,C,C,BOXNYC2530,,938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,R,0.1,200,-1000,0,-800,171760901
,08/24/21,BOSTON,B,P,150,IWM,IWM,12,2023,200,21.55,C,C,BOXNYC2530,,938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,R,0.1,15,-75,0,-60,171760742
,08/24/21,BOSTON,B,C,2000,IWM,IWM,12,2023,220,26.28,C,C,BOXNYC2530,,938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,R,0.1,200,-1000,0,-800,171761570
,08/24/21,BOSTON,B,C,150,IWM,IWM,12,2023,220,26.28,C,C,BOXNYC2530,,938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,R,0.1,15,-75,0,-60,171761618
,08/24/21,BOSTON,B,P,375,OIH,OIH,1,2023,185,35.5,C,C,BOXNYC2810,,938,,551,792,oscarg,oscarg,,,,,etf,,,,A,0.1,37.5,0,0,37.5,171785040
,08/24/21,BOSTON,B,C,800,USO,USO,9,2021,50,0.5,C,P,BOXNYC4989,,938,,444,792,oscarg,oscarg,,,,,etf,Y,,,A,0.1,80,120,0,200,171826018
,08/25/21,BOSTON,B,P,300,WDC,WDC,1,2022,60,4.7,C,C,BOXNYC6753,,938,,89,792,oscarg,oscarg,,,,,,Y,,,R,0.1,30,0,0,30,171976823
,08/25/21,BOSTON,B,P,200,WDC,WDC,1,2022,60,4.45,C,C,BOXNYC7752,,938,,89,792,oscarg,oscarg,,,,,,Y,,,R,0.1,20,0,0,20,171976735
,08/26/21,BOSTON,B,P,300,BABA,BABA,4,2022,150,15.35,C,C,BOXNYC7402,,938,,273,792,oscarg,oscarg,,,,,,Y,,,A,0.1,30,0,0,30,172256211
,08/26/21,BOSTON,S,C,12,FEYE,FEYE,9,2021,18,0.96,C,C,CO31J2SQOHG,BLPOPT_20210826-00030-00003,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,1.2,-2.4,0.24,-0.96,172251769
,08/26/21,BOSTON,S,C,8,FEYE,FEYE,9,2021,18,0.96,C,C,CO31J2SQOHG,BLPOPT_20210826-00030-00003,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,0.8,-1.6,0.16,-0.64,172251967
,08/26/21,BOSTON,S,C,4,FEYE,FEYE,9,2021,18,0.96,C,C,CO31J2SQOHG,BLPOPT_20210826-00030-00003,792,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,0.4,-0.8,0.08,-0.32,172251361
,08/26/21,BOSTON,B,P,275,GS,GS,6,2022,400,36,C,C,BOXNYC5651,,938,,273,792,oscarg,oscarg,,,,,,Y,,,A,0.1,27.5,0,0,27.5,172263149
,08/30/21,BOSTON,B,P,750,BABA,BABA,3,2022,150,15.9,C,C,BOXNYC65880,,938,,273,792,oscarg,oscarg,,,,,,Y,,,A,0.1,75,0,0,75,172834439
,08/30/21,BOSTON,B,P,50,BABA,BABA,3,2022,150,15.9,C,C,BOXNYC65880,,938,,608,792,oscarg,oscarg,,,,,,Y,,,A,0.1,5,0,0,5,172834406
,08/30/21,BOSTON,B,P,100,EXPE,EXPE,4,2022,130,10.1,C,N,BOXNYC11452,,938,362,10,792,oscarg,oscarg,,,,,,Y,,,A,0.1,10,15,0,25,172828069
,08/30/21,BOSTON,S,P,500,NVDA,NVDA,11,2021,180,2.59,C,P,BOXNYC25167,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,50,25,0,75,172780804
,08/30/21,BOSTON,B,P,500,NVDA,NVDA,11,2021,210,8.61,C,P,BOXNYC25167,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,50,25,0,75,172780462
,08/31/21,BOSTON,S,P,200,CRWD,CRWD,10,2021,230,2.74,C,P,BOXNYC68236,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,20,10,0,30,172987054
,08/31/21,BOSTON,B,P,100,CRWD,CRWD,10,2021,280,15.78,C,P,BOXNYC68236,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,10,5,0,15,173052717
,08/31/21,BOSTON,B,P,20,LMT,LMT,12,2021,355,14,C,C,BOXNYC157441,,938,,551,792,oscarg,oscarg,,,,,,,,,A,0.1,2,0,0,2,173066657
,08/31/21,BOSTON,B,P,30,LMT,LMT,12,2021,355,14.1,C,C,BOXNYC157441,,938,,551,792,oscarg,oscarg,,,,,,,,,A,0.1,3,0,0,3,173066671
,08/31/21,BOSTON,B,P,3000,PLTR,PLTR,11,2021,26,2.42,C,P,BOXNYC162356,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,300,450,0,750,173022297
,08/31/21,BOSTON,S,P,425,TSM,TSM,1,2022,95,1.57,C,P,BOXNYC171065,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,42.5,21.25,0,63.75,173053020
,08/31/21,BOSTON,S,P,425,TSM,TSM,1,2022,95,1.58,C,P,BOXNYC171065,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,42.5,21.25,0,63.75,173053046
,08/31/21,BOSTON,B,P,425,TSM,TSM,4,2022,105,5.2,C,P,BOXNYC171065,,938,,444,792,oscarg,oscarg,,,,,,Y,,,A,0.1,42.5,21.25,0,63.75,173053158
,08/31/21,BOSTON,B,P,500,UBER,UBER,1,2023,35,5.2,C,P,BOXNYC166112,,938,,352,792,oscarg,oscarg,,,,,,Y,,,A,0.1,50,75,0,125,173024483
,08/24/21,C2,B,C,47,FEYE,FEYE,9,2021,18,0.86,O,C,CO41ITO36PG,BLPOPT_20210824-00089-00001,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,4.7,20.21,0.94,25.85,171733690
,08/24/21,C2,B,C,21,FEYE,FEYE,9,2021,18,0.86,O,C,CO41ITO36PG,BLPOPT_20210824-00089-00001,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,2.1,9.03,0.42,11.55,171733675
,08/24/21,C2,B,C,1,FEYE,FEYE,9,2021,18,0.86,O,C,CO41ITO36PG,BLPOPT_20210824-00089-00001,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,0.1,0.43,0.02,0.55,171733719
,08/24/21,C2,B,C,1,FEYE,FEYE,9,2021,18,0.86,O,C,CO41ITO36PG,BLPOPT_20210824-00089-00001,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,0.1,0.43,0.02,0.55,171733733
,08/26/21,C2,S,C,20,FEYE,FEYE,9,2021,18,0.96,C,C,CO31J2SQOHG,BLPOPT_20210826-00030-00003,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,2,8.6,0.4,11,172251669
,08/26/21,C2,S,C,13,FEYE,FEYE,9,2021,18,0.96,C,C,CO31J2SQOHG,BLPOPT_20210826-00030-00003,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,1.3,5.59,0.26,7.15,172251962
,08/26/21,C2,S,C,5,FEYE,FEYE,9,2021,18,0.96,C,C,CO31J2SQOHG,BLPOPT_20210826-00030-00003,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,0.5,2.15,0.1,2.75,172251688
,08/26/21,C2,S,C,3,FEYE,FEYE,9,2021,18,0.96,C,C,CO31J2SQOHG,BLPOPT_20210826-00030-00003,BMLS,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,Y,SR,,R,0.1,0.3,1.29,0.06,1.65,172251468
,08/02/21,CBOE,S,P,100,SPX,SPX,9,2021,3050,2.8,C,P,6212140006H,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,10,59,0,69,167888519
,08/02/21,CBOE,B,P,100,SPX,SPX,1,2022,2100,6.65,C,P,6212140006H,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,A,0.1,10,59,0,69,167888126
,08/03/21,CBOE,S,C,2,SPOT,SPOT,10,2021,230,9.49,C,C,CO41H7LP170,BLPOPT_20210803-00191-00001LSPOTOCT230C,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,R,0.1,0.2,0,0.04,0.24,168106963
,08/03/21,CBOE,S,C,1,SPOT,SPOT,10,2021,230,9.51,C,C,CO41H7LP170,BLPOPT_20210803-00191-00001LSPOTOCT230C,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,R,0.1,0.1,0,0.02,0.12,168107085
,08/03/21,CBOE,S,C,1,SPOT,SPOT,10,2021,230,9.52,C,C,CO41H7LP170,BLPOPT_20210803-00191-00001LSPOTOCT230C,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,R,0.1,0.1,0,0.02,0.12,168107165
,08/03/21,CBOE,S,C,1,SPOT,SPOT,10,2021,230,9.54,C,C,CO41H7LP170,BLPOPT_20210803-00191-00001LSPOTOCT230C,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,R,0.1,0.1,0,0.02,0.12,168106901
,08/03/21,CBOE,B,P,1,SPOT,SPOT,10,2021,230,23.25,O,C,CO41H7LP170,BLPOPT_20210803-00191-00001BSPOTOCT230P,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,R,0.1,0.1,0,0.02,0.12,168105655
,08/03/21,CBOE,B,P,1,SPOT,SPOT,10,2021,230,23.28,O,C,CO41H7LP170,BLPOPT_20210803-00191-00001BSPOTOCT230P,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,R,0.1,0.1,0,0.02,0.12,168105514
,08/03/21,CBOE,B,P,1,SPOT,SPOT,10,2021,230,23.33,O,C,CO41H7LP170,BLPOPT_20210803-00191-00001BSPOTOCT230P,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,R,0.1,0.1,0,0.02,0.12,168106343
,08/03/21,CBOE,B,P,2,SPOT,SPOT,10,2021,230,23.35,O,C,CO41H7LP170,BLPOPT_20210803-00191-00001BSPOTOCT230P,BELZ,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,R,0.1,0.2,0,0.04,0.24,168105736
,08/03/21,CBOE,S,C,186,VIX,VIX,8,2021,19,2.34,C,C,621215000FV,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,A,0.1,18.6,83.7,0,102.3,168137920
,08/03/21,CBOE,S,C,186,VIX,VIX,8,2021,19,2.34,C,C,621215000FV,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,A,0.1,18.6,83.7,0,102.3,168137928
,08/03/21,CBOE,S,C,36,VIX,VIX,8,2021,19,2.34,C,C,621215000FV,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,A,0.1,3.6,16.2,0,19.8,168137786
,08/03/21,CBOE,S,C,92,VIX,VIX,8,2021,19,2.35,C,C,621215000FV,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,A,0.1,9.2,41.4,0,50.6,168137808
,08/03/21,CBOE,S,C,314,VIX,VIX,8,2021,19,2.34,C,C,621215000G4,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,A,0.1,31.4,141.3,0,172.7,168137757
,08/03/21,CBOE,S,C,186,VIX,VIX,8,2021,19,2.34,C,C,621215000G4,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,R,0.1,18.6,83.7,0,102.3,168137765
,08/03/21,CBOE,S,C,200,VIX,VIX,8,2021,19,2.34,C,C,621215000G6,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,R,0.1,20,90,0,110,168137722
