drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge
23,243647,100
23,254531,1500
23,237769,70
23,237771,70
23,237501,200
23,243994,105
23,237802,-102
23,237952,18
23,243982,18
23,237826,15.5
23,237481,30
23,237743,50
23,243948,12.25
23,237943,52.5
23,237944,52.5
23,238089,225
23,237988,250
23,238083,690
23,238205,1200
23,238210,1800
23,238174,64
23,243944,4
23,238138,37.5
23,238160,4
23,238231,100
23,243956,18
23,238223,70
23,238140,217
23,238529,90
23,238531,10
23,238319,525
23,238321,262.5
23,238322,175
23,238874,500
23,238873,500
23,238896,247.5
23,238895,247.5
23,238781,164.5
23,238835,70
23,238559,100
23,243918,125
23,238585,175
23,238591,10
23,238522,51.75
23,238521,103.5
23,238524,207
23,239505,-2.83
23,238622,14
23,271228,12.5
23,238955,20
23,243888,10
23,238605,2
23,264085,16
23,239439,63
23,239157,200
23,248058,105
23,248056,105
23,243868,15
23,239458,1200
23,239466,100
23,239462,125
23,239272,8.28
23,239065,8.28
23,239121,0.69
23,239070,8.28
23,239118,0.69
23,239068,103.5
23,239063,113.85
23,239271,207
23,243828,122.5
23,243816,64.75
23,239099,6.5
23,239370,700
23,239369,350
23,239123,52.5
23,239127,10
23,239781,95
23,239780,95
23,239971,100
23,239707,245
23,240002,90
23,240001,90
23,239709,245
23,239973,100
23,239635,130
23,239636,130
23,239562,120
23,239563,120
23,239617,35
23,240024,500
23,239954,500
23,239599,150
23,239601,125
23,239850,43.47
23,239854,43.47
23,239849,207
23,240030,20
23,239875,175
23,240097,192.5
23,240436,52.5
23,240437,52.5
23,240422,150
23,240326,25
23,240325,25
23,240457,130
23,240459,300
23,240539,437.5
23,240605,175
23,240641,120
23,240607,175
23,240585,90
23,240578,-80
23,265254,600
23,240467,75
23,250731,103.5
23,250732,103.5
23,240364,23.5
23,240394,10
23,240406,50
23,240410,25
23,240581,72
23,240945,385
23,240943,192.5
23,272545,595
23,241042,175
23,241038,175
23,250741,82.8
23,250746,82.8
23,241302,5.52
23,241300,5.52
23,250743,345
23,250740,517.5
23,240894,5
23,240870,3
23,241898,105
23,241896,70
23,241905,100
23,241911,100
23,241907,100
23,241456,12
23,241915,150
23,241540,-700
23,241538,-350
23,241871,-225
23,241874,-150
23,241869,-150
23,241872,-100
23,241881,-150
23,241882,-150
23,241845,575
23,241447,-210
23,241638,0.69
23,241651,345
23,241642,34
23,241851,17.5
23,242435,241.5
23,242433,161
23,242528,150
23,242309,350
23,242091,225
23,242283,700
23,242122,100
23,242303,0.69
23,242300,0.69
23,242205,0.69
23,242202,0.69
23,242187,690
23,264064,5
23,242843,130
23,243133,700
23,243135,700
23,242932,70
23,242883,70
23,242887,35
23,242891,280
23,243136,1487.5
23,242963,375
23,243693,325
23,243069,75
23,243068,75
23,242878,22.77
23,242882,22.77
23,242941,2.76
23,243128,2.07
23,243126,2.07
23,242880,103.5
23,242832,15
23,243678,38
23,243670,8
23,242823,2
23,242792,2
23,243674,23
23,242825,5
23,242827,5
23,243856,175
23,243604,20
23,243413,100
23,243501,62.5
23,243503,20
23,243484,162.75
23,243487,15
23,243590,21
23,245145,52.5
23,245145,15
23,245143,35
23,245143,10
23,245059,350
23,245058,140
23,244203,87.5
23,245094,8750
23,245073,3500
23,244209,-400
23,244213,-400
23,246282,25
23,246239,77
23,246370,39.55
23,248123,35
23,248124,35
23,246515,12.42
23,246519,12.42
23,246041,26.25
23,246405,45
23,246895,35
23,246818,10
23,246754,87.5
23,254658,50
23,246905,100
23,256697,65
23,246953,45
23,246923,175
23,246897,-1000
23,246899,-1000
23,246904,-2000
23,250772,137.5
23,247153,11
23,247274,10
23,247660,40
23,247660,40
23,247666,45
23,247340,70
23,247823,7
23,247705,40
23,248380,90
23,248370,64.75
23,248529,105
23,248531,105
23,248289,87.5
23,248289,87.5
23,248639,190.5
23,248186,14
23,250783,3.45
23,250782,51.75
23,248245,105
23,248748,250
23,249233,430
23,254676,150
23,249154,250
23,249089,9
23,249060,28
23,249636,160
23,249286,150
23,249285,150
23,249515,35
23,249536,20
23,249784,-1000
23,249728,100
23,250313,100
23,250555,25
23,250554,25
23,250615,52.5
23,250614,52.5
23,250524,157.5
23,250525,157.5
23,250530,100
23,250293,50
23,250641,100
23,255272,26.3
23,255274,17.5
23,250138,60
23,250235,5
23,250237,8.75
23,255278,24
23,250179,22.5
23,250409,20
23,250845,100
23,251012,20
23,251130,50
23,251134,30
23,251148,100
23,254718,750
23,251045,200
23,250935,150
23,251170,3
23,251168,5
23,251174,89
23,251154,7
23,251156,28
23,251057,15
23,250977,30
23,250995,20
23,251557,7.5
23,251816,362.5
23,251816,362.5
23,251480,-180
23,251482,-180
23,251643,10.35
23,251644,4.83
23,251959,20
23,252291,25
23,252110,50
23,252114,50
23,252046,27.6
23,264038,100
23,245472,200
23,254606,200
23,245561,15
23,256994,0.69
23,256991,0.69
23,245260,87.5
23,245264,122.5
23,254614,12.5
23,242863,27.5
23,250508,85
