Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID,id,modifiedTradeDate,modifiedExch,modifiedBS,modifiedPC,modifiedClass,modifiedSym,modifiedStrike,modifiedPrice,modifiedQty,modifiedOC,modifiedCFM,modifiedExBrok,modifiedTotalCharges
11/02/21,AMEX,S,P,150,ATVI,ATVI,11,2021,82.5000,6.110000,C,P,234778422,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,7.5000,37.5000,.0000,45.0000,184145816,1,11/2/2021,amex,s,p,atvi,atvi,82.5,6.11,150,c,p,e35j,45
11/03/21,AMEX,B,P,1500,KRE,KRE,1,2024,59.0000,6.300000,C,C,234850373,,E35J,,352,792,oscarg,oscarg,,,,,etf,Y,,,,C,.050000000000000,75.0000,.0000,.0000,75.0000,184294551,2,11/3/2021,amex,b,p,kre,kre,59,6.3,1500,c,c,e35j,75
11/03/21,AMEX,S,P,30,MRNA,MRNA,12,2021,300.0000,10.700000,C,P,234856313,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,1.5000,7.5000,.0000,9.0000,184389711,3,11/3/2021,amex,s,p,mrna,mrna,300,10.7,30,c,p,e35j,9
11/04/21,AMEX,B,P,60,APPN,APPN,5,2022,90.0000,12.500000,C,F,234912204,,E35J,,010,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,3.0000,15.0000,.0000,18.0000,184580892,4,11/4/2021,amex,b,p,appn,appn,90,12.5,60,c,f,e35j,18
11/04/21,AMEX,S,P,69,NVAX,NVAX,1,2023,180.0000,66.500000,C,F,234952074,,E35J,,010,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,3.4500,17.2500,.0000,20.7000,184647764,5,11/4/2021,amex,s,p,nvax,nvax,180,66.5,69,c,f,e35j,20.7
11/05/21,AMEX,B,C,300,HD,HD,12,2021,390.0000,3.000000,C,P,235043405,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,15.0000,75.0000,.0000,90.0000,184903460,6,11/5/2021,amex,b,c,hd,hd,390,3,300,c,p,e35j,90
11/05/21,AMEX,S,P,300,HD,HD,12,2021,390.0000,26.230000,C,P,235043405,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,15.0000,75.0000,.0000,90.0000,184903540,7,11/5/2021,amex,s,p,hd,hd,390,26.23,300,c,p,e35j,90
11/05/21,AMEX,B,P,200,TTD,TTD,1,2023,66.0000,13.150000,C,F,235018635,,E35J,,010,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,10.0000,50.0000,.0000,60.0000,184902367,9,11/5/2021,amex,b,p,ttd,ttd,66,13.15,200,c,f,e35j,60
11/08/21,AMEX,B,P,550,MRNA,MRNA,1,2023,200.0000,30.050000,C,P,235186498,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,27.5000,137.5000,.0000,165.0000,185361075,12,11/8/2021,amex,b,p,mrna,mrna,200,30.05,550,c,p,e35j,165
11/08/21,AMEX,B,P,50,MRNA,MRNA,1,2023,200.0000,30.050000,C,C,235186498,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,2.5000,.0000,.0000,2.5000,185361036,13,11/8/2021,amex,b,p,mrna,mrna,200,30.05,50,c,c,e35j,2.5
11/08/21,AMEX,B,P,75,PYPL,PYPL,1,2024,195.0000,25.950000,C,P,235133098,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,3.7500,18.7500,.0000,22.5000,185196588,14,11/8/2021,amex,b,p,pypl,pypl,195,25.95,75,c,p,e35j,22.5
11/10/21,AMEX,B,P,67,MRNA,MRNA,1,2023,185.0000,27.000000,C,C,2353468710,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,3.3500,.0000,.0000,3.3500,185837211,40,11/10/2021,amex,b,p,mrna,mrna,185,27,67,c,c,e35j,3.35
11/11/21,AMEX,B,P,250,ZM,ZM,5,2022,240.0000,28.200000,C,C,2354360911,,E35J,,551,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,12.5000,.0000,.0000,12.5000,186153972,61,11/11/2021,amex,b,p,zm,zm,240,28.2,250,c,c,e35j,12.5
11/12/21,AMEX,B,P,800,MET,MET,1,2023,50.0000,3.350000,C,P,2355239512,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,40.0000,200.0000,.0000,240.0000,186436364,63,11/12/2021,amex,b,p,met,met,50,3.35,800,c,p,e35j,240
11/15/21,AMEX,B,P,350,F,F,1,2023,12.0000,.760000,C,C,2356413115,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,C,.050000000000000,17.5000,.0000,.0000,17.5000,186731421,65,11/15/2021,amex,b,p,f,f,12,0.76,350,c,c,e35j,17.5
11/15/21,AMEX,B,P,175,F,F,1,2023,12.0000,.770000,C,C,2356413115,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,C,.050000000000000,8.7500,.0000,.0000,8.7500,186566078,66,11/15/2021,amex,b,p,f,f,12,0.77,175,c,c,e35j,8.75
11/15/21,AMEX,B,P,525,F,F,1,2023,15.0000,1.610000,C,C,2356413115,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,C,.050000000000000,26.2500,.0000,.0000,26.2500,186722255,67,11/15/2021,amex,b,p,f,f,15,1.61,525,c,c,e35j,26.25
11/15/21,AMEX,B,P,650,MU,MU,12,2021,75.0000,1.480000,C,P,2356151515,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,32.5000,162.5000,.0000,195.0000,186669040,69,11/15/2021,amex,b,p,mu,mu,75,1.48,650,c,p,e35j,195
11/16/21,AMEX,S,C,89,BTWN,BTWN,1,2023,10.0000,1.400000,C,C,2357348516,,E35J,,005,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,4.4500,.0000,.0000,4.4500,186970482,70,11/16/2021,amex,s,c,btwn,btwn,10,1.4,89,c,c,e35j,4.45
11/16/21,AMEX,S,C,86,BTWN,BTWN,1,2023,10.0000,1.400000,C,C,2357348516,,E35J,,250,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,4.3000,.0000,.0000,4.3000,186970484,71,11/16/2021,amex,s,c,btwn,btwn,10,1.4,86,c,c,e35j,4.3
11/16/21,AMEX,S,C,20,BTWN,BTWN,1,2023,10.0000,1.400000,C,C,2357348516,,E35J,,132,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,1.0000,.0000,.0000,1.0000,186970497,72,11/16/2021,amex,s,c,btwn,btwn,10,1.4,20,c,c,e35j,1
11/16/21,AMEX,S,C,5,BTWN,BTWN,1,2023,10.0000,1.400000,C,C,2357348516,,E35J,,132,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,.2500,.0000,.0000,.2500,186970500,73,11/16/2021,amex,s,c,btwn,btwn,10,1.4,5,c,c,e35j,0.25
11/16/21,AMEX,B,C,89,BTWN,BTWN,1,2023,10.0000,1.400000,C,P,2357354116,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,4.4500,22.2500,.0000,26.7000,186824221,74,11/16/2021,amex,b,c,btwn,btwn,10,1.4,89,c,p,e35j,26.7
11/16/21,AMEX,B,C,86,BTWN,BTWN,1,2023,10.0000,1.400000,C,P,2357354116,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,4.3000,21.5000,.0000,25.8000,186970478,75,11/16/2021,amex,b,c,btwn,btwn,10,1.4,86,c,p,e35j,25.8
11/16/21,AMEX,B,C,5,BTWN,BTWN,1,2023,10.0000,1.400000,C,P,2357354116,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,.2500,1.2500,.0000,1.5000,186970492,76,11/16/2021,amex,b,c,btwn,btwn,10,1.4,5,c,p,e35j,1.5
11/17/21,AMEX,B,P,2500,C,C,6,2022,52.5000,1.130000,C,P,2358334117,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,C,.050000000000000,125.0000,.0000,.0000,125.0000,187249927,92,11/17/2021,amex,b,p,c,c,52.5,1.13,2500,c,p,e35j,125
11/17/21,AMEX,B,P,1700,C,C,6,2022,52.5000,1.130000,C,C,2358334117,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,C,.050000000000000,85.0000,.0000,.0000,85.0000,187087874,93,11/17/2021,amex,b,p,c,c,52.5,1.13,1700,c,c,e35j,85
11/17/21,AMEX,S,C,50,DIS,DIS,1,2024,165.0000,23.420000,C,C,2358197917,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,C,.050000000000000,2.5000,.0000,.0000,2.5000,187238900,96,11/17/2021,amex,s,c,dis,dis,165,23.42,50,c,c,e35j,2.5
11/18/21,AMEX,B,P,100,AMAT,AMAT,12,2021,150.0000,4.080000,C,C,2358621518,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,5.0000,.0000,.0000,5.0000,187353176,98,11/18/2021,amex,b,p,amat,amat,150,4.08,100,c,c,e35j,5
11/18/21,AMEX,B,P,250,TDOC,TDOC,3,2022,125.0000,12.850000,C,F,2358760518,,E35J,,010,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,12.5000,62.5000,.0000,75.0000,187422996,99,11/18/2021,amex,b,p,tdoc,tdoc,125,12.85,250,c,f,e35j,75
11/18/21,AMEX,B,P,100,TDOC,TDOC,3,2022,125.0000,12.850000,C,C,2358760518,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,5.0000,.0000,.0000,5.0000,187521615,100,11/18/2021,amex,b,p,tdoc,tdoc,125,12.85,100,c,c,e35j,5
11/18/21,AMEX,S,P,300,ZM,ZM,1,2023,340.0000,106.850000,C,C,2359005518,,E35J,,089,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,15.0000,.0000,.0000,15.0000,187435040,101,11/18/2021,amex,s,p,zm,zm,340,106.85,300,c,c,e35j,15
11/19/21,AMEX,B,P,375,CNHI,CNHI,1,2023,17.5000,2.200000,C,P,2360457619,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,18.7500,93.7500,.0000,112.5000,187683019,103,11/19/2021,amex,b,p,cnhi,cnhi,17.5,2.2,375,c,p,e35j,112.5
11/19/21,AMEX,B,P,375,CNHI,CNHI,1,2023,17.5000,2.200000,C,F,2360457619,,E35J,,010,792,oscarg,oscarg,,,,,,,,,,N,.050000000000000,18.7500,93.7500,.0000,112.5000,187841593,104,11/19/2021,amex,b,p,cnhi,cnhi,17.5,2.2,375,c,f,e35j,112.5
11/19/21,AMEX,B,P,150,JPM,JPM,1,2023,135.0000,8.870000,O,N,2360469819,,E35J,362,010,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,7.5000,37.5000,.0000,45.0000,187845283,105,11/19/2021,amex,b,p,jpm,jpm,135,8.87,150,o,n,e35j,45
11/22/21,AMEX,B,P,75,AAPL,AAPL,1,2023,175.0000,26.670000,C,C,2361044322,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,C,.050000000000000,3.7500,.0000,.0000,3.7500,188087944,107,11/22/2021,amex,b,p,aapl,aapl,175,26.67,75,c,c,e35j,3.75
11/22/21,AMEX,B,P,6000,CCL,CCL,1,2023,15.0000,1.660000,C,C,2361266822,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,C,.050000000000000,300.0000,.0000,.0000,300.0000,188165763,109,11/22/2021,amex,b,p,ccl,ccl,15,1.66,6000,c,c,e35j,300
11/22/21,AMEX,B,P,600,NEM,NEM,1,2022,52.5000,1.410000,C,P,2360681322,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,30.0000,150.0000,.0000,180.0000,187984818,110,11/22/2021,amex,b,p,nem,nem,52.5,1.41,600,c,p,e35j,180
11/22/21,AMEX,B,P,100,QCOM,QCOM,1,2022,175.0000,5.650000,C,C,2360707022,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,5.0000,.0000,.0000,5.0000,188013866,113,11/22/2021,amex,b,p,qcom,qcom,175,5.65,100,c,c,e35j,5
11/22/21,AMEX,B,C,50,QCOM,QCOM,1,2022,185.0000,11.350000,C,C,2360736822,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,2.5000,.0000,.0000,2.5000,188175337,114,11/22/2021,amex,b,c,qcom,qcom,185,11.35,50,c,c,e35j,2.5
11/22/21,AMEX,S,P,500,RCL,RCL,1,2022,75.0000,3.450000,C,C,2361315922,,E35J,,551,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,25.0000,.0000,.0000,25.0000,188110160,115,11/22/2021,amex,s,p,rcl,rcl,75,3.45,500,c,c,e35j,25
11/23/21,AMEX,B,P,950,DIA,DIA,9,2022,320.0000,13.500000,C,P,2362381323,,E35J,,444,792,oscarg,oscarg,,,,,etf_dia,Y,,,,C,.050000000000000,47.5000,.0000,.0000,47.5000,188303048,116,11/23/2021,amex,b,p,dia,dia,320,13.5,950,c,p,e35j,47.5
11/23/21,AMEX,S,P,250,RCL,RCL,1,2022,75.0000,3.720000,C,P,2362143923,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,12.5000,62.5000,.0000,75.0000,188430488,117,11/23/2021,amex,s,p,rcl,rcl,75,3.72,250,c,p,e35j,75
11/23/21,AMEX,S,P,250,RCL,RCL,1,2022,75.0000,3.730000,C,P,2362144023,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,12.5000,62.5000,.0000,75.0000,188430464,118,11/23/2021,amex,s,p,rcl,rcl,75,3.73,250,c,p,e35j,75
11/23/21,AMEX,B,P,700,ZM,ZM,1,2023,220.0000,51.660000,C,C,2361841323,,E35J,,089,792,oscarg,oscarg,,,,,,,,,,C,.050000000000000,35.0000,.0000,.0000,35.0000,188352623,120,11/23/2021,amex,b,p,zm,zm,220,51.66,700,c,c,e35j,35
11/24/21,AMEX,B,P,250,IWM,IWM,12,2022,235.0000,24.450000,C,P,2363161324,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.050000000000000,12.5000,.0000,.0000,12.5000,188554976,121,11/24/2021,amex,b,p,iwm,iwm,235,24.45,250,c,p,e35j,12.5
11/24/21,AMEX,B,P,100,PYPL,PYPL,1,2023,200.0000,34.400000,C,C,2362640724,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,5.0000,.0000,.0000,5.0000,188574689,122,11/24/2021,amex,b,p,pypl,pypl,200,34.4,100,c,c,e35j,5
11/26/21,AMEX,S,P,500,IWM,IWM,12,2021,220.0000,6.450000,C,P,2363673226,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.050000000000000,25.0000,.0000,.0000,25.0000,188882920,123,11/26/2021,amex,s,p,iwm,iwm,220,6.45,500,c,p,e35j,25
11/29/21,AMEX,B,C,1500,IWM,IWM,12,2021,230.0000,2.740000,C,P,2363893929,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.050000000000000,75.0000,.0000,.0000,75.0000,189026763,124,11/29/2021,amex,b,c,iwm,iwm,230,2.74,1500,c,p,e35j,75
11/30/21,AMEX,B,P,300,FTCH,FTCH,6,2022,35.0000,5.950000,O,N,2365431230,,E35J,362,010,792,oscarg,oscarg,,,,,,Y,,,,C,.050000000000000,15.0000,60.0000,.0000,75.0000,189386553,128,11/30/2021,amex,b,p,ftch,ftch,35,5.95,300,o,n,e35j,75
11/30/21,AMEX,B,P,5500,IWM,IWM,9,2022,197.0000,12.400000,C,C,2365027330,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.050000000000000,275.0000,.0000,.0000,275.0000,189398442,129,11/30/2021,amex,b,p,iwm,iwm,197,12.4,5500,c,c,e35j,275
11/30/21,AMEX,B,P,1000,IWM,IWM,9,2022,197.0000,12.400000,C,C,2365027330,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.050000000000000,50.0000,.0000,.0000,50.0000,189398421,130,11/30/2021,amex,b,p,iwm,iwm,197,12.4,1000,c,c,e35j,50
11/30/21,AMEX,B,P,100,SMH,SMH,1,2024,285.0000,44.500000,C,P,2364948130,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,.050000000000000,5.0000,25.0000,.0000,30.0000,189326101,132,11/30/2021,amex,b,p,smh,smh,285,44.5,100,c,p,e35j,30
11/30/21,AMEX,B,C,100,SMH,SMH,1,2024,320.0000,48.000000,C,P,2364948130,,E35J,,444,792,oscarg,oscarg,,,,,etf,Y,,,,N,.050000000000000,5.0000,25.0000,.0000,30.0000,189325939,133,11/30/2021,amex,b,c,smh,smh,320,48,100,c,p,e35j,30
11/03/21,BATS,B,P,15,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,AS,.050000000000000,.7500,-3.7500,.0000,-3.0000,184334939,135,11/3/2021,bats,b,p,qqq,qqq,386,1.21,15,c,c,bmls,-3
11/03/21,BATS,B,P,15,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,AS,.050000000000000,.7500,-3.7500,.0000,-3.0000,184335244,136,11/3/2021,bats,b,p,qqq,qqq,386,1.21,15,c,c,bmls,-3
11/03/21,BATS,B,P,14,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,AS,.050000000000000,.7000,-3.5000,.0000,-2.8000,184334782,137,11/3/2021,bats,b,p,qqq,qqq,386,1.21,14,c,c,bmls,-2.8
11/03/21,BATS,B,P,12,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,AS,.050000000000000,.6000,-3.0000,.0000,-2.4000,184334827,138,11/3/2021,bats,b,p,qqq,qqq,386,1.21,12,c,c,bmls,-2.4
11/03/21,BATS,B,P,12,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,AS,.050000000000000,.6000,-3.0000,.0000,-2.4000,184335235,139,11/3/2021,bats,b,p,qqq,qqq,386,1.21,12,c,c,bmls,-2.4
11/03/21,BATS,B,P,12,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,AS,.050000000000000,.6000,-3.0000,.0000,-2.4000,184335345,140,11/3/2021,bats,b,p,qqq,qqq,386,1.21,12,c,c,bmls,-2.4
11/03/21,BATS,B,P,9,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,A,.050000000000000,.4500,-2.2500,.0000,-1.8000,184334795,141,11/3/2021,bats,b,p,qqq,qqq,386,1.21,9,c,c,bmls,-1.8
11/03/21,BATS,B,P,3,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,A,.050000000000000,.1500,-.7500,.0000,-.6000,184334935,142,11/3/2021,bats,b,p,qqq,qqq,386,1.21,3,c,c,bmls,-0.6
11/03/21,BATS,B,P,3,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,AS,.050000000000000,.1500,-.7500,.0000,-.6000,184334941,143,11/3/2021,bats,b,p,qqq,qqq,386,1.21,3,c,c,bmls,-0.6
11/03/21,BATS,B,P,3,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,AS,.050000000000000,.1500,-.7500,.0000,-.6000,184335539,144,11/3/2021,bats,b,p,qqq,qqq,386,1.21,3,c,c,bmls,-0.6
11/03/21,BATS,B,P,1,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,A,.050000000000000,.0500,-.2500,.0000,-.2000,184334680,145,11/3/2021,bats,b,p,qqq,qqq,386,1.21,1,c,c,bmls,-0.2
11/03/21,BATS,B,P,1,QQQ,QQQ,11,2021,386.0000,1.210000,C,C,BATSOPTNYB196880,,BMLS,,230,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,AS,.050000000000000,.0500,-.2500,.0000,-.2000,184335239,146,11/3/2021,bats,b,p,qqq,qqq,386,1.21,1,c,c,bmls,-0.2
11/01/21,BOSTON,B,C,175,ABBV,ABBV,1,2022,120.0000,2.160000,O,P,BOXNYA64252,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,8.7500,17.5000,.0000,26.2500,183871365,167,11/1/2021,boston,b,c,abbv,abbv,120,2.16,175,o,p,0938,26.25
11/01/21,BOSTON,B,P,250,ARKK,ARKK,2,2022,120.0000,8.000000,C,P,BOXNYA225189,,0938,,444,792,oscarg,oscarg,,,,,etf,Y,,,,A,.050000000000000,12.5000,25.0000,.0000,37.5000,183859922,168,11/1/2021,boston,b,p,arkk,arkk,120,8,250,c,p,0938,37.5
11/01/21,BOSTON,B,P,100,BIDU,BIDU,3,2022,160.0000,12.450000,C,P,BOXNYA212129,,0938,,444,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,5.0000,10.0000,.0000,15.0000,183860553,169,11/1/2021,boston,b,p,bidu,bidu,160,12.45,100,c,p,0938,15
11/01/21,BOSTON,S,P,1250,GDS,GDS,11,2021,55.0000,1.300000,C,P,BOXNYA120391,,0938,,444,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,62.5000,187.5000,.0000,250.0000,183816009,174,11/1/2021,boston,s,p,gds,gds,55,1.3,1250,c,p,0938,250
11/01/21,BOSTON,S,P,20,GOOGL,GOOGL,1,2022,2800.0000,83.200000,C,N,BOXNYA87107,,0938,362,010,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,1.0000,3.0000,.0000,4.0000,183751841,175,11/1/2021,boston,s,p,googl,googl,2800,83.2,20,c,n,0938,4
11/02/21,BOSTON,S,P,750,BSX,BSX,11,2021,42.0000,.580000,C,P,BOXNYA139550,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,37.5000,112.5000,.0000,150.0000,184009692,176,11/2/2021,boston,s,p,bsx,bsx,42,0.58,750,c,p,0938,150
11/02/21,BOSTON,S,P,250,CVS,CVS,11,2021,70.0000,.040000,C,P,BOXNYA557560,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,12.5000,25.0000,.0000,37.5000,184146453,177,11/2/2021,boston,s,p,cvs,cvs,70,0.04,250,c,p,0938,37.5
11/02/21,BOSTON,S,P,2000,T,T,11,2021,25.0000,.320000,C,P,BOXNYA204888,,0938,,444,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,100.0000,300.0000,.0000,400.0000,184034596,179,11/2/2021,boston,s,p,t,t,25,0.32,2000,c,p,0938,400
11/02/21,BOSTON,S,P,1000,WFC,WFC,11,2021,50.0000,.140000,C,P,BOXNYA112298,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,50.0000,150.0000,.0000,200.0000,184033042,180,11/2/2021,boston,s,p,wfc,wfc,50,0.14,1000,c,p,0938,200
11/03/21,BOSTON,B,C,400,APD,APD,1,2022,320.0000,4.100000,C,C,BOXNYA126632,,0938,,273,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,20.0000,.0000,.0000,20.0000,184256254,181,11/3/2021,boston,b,c,apd,apd,320,4.1,400,c,c,0938,20
11/03/21,BOSTON,B,C,200,APD,APD,1,2022,320.0000,4.100000,C,F,BOXNYA126632,,0938,,010,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,10.0000,30.0000,.0000,40.0000,184256282,182,11/3/2021,boston,b,c,apd,apd,320,4.1,200,c,f,0938,40
11/03/21,BOSTON,B,P,400,FSLY,FSLY,11,2021,52.0000,4.350000,C,P,BOXNYA213980,,0938,,444,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,20.0000,40.0000,.0000,60.0000,184374555,184,11/3/2021,boston,b,p,fsly,fsly,52,4.35,400,c,p,0938,60
11/03/21,BOSTON,S,P,500,IWM,IWM,3,2022,190.0000,2.400000,C,N,BOXNYA213123,,0938,362,010,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,A,.050000000000000,25.0000,75.0000,.0000,100.0000,184324679,185,11/3/2021,boston,s,p,iwm,iwm,190,2.4,500,c,n,0938,100
11/03/21,BOSTON,S,P,850,IWM,IWM,6,2022,235.0000,16.050000,C,F,BOXNYA232351,,0938,,286,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,42.5000,425.0000,.0000,467.5000,184379208,186,11/3/2021,boston,s,p,iwm,iwm,235,16.05,850,c,f,0938,467.5
11/03/21,BOSTON,S,P,150,IWM,IWM,6,2022,235.0000,16.050000,C,F,BOXNYA232351,,0938,,286,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.050000000000000,7.5000,75.0000,.0000,82.5000,184379212,187,11/3/2021,boston,s,p,iwm,iwm,235,16.05,150,c,f,0938,82.5
11/04/21,BOSTON,B,P,700,CVX,CVX,11,2021,105.0000,.270000,C,C,BOXNYA510167,,0938,,273,792,oscarg,oscarg,,,,,,Y,,,,A,.050000000000000,35.0000,.0000,.0000,35.0000,184725624,188,11/4/2021,boston,b,p,cvx,cvx,105,0.27,700,c,c,0938,35
11/04/21,BOSTON,B,P,180,FUTU,FUTU,1,2022,55.0000,8.300000,C,P,BOXNYA517188,,0938,,352,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,9.0000,18.0000,.0000,27.0000,184686425,189,11/4/2021,boston,b,p,futu,futu,55,8.3,180,c,p,0938,27
11/04/21,BOSTON,B,P,420,FUTU,FUTU,1,2022,55.0000,8.400000,C,P,BOXNYA517188,,0938,,352,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,21.0000,42.0000,.0000,63.0000,184685818,190,11/4/2021,boston,b,p,futu,futu,55,8.4,420,c,p,0938,63
11/04/21,BOSTON,B,P,200,FUTU,FUTU,3,2022,50.0000,8.400000,C,P,BOXNYA517613,,0938,,352,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,10.0000,20.0000,.0000,30.0000,184511731,191,11/4/2021,boston,b,p,futu,futu,50,8.4,200,c,p,0938,30
11/04/21,BOSTON,B,P,200,FUTU,FUTU,3,2022,50.0000,8.500000,C,P,BOXNYA517613,,0938,,352,792,oscarg,oscarg,,,,,,,,,,A,.050000000000000,10.0000,20.0000,.0000,30.0000,184679280,192,11/4/2021,boston,b,p,futu,futu,50,8.5,200,c,p,0938,30
