Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID,id,modifiedTradeDate,modifiedExch,modifiedBS,modifiedPC,modifiedClass,modifiedSym,modifiedStrike,modifiedPrice,modifiedQty,modifiedOC,modifiedCFM,modifiedExBrok,modifiedTotalCharges
11/16/21,CBOE,S,P,55,VIX,VIX,11,2021,19.0000,2.180000,C,C,52132000055,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,2.7500,24.7500,.0000,27.5000,186989644,710,11/16/2021,cboe,s,p,vix,vix,19,2.18,55,c,c,bmls,27.5
11/17/21,CBOE,B,C,15,SPX,SPX,12,2021,4690.0000,69.700000,C,C,521321000KW,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.7500,6.7500,.0000,7.5000,187236048,756,11/17/2021,cboe,b,c,spx,spx,4690,69.7,15,c,c,bmls,7.5
11/17/21,CBOE,S,P,15,SPX,SPX,12,2021,4690.0000,70.200000,C,C,521321000KW,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.7500,6.7500,.0000,7.5000,187236381,757,11/17/2021,cboe,s,p,spx,spx,4690,70.2,15,c,c,bmls,7.5
11/17/21,CBOE,B,P,250,VIX,VIX,12,2021,18.0000,1.150000,C,C,621321000O2,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,12.5000,75.0000,.0000,87.5000,187244353,767,11/17/2021,cboe,b,p,vix,vix,18,1.15,250,c,c,bmls,87.5
11/17/21,CBOE,B,P,250,VIX,VIX,12,2021,18.0000,1.150000,C,C,621321000O3,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,12.5000,75.0000,.0000,87.5000,187244324,768,11/17/2021,cboe,b,p,vix,vix,18,1.15,250,c,c,bmls,87.5
11/17/21,CBOE,B,P,250,VIX,VIX,12,2021,18.0000,1.150000,C,C,621321000O5,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,12.5000,75.0000,.0000,87.5000,187244302,769,11/17/2021,cboe,b,p,vix,vix,18,1.15,250,c,c,bmls,87.5
11/17/21,CBOE,B,P,250,VIX,VIX,12,2021,18.0000,1.150000,C,C,621321000O8,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,12.5000,75.0000,.0000,87.5000,187244335,770,11/17/2021,cboe,b,p,vix,vix,18,1.15,250,c,c,bmls,87.5
11/18/21,CBOE,S,P,75,SPX,SPX,12,2021,4350.0000,14.800000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,3.7500,44.2500,.0000,48.0000,187460187,775,11/18/2021,cboe,s,p,spx,spx,4350,14.8,75,c,p,bmls,48
11/18/21,CBOE,S,P,50,SPX,SPX,12,2021,4350.0000,14.800000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,2.5000,29.5000,.0000,32.0000,187459959,776,11/18/2021,cboe,s,p,spx,spx,4350,14.8,50,c,p,bmls,32
11/18/21,CBOE,S,P,50,SPX,SPX,12,2021,4350.0000,14.800000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,2.5000,29.5000,.0000,32.0000,187460173,777,11/18/2021,cboe,s,p,spx,spx,4350,14.8,50,c,p,bmls,32
11/18/21,CBOE,S,P,25,SPX,SPX,12,2021,4350.0000,14.800000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.2500,14.7500,.0000,16.0000,187459976,778,11/18/2021,cboe,s,p,spx,spx,4350,14.8,25,c,p,bmls,16
11/18/21,CBOE,S,C,24,SPX,SPX,12,2021,4695.0000,68.500000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.2000,14.1600,.0000,15.3600,187460277,783,11/18/2021,cboe,s,c,spx,spx,4695,68.5,24,c,p,bmls,15.36
11/18/21,CBOE,S,C,16,SPX,SPX,12,2021,4695.0000,68.500000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.8000,9.4400,.0000,10.2400,187460122,784,11/18/2021,cboe,s,c,spx,spx,4695,68.5,16,c,p,bmls,10.24
11/18/21,CBOE,S,C,16,SPX,SPX,12,2021,4695.0000,68.500000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.8000,9.4400,.0000,10.2400,187460293,785,11/18/2021,cboe,s,c,spx,spx,4695,68.5,16,c,p,bmls,10.24
11/18/21,CBOE,S,C,8,SPX,SPX,12,2021,4695.0000,68.500000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.4000,4.7200,.0000,5.1200,187460274,786,11/18/2021,cboe,s,c,spx,spx,4695,68.5,8,c,p,bmls,5.12
11/18/21,CBOE,S,P,75,SPX,SPX,12,2021,4750.0000,92.400000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,3.7500,44.2500,.0000,48.0000,187460094,791,11/18/2021,cboe,s,p,spx,spx,4750,92.4,75,c,p,bmls,48
11/18/21,CBOE,S,P,50,SPX,SPX,12,2021,4750.0000,92.400000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,2.5000,29.5000,.0000,32.0000,187460181,792,11/18/2021,cboe,s,p,spx,spx,4750,92.4,50,c,p,bmls,32
11/18/21,CBOE,S,P,50,SPX,SPX,12,2021,4750.0000,92.400000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,2.5000,29.5000,.0000,32.0000,187460328,793,11/18/2021,cboe,s,p,spx,spx,4750,92.4,50,c,p,bmls,32
11/18/21,CBOE,S,P,25,SPX,SPX,12,2021,4750.0000,92.400000,C,P,521322000K5,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.2500,14.7500,.0000,16.0000,187460078,794,11/18/2021,cboe,s,p,spx,spx,4750,92.4,25,c,p,bmls,16
11/22/21,CBOE,S,C,25,SPX,SPX,12,2021,4650.0000,125.690000,C,C,5213260003E,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.2500,11.2500,.0000,12.5000,188006200,795,11/22/2021,cboe,s,c,spx,spx,4650,125.69,25,c,c,bmls,12.5
11/22/21,CBOE,S,C,13,SPX,SPX,12,2021,4650.0000,125.690000,C,C,5213260003E,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.6500,5.8500,.0000,6.5000,188005963,796,11/22/2021,cboe,s,c,spx,spx,4650,125.69,13,c,c,bmls,6.5
11/22/21,CBOE,S,C,12,SPX,SPX,12,2021,4650.0000,125.690000,C,C,5213260003E,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.6000,5.4000,.0000,6.0000,188005951,797,11/22/2021,cboe,s,c,spx,spx,4650,125.69,12,c,c,bmls,6
11/22/21,CBOE,S,P,17,SPX,SPX,12,2021,4730.0000,60.000000,C,C,5213260003E,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.8500,7.6500,.0000,8.5000,188006205,801,11/22/2021,cboe,s,p,spx,spx,4730,60,17,c,c,bmls,8.5
11/22/21,CBOE,S,P,9,SPX,SPX,12,2021,4730.0000,60.000000,C,C,5213260003E,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.4500,4.0500,.0000,4.5000,188006029,802,11/22/2021,cboe,s,p,spx,spx,4730,60,9,c,c,bmls,4.5
11/22/21,CBOE,S,P,8,SPX,SPX,12,2021,4730.0000,60.000000,C,C,5213260003E,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.4000,3.6000,.0000,4.0000,188006129,803,11/22/2021,cboe,s,p,spx,spx,4730,60,8,c,c,bmls,4
11/22/21,CBOE,S,C,126,VIX,VIX,12,2021,17.0000,4.300000,C,C,521326000I9,,BMLS,,005,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,6.3000,56.7000,.0000,63.0000,188111939,804,11/22/2021,cboe,s,c,vix,vix,17,4.3,126,c,c,bmls,63
11/22/21,CBOE,S,C,99,VIX,VIX,12,2021,17.0000,4.300000,C,C,521326000I9,,BMLS,,005,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,4.9500,44.5500,.0000,49.5000,188112064,805,11/22/2021,cboe,s,c,vix,vix,17,4.3,99,c,c,bmls,49.5
11/22/21,CBOE,S,C,25,VIX,VIX,12,2021,17.0000,4.300000,C,C,521326000I9,,BMLS,,050,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,1.2500,11.2500,.0000,12.5000,188112186,806,11/22/2021,cboe,s,c,vix,vix,17,4.3,25,c,c,bmls,12.5
11/22/21,CBOE,S,C,399,VIX,VIX,12,2021,17.0000,4.390000,C,C,521326000I9,,BMLS,,005,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,19.9500,179.5500,.0000,199.5000,188112102,807,11/22/2021,cboe,s,c,vix,vix,17,4.39,399,c,c,bmls,199.5
11/22/21,CBOE,S,C,251,VIX,VIX,12,2021,17.0000,4.390000,C,C,521326000I9,,BMLS,,005,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,12.5500,112.9500,.0000,125.5000,188112271,808,11/22/2021,cboe,s,c,vix,vix,17,4.39,251,c,c,bmls,125.5
11/22/21,CBOE,S,C,250,VIX,VIX,12,2021,17.0000,4.390000,C,C,521326000I9,,BMLS,,005,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,12.5000,112.5000,.0000,125.0000,188112239,809,11/22/2021,cboe,s,c,vix,vix,17,4.39,250,c,c,bmls,125
11/22/21,CBOE,S,C,100,VIX,VIX,12,2021,17.0000,4.390000,C,C,521326000I9,,BMLS,,050,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,5.0000,45.0000,.0000,50.0000,188112119,810,11/22/2021,cboe,s,c,vix,vix,17,4.39,100,c,c,bmls,50
11/22/21,CBOE,S,P,318,VIX,VIX,12,2021,17.0000,.460000,C,C,521326000I9,,BMLS,,005,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,15.9000,54.0600,.0000,69.9600,188112095,811,11/22/2021,cboe,s,p,vix,vix,17,0.46,318,c,c,bmls,69.96
11/22/21,CBOE,S,P,202,VIX,VIX,12,2021,17.0000,.460000,C,C,521326000I9,,BMLS,,005,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,10.1000,34.3400,.0000,44.4400,188112060,812,11/22/2021,cboe,s,p,vix,vix,17,0.46,202,c,c,bmls,44.44
11/22/21,CBOE,S,P,200,VIX,VIX,12,2021,17.0000,.460000,C,C,521326000I9,,BMLS,,005,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,10.0000,34.0000,.0000,44.0000,188112089,813,11/22/2021,cboe,s,p,vix,vix,17,0.46,200,c,c,bmls,44
11/22/21,CBOE,S,P,80,VIX,VIX,12,2021,17.0000,.460000,C,C,521326000I9,,BMLS,,050,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,4.0000,13.6000,.0000,17.6000,188111925,814,11/22/2021,cboe,s,p,vix,vix,17,0.46,80,c,c,bmls,17.6
11/22/21,CBOE,S,P,102,VIX,VIX,12,2021,17.0000,.530000,C,C,521326000I9,,BMLS,,005,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,5.1000,17.3400,.0000,22.4400,188111942,815,11/22/2021,cboe,s,p,vix,vix,17,0.53,102,c,c,bmls,22.44
11/22/21,CBOE,S,P,78,VIX,VIX,12,2021,17.0000,.530000,C,C,521326000I9,,BMLS,,005,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,3.9000,13.2600,.0000,17.1600,188111919,816,11/22/2021,cboe,s,p,vix,vix,17,0.53,78,c,c,bmls,17.16
11/22/21,CBOE,S,P,20,VIX,VIX,12,2021,17.0000,.530000,C,C,521326000I9,,BMLS,,050,792,oscarg,oscarg,,,,,index_vix,,,,,A,.050000000000000,1.0000,3.4000,.0000,4.4000,188112158,817,11/22/2021,cboe,s,p,vix,vix,17,0.53,20,c,c,bmls,4.4
11/24/21,CBOE,S,C,2,SPX,SPX,12,2021,4685.0000,68.000000,C,P,521328000G9,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.050000000000000,.1000,1.1800,.0000,1.2800,188662698,825,11/24/2021,cboe,s,c,spx,spx,4685,68,2,c,p,bmls,1.28
11/24/21,CBOE,S,P,160,SPX,SPX,1,2022,3050.0000,3.700000,C,P,521328000G9,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.050000000000000,8.0000,94.4000,.0000,102.4000,188662507,827,11/24/2021,cboe,s,p,spx,spx,3050,3.7,160,c,p,bmls,102.4
11/24/21,CBOE,S,P,40,SPX,SPX,1,2022,3050.0000,3.800000,C,P,521328000G9,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.050000000000000,2.0000,23.6000,.0000,25.6000,188662790,828,11/24/2021,cboe,s,p,spx,spx,3050,3.8,40,c,p,bmls,25.6
11/26/21,CBOE,B,C,3,SPX,SPX,12,2021,4600.0000,90.500000,C,P,521330000H3,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.1500,1.7700,.0000,1.9200,188907056,914,11/26/2021,cboe,b,c,spx,spx,4600,90.5,3,c,p,bmls,1.92
11/26/21,CBOE,B,C,1,SPX,SPX,12,2021,4600.0000,90.500000,C,P,521330000H3,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.0500,.5900,.0000,.6400,188907033,915,11/26/2021,cboe,b,c,spx,spx,4600,90.5,1,c,p,bmls,0.64
11/26/21,CBOE,B,C,1,SPX,SPX,12,2021,4600.0000,90.500000,C,P,521330000H3,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.0500,.5900,.0000,.6400,188907071,916,11/26/2021,cboe,b,c,spx,spx,4600,90.5,1,c,p,bmls,0.64
11/26/21,CBOE,B,C,1,SPX,SPX,12,2021,4605.0000,90.500000,C,P,521330000RY,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.0500,.5900,.0000,.6400,188769090,920,11/26/2021,cboe,b,c,spx,spx,4605,90.5,1,c,p,bmls,0.64
11/26/21,CBOE,B,C,1,SPX,SPX,12,2021,4605.0000,90.500000,C,P,521330000RY,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.0500,.5900,.0000,.6400,188899793,921,11/26/2021,cboe,b,c,spx,spx,4605,90.5,1,c,p,bmls,0.64
11/26/21,CBOE,B,C,1,SPX,SPX,12,2021,4605.0000,90.500000,C,P,521330000RY,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.0500,.5900,.0000,.6400,188899796,922,11/26/2021,cboe,b,c,spx,spx,4605,90.5,1,c,p,bmls,0.64
11/29/21,CBOE,B,C,7,SPX,SPX,12,2021,4645.0000,75.000000,C,C,621333000GT,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.3500,3.1500,.0000,3.5000,189042380,935,11/29/2021,cboe,b,c,spx,spx,4645,75,7,c,c,bmls,3.5
11/29/21,CBOE,S,P,7,SPX,SPX,12,2021,4645.0000,72.000000,C,C,621333000GT,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.3500,3.1500,.0000,3.5000,189045380,937,11/29/2021,cboe,s,p,spx,spx,4645,72,7,c,c,bmls,3.5
11/29/21,CBOE,B,P,25,SPX,SPX,12,2021,4645.0000,72.000000,C,C,621333000GV,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.2500,11.2500,.0000,12.5000,189042055,938,11/29/2021,cboe,b,p,spx,spx,4645,72,25,c,c,bmls,12.5
11/29/21,CBOE,B,C,50,SPX,SPX,12,2021,4650.0000,71.780000,C,C,621333000GV,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,2.5000,22.5000,.0000,25.0000,189042712,939,11/29/2021,cboe,b,c,spx,spx,4650,71.78,50,c,c,bmls,25
11/30/21,CBOE,B,P,30,SPX,SPX,12,2021,4500.0000,64.980000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.5000,12.9000,.0000,14.4000,189352332,942,11/30/2021,cboe,b,p,spx,spx,4500,64.98,30,c,f,bmls,14.4
11/30/21,CBOE,B,P,30,SPX,SPX,12,2021,4500.0000,64.980000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.5000,12.9000,.0000,14.4000,189352634,943,11/30/2021,cboe,b,p,spx,spx,4500,64.98,30,c,f,bmls,14.4
11/30/21,CBOE,B,P,30,SPX,SPX,12,2021,4500.0000,64.980000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.5000,12.9000,.0000,14.4000,189352729,944,11/30/2021,cboe,b,p,spx,spx,4500,64.98,30,c,f,bmls,14.4
11/30/21,CBOE,B,P,30,SPX,SPX,12,2021,4500.0000,64.980000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.5000,12.9000,.0000,14.4000,189352742,945,11/30/2021,cboe,b,p,spx,spx,4500,64.98,30,c,f,bmls,14.4
11/30/21,CBOE,B,P,30,SPX,SPX,12,2021,4500.0000,64.980000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.5000,12.9000,.0000,14.4000,189352784,946,11/30/2021,cboe,b,p,spx,spx,4500,64.98,30,c,f,bmls,14.4
11/30/21,CBOE,B,P,30,SPX,SPX,12,2021,4500.0000,64.980000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.5000,12.9000,.0000,14.4000,189352803,947,11/30/2021,cboe,b,p,spx,spx,4500,64.98,30,c,f,bmls,14.4
11/30/21,CBOE,B,P,20,SPX,SPX,12,2021,4500.0000,64.980000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,1.0000,8.6000,.0000,9.6000,189352759,948,11/30/2021,cboe,b,p,spx,spx,4500,64.98,20,c,f,bmls,9.6
11/30/21,CBOE,B,C,12,SPX,SPX,12,2021,4570.0000,92.000000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.6000,5.1600,.0000,5.7600,189352722,949,11/30/2021,cboe,b,c,spx,spx,4570,92,12,c,f,bmls,5.76
11/30/21,CBOE,B,C,11,SPX,SPX,12,2021,4570.0000,92.000000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.5500,4.7300,.0000,5.2800,189352506,950,11/30/2021,cboe,b,c,spx,spx,4570,92,11,c,f,bmls,5.28
11/30/21,CBOE,B,C,11,SPX,SPX,12,2021,4570.0000,92.000000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.5500,4.7300,.0000,5.2800,189352601,951,11/30/2021,cboe,b,c,spx,spx,4570,92,11,c,f,bmls,5.28
11/30/21,CBOE,B,C,11,SPX,SPX,12,2021,4570.0000,92.000000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.5500,4.7300,.0000,5.2800,189352643,952,11/30/2021,cboe,b,c,spx,spx,4570,92,11,c,f,bmls,5.28
11/30/21,CBOE,B,C,11,SPX,SPX,12,2021,4570.0000,92.000000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.5500,4.7300,.0000,5.2800,189352647,953,11/30/2021,cboe,b,c,spx,spx,4570,92,11,c,f,bmls,5.28
11/30/21,CBOE,B,C,11,SPX,SPX,12,2021,4570.0000,92.000000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.5500,4.7300,.0000,5.2800,189352809,954,11/30/2021,cboe,b,c,spx,spx,4570,92,11,c,f,bmls,5.28
11/30/21,CBOE,B,C,7,SPX,SPX,12,2021,4570.0000,92.000000,C,F,621334000ES,,BMLS,,286,792,oscarg,oscarg,,,,,index_spx,,,,,A,.050000000000000,.3500,3.0100,.0000,3.3600,189352335,955,11/30/2021,cboe,b,c,spx,spx,4570,92,7,c,f,bmls,3.36
11/03/21,PHLX,S,P,300,BYND,BYND,5,2022,65.0000,2.500000,C,P,                                                  ,,210,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,15.0000,75.0000,.0000,90.0000,184284418,1200,11/3/2021,phlx,s,p,bynd,bynd,65,2.5,300,c,p,210,90
11/04/21,PHLX,B,P,2000,EWZ,EWZ,1,2023,30.0000,6.400000,C,C,PHLXNYB567086                                     ,,732,,005,792,oscarg,oscarg,,,,,etf,Y,,,,R,.050000000000000,100.0000,.0000,.0000,100.0000,184681507,1201,11/4/2021,phlx,b,p,ewz,ewz,30,6.4,2000,c,c,732,100
11/04/21,PHLX,B,P,750,EWZ,EWZ,1,2023,30.0000,6.400000,C,C,PHLXNYB567086                                     ,,732,,005,792,oscarg,oscarg,,,,,etf,Y,,,,R,.050000000000000,37.5000,.0000,.0000,37.5000,184681524,1202,11/4/2021,phlx,b,p,ewz,ewz,30,6.4,750,c,c,732,37.5
11/04/21,PHLX,B,P,250,EWZ,EWZ,1,2023,30.0000,6.400000,C,C,PHLXNYB567086                                     ,,732,,005,792,oscarg,oscarg,,,,,etf,Y,,,,R,.050000000000000,12.5000,.0000,.0000,12.5000,184512011,1203,11/4/2021,phlx,b,p,ewz,ewz,30,6.4,250,c,c,732,12.5
11/11/21,PHLX,B,P,100,PENN,PENN,6,2022,45.0000,4.200000,C,J,                                                  ,,210,,010,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,5.0000,25.0000,.0000,30.0000,186151070,1221,11/11/2021,phlx,b,p,penn,penn,45,4.2,100,c,j,210,30
11/11/21,PHLX,B,P,100,PENN,PENN,6,2022,55.0000,8.400000,C,J,                                                  ,,210,,010,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,5.0000,25.0000,.0000,30.0000,186146728,1222,11/11/2021,phlx,b,p,penn,penn,55,8.4,100,c,j,210,30
11/19/21,PHLX,S,P,100,JPM,JPM,1,2024,135.0000,14.450000,C,C,                                                  ,,210,,209,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,5.0000,.0000,.0000,5.0000,187812316,1232,11/19/2021,phlx,s,p,jpm,jpm,135,14.45,100,c,c,210,5
11/30/21,PHLX,S,P,1600,WDC,WDC,1,2023,30.0000,1.400000,C,C,                                                  ,,210,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,80.0000,.0000,.0000,80.0000,189340957,1233,11/30/2021,phlx,s,p,wdc,wdc,30,1.4,1600,c,c,210,80
11/30/21,PHLX,B,P,400,WDC,WDC,1,2023,57.5000,10.800000,C,C,                                                  ,,210,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.050000000000000,20.0000,.0000,.0000,20.0000,189338499,1234,11/30/2021,phlx,b,p,wdc,wdc,57.5,10.8,400,c,c,210,20
