drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge
23,341096,45
23,341626,75
23,341642,9
23,342008,18
23,342138,20.7
23,342735,90
23,342739,90
23,342493,60
23,343296,165
23,343302,2.5
23,343188,22.5
23,344098,3.35
23,344553,12.5
23,345047,240
23,345827,26.25
23,345829,26.25
23,345807,195
23,346352,4.3
23,346354,4.45
23,346356,1.25
23,346350,54
23,346866,125
23,346872,85
23,347004,2.5
23,347047,5
23,347083,75
23,347081,5
23,349269,15
23,347933,112.5
23,347933,112.5
23,347740,45
23,348322,3.75
23,348284,300
23,348097,180
23,348126,5
23,348145,2.5
23,349185,25
23,349193,47.5
23,349040,150
23,361994,35
23,349880,12.5
23,349522,5
23,352091,25
23,352680,75
23,353318,75
23,353191,325
23,353089,30
23,353090,30
23,341673,-20
23,340519,26.25
23,340940,37.5
23,340689,15
23,340547,250
23,340533,4
23,341000,150
23,341177,37.5
23,341306,400
23,341300,200
23,341583,20
23,341581,40
23,341781,60
23,341761,100
23,341914,550
23,342292,35
23,342296,90
23,342300,60
23,342020,120
23,342304,20
23,342168,-225
23,342167,-225
23,342335,-330
23,342979,37.5
23,342978,37.5
23,349457,10.65
23,349463,6.85
23,343273,90
23,343380,91.5
23,343218,240
23,343664,3850
23,343624,-300
23,345163,550
23,343817,-150
23,343813,-150
23,343598,100
23,343600,90
23,343936,200
23,344459,20
23,344609,39
23,344635,50
23,344634,100
23,344567,15
23,344569,20
23,344535,290
23,344921,720
23,344915,100
23,344890,87
23,344894,87
23,345110,170
23,346316,32.5
23,346312,16.4
23,345547,25
23,346116,15
23,349235,115
23,346488,22.5
23,346857,180
23,347285,67.5
23,349243,12.5
23,349245,32.8
23,347217,29.35
23,347644,14.25
23,349301,-412.5
23,349291,550
23,347686,40
23,347690,7.5
23,348394,40
23,348395,40
23,348712,-750
23,348716,-750
23,349323,200
23,348907,-175
23,349042,25.5
23,348812,90
23,348851,-150
23,348848,-250
23,348852,-150
23,348849,-250
23,348955,10
23,349672,75
23,349680,200
23,349664,30
23,353075,18.75
23,352688,-225
23,353406,2200
23,353012,660
23,353264,150
23,353222,65
23,352994,36
23,353040,160
23,353067,200
23,353069,12.5
23,353310,100
23,340677,3.5
23,340682,3.5
23,341119,6.4
23,341123,6.4
23,341118,128
23,341636,82.5
23,342787,320
23,342786,320
23,342933,125
23,342467,57.6
23,342463,57.6
23,343098,80
23,343101,11
23,343584,20.48
23,343583,64
23,344013,64
23,344081,38.4
23,344015,17.92
23,344079,64
23,344700,51
23,344702,20
23,344343,80
23,344440,150
23,344345,61.5
23,344442,67.5
23,344989,140.8
23,344839,4.5
23,344990,35.2
23,344994,35.2
23,345304,32
23,345305,8.32
23,345303,8.32
23,346393,25
23,346386,150
23,346389,19.5
23,346764,500
23,346696,7.5
23,346700,7.5
23,346761,350
23,347115,128
23,347112,40.96
23,347111,128
23,348104,25
23,348106,17
23,348342,562.5
23,348345,62.5
23,348343,198
23,348346,22
23,349593,1.28
23,349592,128
23,351982,3.2
23,352094,1.92
23,352487,3.5
23,352492,3.5
23,352484,12.5
23,352482,25
23,353113,96
23,353114,35.52
23,341827,90
23,342921,150
23,344539,30
23,344545,30
23,347975,5
23,353189,80
23,353185,20
23,345299,43.75
23,341192,55
23,349666,45
