Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID
09/01/21,AMEX,B,P,300,BABA,BABA,11,2021,170.0000,11.700000,C,C,230998211,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,30.0000,.0000,.0000,30.0000,173192527
09/01/21,AMEX,B,C,5,CDNS,CDNS,10,2021,165.0000,5.450000,O,C,CO41JHPO8L2,BLPOPT_20210901-00242-00001BCDNSOCT165C,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,,A,.100000000000000,.5000,.0000,.1000,.6000,173202355
09/01/21,AMEX,S,P,5,CDNS,CDNS,10,2021,165.0000,5.350000,O,C,CO41JHPO8L2,BLPOPT_20210901-00242-00001LCDNSOCT165P,B13,,792,792,2462,oscarg,OGRUBB960C-XPFS,13566548,BLPOPT,OGRUDMA,,,,,,A,.100000000000000,.5000,.0000,.1000,.6000,173202864
09/01/21,AMEX,S,C,500,YY,YY,10,2021,65.0000,6.000000,C,C,230999151,,E35J,,608,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,50.0000,.0000,.0000,50.0000,173186710
09/01/21,AMEX,S,C,400,YY,YY,10,2021,65.0000,6.000000,C,C,231002971,,E35J,,608,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,40.0000,.0000,.0000,40.0000,173206882
09/01/21,AMEX,S,C,100,YY,YY,10,2021,65.0000,6.000000,C,C,231002971,,E35J,,608,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,10.0000,.0000,.0000,10.0000,173206863
09/01/21,AMEX,B,C,400,YY,YY,10,2021,65.0000,6.000000,C,P,231003191,,E35J,,444,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,40.0000,100.0000,.0000,140.0000,173206470
09/01/21,AMEX,B,C,500,YY,YY,10,2021,75.0000,3.100000,C,C,230999151,,E35J,,608,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,50.0000,.0000,.0000,50.0000,173186561
09/01/21,AMEX,B,C,400,YY,YY,10,2021,75.0000,3.100000,C,C,231002971,,E35J,,608,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,40.0000,.0000,.0000,40.0000,173208090
09/01/21,AMEX,B,C,100,YY,YY,10,2021,75.0000,3.100000,C,C,231002971,,E35J,,608,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,10.0000,.0000,.0000,10.0000,173208182
09/01/21,AMEX,S,C,400,YY,YY,10,2021,75.0000,3.100000,C,P,231003191,,E35J,,444,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,40.0000,100.0000,.0000,140.0000,173208409
09/03/21,AMEX,B,P,1000,GPS,GPS,1,2023,20.0000,2.850000,C,C,231197083,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,173945820
09/03/21,AMEX,B,P,1900,PLTR,PLTR,10,2021,26.0000,1.240000,C,P,231186753,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,190.0000,.0000,.0000,190.0000,173904244
09/07/21,AMEX,B,P,475,TSM,TSM,3,2022,110.0000,4.400000,C,C,231284557,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,47.5000,.0000,.0000,47.5000,174203554
09/07/21,AMEX,B,P,300,TSM,TSM,3,2022,110.0000,4.400000,C,C,231284557,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,30.0000,.0000,.0000,30.0000,174203573
09/08/21,AMEX,B,P,400,ATVI,ATVI,6,2022,75.0000,6.500000,C,C,231339258,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,40.0000,.0000,.0000,40.0000,174424357
09/08/21,AMEX,B,P,200,ATVI,ATVI,6,2022,75.0000,6.500000,C,P,231339258,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,20.0000,50.0000,.0000,70.0000,174424342
09/08/21,AMEX,S,P,50,MSTR,MSTR,10,2021,500.0000,15.900000,C,P,231319038,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,5.0000,12.5000,.0000,17.5000,174365714
09/08/21,AMEX,B,C,250,NVDA,NVDA,1,2022,222.5000,21.000000,C,P,231350388,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,25.0000,62.5000,.0000,87.5000,174411194
09/08/21,AMEX,S,C,180,TDOC,TDOC,9,2021,140.0000,1.850000,C,P,231326078,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,18.0000,45.0000,.0000,63.0000,174407847
09/08/21,AMEX,B,C,180,TDOC,TDOC,11,2021,140.0000,10.750000,C,P,231326078,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,18.0000,45.0000,.0000,63.0000,174406520
09/09/21,AMEX,B,P,500,MTCH,MTCH,1,2023,150.0000,25.350000,C,C,231433969,,E35J,,551,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,50.0000,.0000,.0000,50.0000,174684216
09/10/21,AMEX,B,P,1250,IWM,IWM,12,2023,180.0000,15.450000,C,P,2314688410,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,125.0000,.0000,.0000,125.0000,174835734
09/10/21,AMEX,B,C,1000,QQQ,QQQ,3,2022,420.0000,6.080000,C,P,2314966510,,E35J,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,174897023
