drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge
23,232743,70
23,209726,135
23,209728,135
23,209729,135
23,209730,135
23,233879,350
23,233883,350
23,232649,105
23,232650,105
23,209815,141.75
23,209816,141.75
23,209749,276
23,234204,69
23,209576,291.5
23,209580,276
23,209751,1.38
23,209714,14.49
23,234205,13.8
23,209627,20.01
23,209578,20.67
23,209582,19.32
23,209753,138
23,209716,207
23,209626,103.5
23,265281,1980
23,210078,175
23,210079,175
23,210235,38.5
23,210068,13
23,216205,50
23,216207,175
23,216208,75
23,216206,262.5
23,210284,-140
23,210285,-140
23,210121,250
23,210365,1035
23,210215,690
23,233857,50
23,233861,50
23,210594,5
23,210526,10
23,210837,26.25
23,210783,125
23,210787,25
23,210571,200
23,210545,80
23,210666,21.5
23,210871,14
23,211121,18
23,210799,154
23,211130,10
23,233840,50
23,233844,50
23,211145,140
23,211143,140
23,211147,70
23,211146,70
23,233814,828
23,212226,207
23,211294,7.59
23,211901,10
23,211859,13.5
23,211645,105
23,233818,50
23,212217,175
23,233816,50
23,232799,26.25
23,211694,190
23,211751,207
23,211753,39.33
23,212986,52.5
23,212985,52.5
23,213397,115
23,213138,42
23,213136,42
23,213357,21
23,213358,21
23,213280,10
23,212969,87.5
23,245220,78
23,245221,130
23,213665,1000
23,213158,187.5
23,213952,2100
23,213073,5.52
23,213072,138
23,238920,15
23,213980,52.5
23,214088,35
23,214089,35
23,214447,195
23,214403,540
23,214179,-270
23,214175,-270
23,234444,69
23,234445,69
23,214509,345
23,214493,690
23,214637,345
23,214638,345
23,265299,1200
23,265301,552
23,265306,552
23,265304,1200
23,214569,-2.1
23,232701,5
23,214391,40
23,214392,40
23,214276,105
23,214681,25
23,214665,20
23,215064,105
23,234480,70
23,214932,140
23,234476,138
23,234477,138
23,234478,2.76
23,214678,20
23,214813,1000
23,215943,120.75
23,215941,80.5
23,215695,35
23,215707,200
23,215848,-60
23,215961,625
23,234534,27.6
23,232718,7.5
23,234549,300
23,234551,300
23,234552,150
23,234553,150
23,216263,40
23,216617,14
23,234588,87.5
23,216271,300
23,234636,55
23,234609,165
23,234610,41.25
23,234608,65.19
23,234637,2.2
23,234606,132.5
23,216605,345
23,216450,1250
23,217161,210
23,217159,210
23,238000,245
23,237996,122.5
23,217135,375
23,216928,375
23,217260,-60
23,217259,-60
23,218411,550
23,217187,750
23,217188,231
23,217074,52.5
23,218469,1750
23,218470,875
23,217857,637.5
23,218012,125
23,217654,9.66
23,217652,69
23,218407,200
23,218250,100
23,232758,26.25
23,232756,17.5
23,218413,345
23,218161,103.25
23,218162,103.25
23,229990,250
23,229988,250
23,218878,850
23,234730,175
23,232899,20
23,218967,30
23,218728,87.5
23,218895,34.5
23,218657,11.13
23,218897,13.11
23,218656,185.5
23,218655,185.5
23,218540,1503.95
23,219031,189
23,219005,1100
23,219029,450
23,218794,70
23,218796,10
23,218872,47.25
23,219504,5
23,219603,140
23,219629,61.25
23,219629,61.25
23,219556,750
23,219713,12.5
23,219329,110.4
23,219330,20.01
23,234824,690
23,234825,690
23,219260,690
23,219656,900
23,219659,27
23,219655,900
23,219658,108
23,219501,384
23,219499,2400
23,220132,56
23,219959,87.5
23,219958,87.5
23,220361,30
23,232933,20
23,220215,50
23,220008,-340
23,220248,71.76
23,220077,8.28
23,220083,8.28
23,220185,4.14
23,220182,4.14
23,220179,48.3
23,220180,48.3
23,220076,627.9
23,220079,120.75
23,220080,48.3
23,221314,-5.28
23,220401,300
23,219992,45
23,220061,63
23,221559,350
23,221057,500
23,220745,318.75
23,220672,250
23,220886,50
23,221281,262.5
23,221285,62.5
23,221298,5.52
23,221297,26.91
23,221300,8.97
23,220820,345
23,221067,190
23,220930,94.5
23,233051,82.95
23,234934,25
23,233065,225
23,226871,250
23,269656,287.5
23,276280,38.5
23,276275,38.5
23,276277,3.85
23,276282,3.85
23,234928,1380
23,235010,1725
23,222071,-1.58
23,222070,-1.58
23,233049,29.75
23,221750,29
23,212421,80
23,212465,180
23,212657,138
23,234103,4.14
23,212658,22.08
23,331162,40
