drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge,rule
32,305894,140,N vs N
32,305912,140,N vs N
32,305913,140,N vs N
32,306025,140,N vs N
32,319920,140,N vs N
32,306179,140,N vs N
32,306445,140,N vs N
32,322340,140,N vs N
32,322347,140,N vs N
32,306450,140,N vs N
32,319922,140,N vs N
32,319924,140,N vs N
32,306937,140,N vs N
32,307401,140,N vs N
32,307402,140,N vs N
32,307516,140,N vs N
32,307851,140,N vs N
32,307861,140,N vs N
32,308007,140,N vs N
32,308124,140,N vs N
32,308157,140,N vs N
32,308161,140,N vs N
32,319928,140,N vs N
32,308324,140,N vs N
32,308325,140,N vs N
32,308364,140,N vs N
32,308456,140,N vs N
32,308457,140,N vs N
32,308475,140,N vs N
32,308477,140,N vs N
32,308480,140,N vs N
32,308481,140,N vs N
32,308484,140,N vs N
32,308924,140,N vs N
32,308931,140,N vs N
32,308950,140,N vs N
32,308952,140,N vs N
32,309376,140,N vs N
32,309380,140,N vs N
32,309384,140,N vs N
32,309402,140,N vs N
32,309448,140,N vs N
32,309847,140,N vs N
32,309855,140,N vs N
32,309856,140,N vs N
32,309858,140,N vs N
32,309859,140,N vs N
32,309860,140,N vs N
32,310417,140,N vs N
32,310445,140,N vs N
32,310947,140,N vs N
32,310949,140,N vs N
32,311242,140,N vs N
32,311244,140,N vs N
32,311387,140,N vs N
32,311513,140,N vs N
32,322348,140,N vs N
32,312652,140,N vs N
32,312668,140,N vs N
32,312673,140,N vs N
32,313092,140,N vs N
32,313097,140,N vs N
32,313098,140,N vs N
32,313099,140,N vs N
32,314528,140,N vs N
32,314956,140,N vs N
32,315061,140,N vs N
32,326173,140,N vs N
32,316021,140,N vs N
32,316241,undefined,N vs N
32,314437,21, N vs 1
32,314481,14, N vs 1
