USER QTY,USER,EXCHANGE,SYMBOL,EXPIRATION,STRIKE,C/P,B/S,FILLED QTY,PREMIUM,DATE,ORDER TYPE,GIVEUP,CMTA FIRM,RANGE,ACCOUNT,COMPANY,DEST COMPANY,ELECTRONIC,LEG NUMBER,FIX QTY,HANDLING,CONNECTION,SECURITY TYPE,CROSSING,PENNY,SYMBOL TYPE,PTMID,LINK EXCH,ParentExDestination,ORDERID,REPORTID,CL_ORD_ID,LiquidityFlag,Open_Close,cross_type,custom_billing_tag,LADR,LADR$,BPCR,BPCR$,ETF,ETF$,SRCTF,SRCTF$,TPF,TPF$,CMTA,CMTA$,LF,LF$,MDPT,MDPT$,CAT,CAT$,TOTAL COMMISSIONS,TOTAL EXCHANGE FEES
0,oscargruss|GH59,BOX,AAPL,2021-12-17, $120.00 ,P,SELL,1300, $7.80 ,2021-06-01,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,B,ISTG,388913781,1345942455,22504033,,O,,, -   , -   ,0.025,32.5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,dfilippidis|GH59,AMEX,BAC,2023-01-20, $37.00 ,P,SELL,800, $3.72 ,2021-06-01,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388917256,1345982947,22508208,,O,,, -   , -   ,0.025,20, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|Parallaxobo,PHLX,BIIB,2021-10-15, $265.00 ,P,BUY,66, $35.30 ,2021-06-01,Done Away Managed,161,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,2/2,0,129,,Option,0,0,Equity,0,X,ISTG,388915819,1345963391,22506390,,O,,, -   , -   ,0.025,1.65, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|GH59,AMEX,CFG,2022-01-21, $52.50 ,P,SELL,550, $6.82 ,2021-06-01,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,0,Equity,0,A,ISTG,388919712,1346011164,22511068,,O,,, -   , -   ,0.025,13.75, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|jadebas,AMEX,IWM,2021-06-18, $225.00 ,P,SELL,1500, $3.25 ,2021-06-01,Done Away Managed,352,352,FIRM,JPM,JPMEMM,BLOGS,MANUAL,3/3,0,129,,Option,0,1,ETF,0,A,ISTG,388916345,1345971237,22507105,,O,,, -   , -   ,0.025,37.5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|jadebas,AMEX,IWM,2021-07-16, $225.00 ,P,BUY,1500, $5.78 ,2021-06-01,Done Away Managed,352,352,FIRM,JPM,JPMEMM,BLOGS,MANUAL,2/3,0,129,,Option,0,1,ETF,0,A,ISTG,388916345,1345971238,22507105,,O,,, -   , -   ,0.025,37.5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|HC59,BOX,KRE,2021-07-16, $71.00 ,C,SELL,1080, $2.57 ,2021-06-01,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,ETF,0,B,ISTG,388916838,1345978396,22507559,,O,,, -   , -   ,0.025,27, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,dfilippidis|WH59,AMEX,LYFT,2022-01-21, $50.00 ,P,SELL,1500, $4.82 ,2021-06-01,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388919664,1346010797,22511109,,O,,, -   , -   ,0.025,37.5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|rparks,AMEX,NIO,2022-03-18, $30.00 ,P,SELL,500, $3.37 ,2021-06-01,Done Away Managed,352,352,FIRM,JPMINDEX,JPMEMM,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388917541,1345987840,22508485,,O,,, -   , -   ,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|GH59,BOX,SLV,2023-01-20, $23.00 ,P,SELL,1400, $2.70 ,2021-06-01,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,ETF,0,B,ISTG,388916143,1345968985,22506855,,O,,, -   , -   ,0.025,35, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,dfilippidis|YWL,CBOE,SPXW,2021-06-30," $4,350.00 ",C,SELL,130, $7.93 ,2021-06-01,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/3,0,129,,Option,0,0,Index,0,C,ISTG,388919922,1346012605,22511368,,O,,, -   , -   ,0.025,3.25, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|xyuobo,AMEX,TSLA,2021-09-17, $500.00 ,P,SELL,100, $23.35 ,2021-06-01,Done Away Managed,161,275,CUST,CLIENT,MER,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388915655,1345961452,22506208,,O,,, -   , -   ,0.025,2.5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|WH59,PHLX,TSM,2021-09-17, $120.00 ,C,SELL,1000, $6.80 ,2021-06-01,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,X,ISTG,388914216,1345945387,22504516,,O,,, -   , -   ,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|WH59,AMEX,V,2021-07-16, $235.00 ,P,SELL,800, $11.20 ,2021-06-01,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388916804,1345977986,22507604,,O,,, -   , -   ,0.025,20, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,dfilippidis|HC59,AMEX,VNO,2023-01-20, $45.00 ,P,SELL,230, $7.20 ,2021-06-01,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,0,Equity,0,A,ISTG,388916826,1345978571,22507544,,O,,, -   , -   ,0.025,5.75, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,dfilippidis|GH59,AMEX,AMZN,2021-11-19," $3,000.00 ",P,SELL,30, $144.00 ,2021-06-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388921563,1346026546,22513327,,O,,, -   , -   ,0.025,0.75, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,dfilippidis|tdilelloobo,AMEX,AMZN,2023-06-16," $2,900.00 ",P,BUY,5, $333.25 ,2021-06-02,Done Away Managed,161,275,CUST,CLIENT,MER,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388921660,1346027793,22513409,,O,,, -   , -   ,0.025,0.125, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,dfilippidis|GH59,AMEX,AMZN,2023-06-16," $2,900.00 ",P,SELL,15, $333.25 ,2021-06-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388921459,1346026625,22513376,,O,,, -   , -   ,0.025,0.375, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|GH59,CBOE,BX,2022-01-21, $50.00 ,P,BUY,500, $0.50 ,2021-06-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,1/1,0,129,,Option,0,1,Equity,0,C,ISTG,388927080,1346091915,22519911,,O,,, -   , -   ,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|Parallaxobo,BOX,GDS,2022-01-21, $75.00 ,P,BUY,1170, $8.90 ,2021-06-02,Done Away Managed,161,444,CUST-PRO,PAX 444,7690,BLOGS,MANUAL,2/2,0,129,,Option,0,0,Equity,0,B,ISTG,388927694,1346097654,22520647,,O,,, -   , -   ,0.025,29.25, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|tdilelloobo,AMEX,IBM,2023-01-20, $140.00 ,P,BUY,150, $17.30 ,2021-06-02,Done Away Managed,161,275,CUST,CLIENT,MER,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388923947,1346055482,22516187,,O,,, -   , -   ,0.025,3.75, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|WH59,PHLX,ITUB,2021-09-17, $6.00 ,P,SELL,5000, $0.45 ,2021-06-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,X,ISTG,388922884,1346042946,22514887,,O,,, -   , -   ,0.025,125, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|tcfooteobo,AMEX,IWM,2023-12-15, $250.00 ,C,SELL,400, $19.30 ,2021-06-02,Done Away Managed,161,161,FIRM,CLIENT,MER,BLOGS,MANUAL,2/2,0,129,,Option,0,1,ETF,0,A,ISTG,388928067,1346103406,22521137,,O,,, -   , -   ,0.025,10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|GH59,AMEX,JPM,2021-07-16, $150.00 ,P,BUY,650, $1.19 ,2021-06-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388923215,1346046364,22515188,,O,,, -   , -   ,0.025,16.25, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|HC59,AMEX,MS,2021-06-18, $94.00 ,C,SELL,400, $1.32 ,2021-06-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388923280,1346047538,22515326,,O,,, -   , -   ,0.025,10, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
0,oscargruss|HC59,AMEX,MS,2021-08-20, $100.00 ,C,SELL,610, $1.95 ,2021-06-02,Done Away Managed,411,505,FIRM,CIT,CIT,BLOGS,MANUAL,2/2,0,129,,Option,0,1,Equity,0,A,ISTG,388923529,1346051446,22515681,,O,,, -   , -   ,0.025,15.25, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
