Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID,modifiedTradeDate,modifiedExch,modifiedBS,modifiedPC,modifiedClass,modifiedSym,modifiedStrike,modifiedPrice,modifiedQty,modifiedOC,modifiedCFM,modifiedExBrok,modifiedTotalCharges,reconciliationCharge,drv_trade_client_account_execution_id
04/15/21,CBOE,B,P,150,SPX,SPX,8,2021,3000.0000,16.000000,C,P,621105000CN,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,15.0000,88.5000,.0000,103.5000,149602207,4/15/2021,cboe,b,p,spx,spx,3000,16,200,c,p,bmls,138,undefined,258600
04/15/21,CBOE,B,P,1000,SPX,SPX,9,2021,1950.0000,4.300000,C,P,621105000LC,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,100.0000,590.0000,.0000,690.0000,149713088,4/15/2021,cboe,b,p,spx,spx,1950,4.3,1350,c,p,bmls,931.5,undefined,258720
04/15/21,PHLX,B,P,140,CL,CL,1,2023,72.5000,5.500000,C,C,                                                  ,,210,,551,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,14.0000,.0000,.0000,14.0000,149668474,4/15/2021,phlx,b,p,cl,cl,72.5,5.5,140,c,c,210,14,undefined,275764
04/15/21,PHLX,B,P,325,EBAY,EBAY,1,2023,60.0000,8.100000,C,P,                                                  ,,210,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,32.5000,81.2500,.0000,113.7500,149668570,4/15/2021,phlx,b,p,ebay,ebay,60,8.1,325,c,p,210,113.75,undefined,258931
04/16/21,AMEX,B,C,300,BABA,BABA,5,2021,245.0000,5.700000,C,P,2221655616,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,30.0000,75.0000,.0000,105.0000,149918779,4/16/2021,amex,b,c,baba,baba,245,5.7,300,c,p,e35j,105,undefined,259288
04/16/21,AMEX,B,P,200,NIO,NIO,3,2022,30.0000,5.750000,C,F,2221919216,,E35J,,010,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,20.0000,40.0000,.0000,60.0000,149882401,4/16/2021,amex,b,p,nio,nio,30,5.75,200,c,f,e35j,60,undefined,259310
04/16/21,AMEX,B,C,3950,QQQ,QQQ,1,2023,315.0000,56.250000,C,C,2222260916,,E35J,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,C,.100000000000000,395.0000,.0000,.0000,395.0000,149831853,4/16/2021,amex,b,c,qqq,qqq,315,56.25,7750,c,c,e35j,775,undefined,259361
04/16/21,BOSTON,S,P,1000,AIG,AIG,4,2021,47.0000,.120000,C,P,BOXNYC5271,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.100000000000000,100.0000,150.0000,.0000,250.0000,149939776,4/16/2021,boston,s,p,aig,aig,47,0.12,1000,c,p,0938,250,undefined,259411
04/16/21,CBOE,S,P,75,SPX,SPX,6,2021,4180.0000,100.000000,C,B,521106000YC,,BMLS,,284,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,7.5000,44.2500,.0000,51.7500,149853940,4/16/2021,cboe,s,p,spx,spx,4180,100,75,c,b,bmls,51.75,undefined,259418
04/16/21,CBOE,S,C,150,SPX,SPX,9,2021,4200.0000,159.700000,C,B,521106000YC,,BMLS,,284,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,15.0000,88.5000,.0000,103.5000,149853765,4/16/2021,cboe,s,c,spx,spx,4200,159.7,150,c,b,bmls,103.5,undefined,259416
04/16/21,PHLX,B,P,600,COP,COP,6,2021,50.0000,2.440000,C,C,                                                  ,,210,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,60.0000,.0000,.0000,60.0000,149909923,4/16/2021,phlx,b,p,cop,cop,50,2.44,600,c,c,210,60,undefined,259683
04/16/21,PHLX,B,P,400,FTCH,FTCH,10,2021,50.0000,8.400000,C,C,                                                  ,,210,,551,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,40.0000,.0000,.0000,40.0000,149890402,4/16/2021,phlx,b,p,ftch,ftch,50,8.4,400,c,c,210,40,undefined,259328
04/19/21,AMEX,B,P,1000,AAL,AAL,6,2021,21.0000,1.400000,C,C,2223466319,,E35J,,608,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,150216858,4/19/2021,amex,b,p,aal,aal,21,1.4,1000,c,c,e35j,100,undefined,259991
04/19/21,AMEX,B,P,125,IBM,IBM,5,2021,133.0000,4.650000,C,C,2222825419,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,12.5000,.0000,.0000,12.5000,150121310,4/19/2021,amex,b,p,ibm,ibm,133,4.65,125,c,c,e35j,12.5,undefined,259728
04/19/21,AMEX,B,P,500,IWM,IWM,12,2022,180.0000,12.000000,C,C,2223349819,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,50.0000,.0000,.0000,50.0000,150137988,4/19/2021,amex,b,p,iwm,iwm,180,12,500,c,c,e35j,50,undefined,259946
04/19/21,AMEX,B,P,1000,IWM,IWM,12,2022,210.0000,21.340000,C,C,2222989119,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,100.0000,.0000,.0000,100.0000,150139225,4/19/2021,amex,b,p,iwm,iwm,210,21.34,2450,c,c,e35j,245,undefined,259813
04/19/21,AMEX,B,P,175,MRVL,MRVL,1,2022,42.0000,3.820000,C,P,2223286519,,E35J,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,17.5000,43.7500,.0000,61.2500,150230242,4/19/2021,amex,b,p,mrvl,mrvl,42,3.83,350,c,p,e35j,122.5,undefined,259919
04/19/21,AMEX,B,P,70,MTB,MTB,1,2022,150.0000,15.000000,C,P,2222786819,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,7.0000,17.5000,.0000,24.5000,150088318,4/19/2021,amex,b,p,mtb,mtb,150,15,70,c,p,e35j,24.5,undefined,259714
04/19/21,BOSTON,B,P,200,NIO,NIO,1,2022,37.0000,8.850000,C,F,BOXNYC829,,0938,,010,792,oscarg,oscarg,,,,,,Y,,,,A,.100000000000000,20.0000,30.0000,.0000,50.0000,150169531,4/19/2021,boston,b,p,nio,nio,37,8.85,200,c,f,0938,50,undefined,259752
04/19/21,CBOE,B,C,6,SPX,SPX,6,2021,4150.0000,103.000000,C,P,62110900111,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,.6000,3.5400,.0000,4.1400,150174035,4/19/2021,cboe,b,c,spx,spx,4150,103,6,c,p,bmls,4.14,undefined,260030
04/19/21,CBOE,B,P,150,SPX,SPX,9,2021,2900.0000,19.900000,C,P,62110900111,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,15.0000,88.5000,.0000,103.5000,150174072,4/19/2021,cboe,b,p,spx,spx,2900,19.9,150,c,p,bmls,103.5,undefined,260029
04/19/21,PHLX,B,C,70,ZM,ZM,8,2021,320.0000,36.200000,C,C,                                                  ,,210,,273,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,7.0000,.0000,.0000,7.0000,150231570,4/19/2021,phlx,b,c,zm,zm,320,36.2,70,c,c,210,7,undefined,259911
04/20/21,AMEX,B,C,100,AVGO,AVGO,6,2021,470.0000,16.000000,C,P,2224295420,,E35J,,444,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,150376175,4/20/2021,amex,b,c,avgo,avgo,470,16,100,c,p,e35j,35,undefined,260481
04/20/21,AMEX,B,P,850,IWM,IWM,12,2022,180.0000,13.100000,C,C,2224442620,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,85.0000,.0000,.0000,85.0000,150449900,4/20/2021,amex,b,p,iwm,iwm,180,13.1,850,c,c,e35j,85,undefined,260799
04/20/21,AMEX,B,P,1800,IWM,IWM,12,2022,180.0000,13.100000,C,P,2224448720,,E35J,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,C,.100000000000000,180.0000,.0000,.0000,180.0000,150449912,4/20/2021,amex,b,p,iwm,iwm,180,13.1,1800,c,p,e35j,180,undefined,260801
04/20/21,AMEX,B,P,650,NIO,NIO,9,2021,35.0000,5.150000,C,C,2224554120,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,65.0000,.0000,.0000,65.0000,150371965,4/20/2021,amex,b,p,nio,nio,35,5.15,650,c,c,e35j,65,undefined,260672
04/20/21,AMEX,S,P,100,PRU,PRU,1,2022,85.0000,6.000000,O,N,2224304120,,E35J,362,010,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,150335397,4/20/2021,amex,s,p,pru,pru,85,6,100,o,n,e35j,35,undefined,260503
04/20/21,AMEX,S,C,100,PRU,PRU,1,2022,105.0000,4.300000,O,N,2224304120,,E35J,362,010,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,10.0000,25.0000,.0000,35.0000,150333025,4/20/2021,amex,s,c,pru,pru,105,4.3,100,o,n,e35j,35,undefined,260504
04/20/21,BOSTON,B,P,1000,IWM,IWM,5,2021,195.0000,1.390000,C,C,BOXNYC7546,,0938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.100000000000000,100.0000,-500.0000,.0000,-400.0000,150362519,4/20/2021,boston,b,p,iwm,iwm,195,1.39,1550,c,c,0938,-620,undefined,260521
04/20/21,BOSTON,B,P,1000,IWM,IWM,5,2021,198.0000,1.780000,C,C,BOXNYC7546,,0938,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,R,.100000000000000,100.0000,-500.0000,.0000,-400.0000,150363418,4/20/2021,boston,b,p,iwm,iwm,198,1.78,1550,c,c,0938,-620,undefined,260523
04/20/21,CBOE,B,P,200,SPX,SPX,9,2021,1400.0000,1.600000,C,P,52111000095,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,20.0000,118.0000,.0000,138.0000,150336056,4/20/2021,cboe,b,p,spx,spx,1400,1.6,750,c,p,bmls,517.5,undefined,260308
04/20/21,CBOE,B,P,100,SPX,SPX,1,2022,1000.0000,2.150000,C,P,521110001AX,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,10.0000,59.0000,.0000,69.0000,150316182,4/20/2021,cboe,b,p,spx,spx,1000,2.15,100,c,p,bmls,69,undefined,260703
04/20/21,PHLX,B,P,75,BIIB,BIIB,10,2021,270.0000,33.000000,C,P,                                                  ,,210,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,7.5000,18.7500,.0000,26.2500,150460919,4/20/2021,phlx,b,p,biib,biib,270,33,75,c,p,210,26.25,undefined,260418
04/21/21,AMEX,S,P,300,AAL,AAL,6,2021,18.0000,.650000,O,N,2225127221,,E35J,895,695,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,30.0000,60.0000,.0000,90.0000,150558173,4/21/2021,amex,s,p,aal,aal,18,0.65,300,o,n,e35j,90,undefined,261142
04/21/21,AMEX,B,P,348,PINS,PINS,1,2023,65.0000,16.250000,C,C,2225371821,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,34.8000,.0000,.0000,34.8000,150569902,4/21/2021,amex,b,p,pins,pins,65,16.25,348,c,c,e35j,34.8,undefined,261309
04/21/21,BOSTON,S,C,350,CVX,CVX,1,2023,125.0000,5.200000,C,N,BOXNYC10440,,0938,362,010,792,oscarg,oscarg,,,,,,Y,,,,A,.100000000000000,35.0000,52.5000,.0000,87.5000,150660843,4/21/2021,boston,s,c,cvx,cvx,125,5.2,350,c,n,0938,87.5,undefined,261237
04/21/21,BOSTON,S,C,200,CVX,CVX,1,2023,125.0000,5.200000,C,C,BOXNYC10440,,0938,,608,792,oscarg,oscarg,,,,,,Y,,,,A,.100000000000000,20.0000,.0000,.0000,20.0000,150660800,4/21/2021,boston,s,c,cvx,cvx,125,5.2,200,c,c,0938,20,undefined,261239
04/21/21,BOSTON,B,P,1500,IWM,IWM,12,2023,190.0000,19.580000,C,B,BOXNYC7087,,0938,,284,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,A,.100000000000000,150.0000,-450.0000,.0000,-300.0000,150663686,4/21/2021,boston,b,p,iwm,iwm,190,19.58,1500,c,b,0938,-300,undefined,261106
04/21/21,BOSTON,S,C,1000,IWM,IWM,12,2023,275.0000,9.170000,C,B,BOXNYC7087,,0938,,284,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,A,.100000000000000,100.0000,-300.0000,.0000,-200.0000,150663867,4/21/2021,boston,s,c,iwm,iwm,275,9.17,1000,c,b,0938,-200,undefined,261110
04/21/21,CBOE,B,P,1000,SPX,SPX,9,2021,800.0000,.350000,C,P,52111100046,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,100.0000,590.0000,.0000,690.0000,150576414,4/21/2021,cboe,b,p,spx,spx,800,0.35,3000,c,p,bmls,2070,undefined,260888
04/21/21,PHLX,S,C,250,CCL,CCL,1,2022,25.0000,5.750000,C,C,                                                  ,,210,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,25.0000,.0000,.0000,25.0000,150633610,4/21/2021,phlx,s,c,ccl,ccl,25,5.75,350,c,c,210,35,undefined,261194
04/21/21,PHLX,B,C,100,CCL,CCL,1,2022,25.0000,5.750000,C,C,                                                  ,,210,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,10.0000,.0000,.0000,10.0000,150633607,4/21/2021,phlx,b,c,ccl,ccl,25,5.75,100,c,c,210,10,undefined,261192
04/21/21,PHLX,B,P,20,LRCX,LRCX,1,2023,420.0000,36.850000,C,C,                                                  ,,210,,551,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,2.0000,.0000,.0000,2.0000,150674499,4/21/2021,phlx,b,p,lrcx,lrcx,420,36.85,20,c,c,210,2,undefined,261124
04/21/21,PHLX,S,P,20,LRCX,LRCX,1,2023,420.0000,36.850000,C,C,                                                  ,,210,,444,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,2.0000,.0000,.0000,2.0000,150674576,4/21/2021,phlx,s,p,lrcx,lrcx,420,36.85,30,c,c,210,3,undefined,261128
04/21/21,PHLX,B,P,33,NDX,NDX,6,2021,13775.0000,473.100000,C,B,                                                  ,,210,,284,792,oscarg,oscarg,,,,,index_ndx,,,,,N,.100000000000000,3.3000,33.0000,.0000,36.3000,150614605,4/21/2021,phlx,b,p,ndx,ndx,13775,473.1,33,c,b,210,36.3,undefined,275740
04/21/21,PHLX,S,P,33,NDX,NDX,6,2021,13775.0000,473.100000,C,C,                                                  ,,210,,551,792,oscarg,oscarg,,,,,index_ndx,,,,,N,.100000000000000,3.3000,.0000,.0000,3.3000,150615158,4/21/2021,phlx,s,p,ndx,ndx,13775,473.1,33,c,c,210,3.3,undefined,275744
04/21/21,PHLX,B,P,200,NDX,NDX,12,2021,10600.0000,245.600000,C,B,                                                  ,,210,,284,792,oscarg,oscarg,,,,,index_ndx,,,,,N,.100000000000000,20.0000,200.0000,.0000,220.0000,150613371,4/21/2021,phlx,b,p,ndx,ndx,10600,245.6,200,c,b,210,220,undefined,275738
04/21/21,PHLX,S,P,200,NDX,NDX,12,2021,10600.0000,245.600000,C,C,                                                  ,,210,,551,792,oscarg,oscarg,,,,,index_ndx,,,,,N,.100000000000000,20.0000,.0000,.0000,20.0000,150613954,4/21/2021,phlx,s,p,ndx,ndx,10600,245.6,200,c,c,210,20,undefined,275742
04/21/21,PHLX,B,P,68,NDX,NDX,12,2021,14500.0000,1386.500000,C,C,                                                  ,,210,,551,792,oscarg,oscarg,,,,,index_ndx,,,,,N,.100000000000000,6.8000,.0000,.0000,6.8000,150615600,4/21/2021,phlx,b,p,ndx,ndx,14500,1386.53,100,c,c,210,10,undefined,275737
04/21/21,PHLX,S,P,68,NDX,NDX,12,2021,14500.0000,1386.500000,C,B,                                                  ,,210,,284,792,oscarg,oscarg,,,,,index_ndx,,,,,N,.100000000000000,6.8000,68.0000,.0000,74.8000,150616378,4/21/2021,phlx,s,p,ndx,ndx,14500,1386.53,100,c,b,210,110,undefined,275741
04/22/21,AMEX,S,P,50,COST,COST,1,2023,300.0000,15.150000,C,C,2225975322,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,5.0000,.0000,.0000,5.0000,150898240,4/22/2021,amex,s,p,cost,cost,300,15.15,50,c,c,e35j,5,undefined,261583
04/22/21,AMEX,S,C,250,QQQ,QQQ,4,2021,335.0000,1.590000,C,P,2226227222,,E35J,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,.100000000000000,25.0000,62.5000,.0000,87.5000,150848056,4/22/2021,amex,s,c,qqq,qqq,335,1.59,250,c,p,e35j,87.5,undefined,261719
04/22/21,AMEX,B,C,250,QQQ,QQQ,4,2021,340.0000,.170000,C,P,2226227222,,E35J,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,.100000000000000,25.0000,62.5000,.0000,87.5000,150848092,4/22/2021,amex,b,c,qqq,qqq,340,0.17,250,c,p,e35j,87.5,undefined,261717
04/22/21,AMEX,B,P,8000,X,X,7,2021,18.0000,.780000,C,C,2225943022,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,800.0000,.0000,.0000,800.0000,150787142,4/22/2021,amex,b,p,x,x,18,0.78,8000,c,c,e35j,800,undefined,261563
04/22/21,AMEX,B,P,4000,X,X,7,2021,18.0000,.780000,C,P,2225943022,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,C,.100000000000000,400.0000,.0000,.0000,400.0000,150892724,4/22/2021,amex,b,p,x,x,18,0.78,4000,c,p,e35j,400,undefined,261565
04/22/21,BOSTON,B,P,500,IQ,IQ,1,2022,17.5000,4.640000,C,P,BOXNYC1039,,0938,,352,792,oscarg,oscarg,,,,,,Y,,,,A,.100000000000000,50.0000,75.0000,.0000,125.0000,150765855,4/22/2021,boston,b,p,iq,iq,17.5,4.64,500,c,p,0938,125,undefined,261426
04/22/21,BOSTON,S,P,750,SLV,SLV,1,2022,22.0000,1.430000,C,C,BOXNYC2481,,0938,,615,792,oscarg,oscarg,,,,,etf,Y,,,,R,.100000000000000,75.0000,-375.0000,.0000,-300.0000,150760821,4/22/2021,boston,s,p,slv,slv,22,1.43,2000,c,c,0938,-800,undefined,261535
04/22/21,BOSTON,S,C,750,SLV,SLV,1,2022,26.0000,2.110000,C,C,BOXNYC2481,,0938,,615,792,oscarg,oscarg,,,,,etf,Y,,,,R,.100000000000000,75.0000,-375.0000,.0000,-300.0000,150761196,4/22/2021,boston,s,c,slv,slv,26,2.11,2000,c,c,0938,-800,undefined,261536
04/22/21,CBOE,B,P,2,SPX,SPX,6,2021,4130.0000,104.500000,C,P,521112000UU,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.2000,1.1800,.0000,1.3800,150817474,4/22/2021,cboe,b,p,spx,spx,4130,104.5,2,c,p,bmls,1.38,undefined,261698
04/22/21,CBOE,B,P,125,SPX,SPX,7,2021,3825.0000,61.200000,C,P,521112000UU,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,12.5000,73.7500,.0000,86.2500,150817742,4/22/2021,cboe,b,p,spx,spx,3825,61.2,125,c,p,bmls,86.25,undefined,261699
04/22/21,CBOE,B,C,125,SPX,SPX,7,2021,4250.0000,69.000000,C,P,521112000UU,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,12.5000,73.7500,.0000,86.2500,150817303,4/22/2021,cboe,b,c,spx,spx,4250,69,125,c,p,bmls,86.25,undefined,261696
04/23/21,AMEX,B,P,500,IWM,IWM,12,2022,185.0000,12.100000,C,C,2227154223,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,50.0000,.0000,.0000,50.0000,151007001,4/23/2021,amex,b,p,iwm,iwm,185,12.1,500,c,c,e35j,50,undefined,262262
04/23/21,AMEX,B,P,1500,KRE,KRE,1,2023,57.0000,5.440000,C,C,2226912723,,E35J,,551,792,oscarg,oscarg,,,,,etf,Y,,,,C,.100000000000000,150.0000,.0000,.0000,150.0000,151116742,4/23/2021,amex,b,p,kre,kre,57,5.44,1500,c,c,e35j,150,undefined,262110
04/23/21,AMEX,S,P,900,PRU,PRU,1,2022,80.0000,3.700000,C,P,2226891423,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,90.0000,225.0000,.0000,315.0000,151055960,4/23/2021,amex,s,p,pru,pru,80,3.7,900,c,p,e35j,315,undefined,262092
04/23/21,AMEX,S,C,450,PRU,PRU,1,2022,120.0000,2.050000,C,P,2226891423,,E35J,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,45.0000,112.5000,.0000,157.5000,151056210,4/23/2021,amex,s,c,pru,pru,120,2.05,450,c,p,e35j,157.5,undefined,262090
04/23/21,AMEX,S,P,1500,QQQ,QQQ,6,2021,300.0000,2.480000,C,C,2226768123,,E35J,,551,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,C,.100000000000000,150.0000,.0000,.0000,150.0000,151078878,4/23/2021,amex,s,p,qqq,qqq,300,2.48,1875,c,c,e35j,187.5,undefined,275836
04/23/21,AMEX,B,P,900,QQQ,QQQ,6,2022,280.0000,13.750000,C,B,2227077323,,E35J,,284,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,C,.100000000000000,90.0000,180.0000,.0000,270.0000,151028546,4/23/2021,amex,b,p,qqq,qqq,280,13.75,900,c,b,e35j,270,undefined,262210
04/23/21,AMEX,B,P,265,TDOC,TDOC,1,2022,165.0000,18.300000,C,P,2226492923,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,26.5000,66.2500,.0000,92.7500,151129107,4/23/2021,amex,b,p,tdoc,tdoc,165,18.3,265,c,p,e35j,92.75,undefined,261964
04/23/21,AMEX,B,P,50,TDOC,TDOC,1,2022,165.0000,18.300000,C,C,2226492923,,E35J,,273,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,5.0000,.0000,.0000,5.0000,151047043,4/23/2021,amex,b,p,tdoc,tdoc,165,18.3,50,c,c,e35j,5,undefined,261966
04/23/21,AMEX,S,P,750,TSN,TSN,1,2022,70.0000,3.340000,C,P,2226964423,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,75.0000,187.5000,.0000,262.5000,151099110,4/23/2021,amex,s,p,tsn,tsn,70,3.34,750,c,p,e35j,262.5,undefined,262155
04/23/21,AMEX,S,C,500,TSN,TSN,1,2022,90.0000,2.540000,C,P,2226964423,,E35J,,352,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,50.0000,125.0000,.0000,175.0000,151098815,4/23/2021,amex,s,c,tsn,tsn,90,2.54,500,c,p,e35j,175,undefined,262153
04/23/21,BOSTON,B,P,7000,GE,GE,6,2021,13.0000,.540000,C,C,BOXNYC18338,,0938,,551,792,oscarg,oscarg,,,,,,Y,,,,R,.100000000000000,700.0000,-1400.0000,.0000,-700.0000,151043739,4/23/2021,boston,b,p,ge,ge,13,0.54,7800,c,c,0938,-620,undefined,262028
04/23/21,BOSTON,B,P,2000,GE,GE,1,2022,12.0000,.940000,C,C,BOXNYC874,,0938,,551,792,oscarg,oscarg,,,,,,Y,,,,A,.100000000000000,200.0000,.0000,.0000,200.0000,151065151,4/23/2021,boston,b,p,ge,ge,12,0.94,2000,c,c,0938,200,undefined,261870
04/23/21,BOSTON,B,P,1450,MLCO,MLCO,1,2022,18.0000,2.000000,C,P,BOXNYC10781,,0938,,352,792,oscarg,oscarg,,,,,,,,,,A,.100000000000000,145.0000,217.5000,.0000,362.5000,151084671,4/23/2021,boston,b,p,mlco,mlco,18,2,1450,c,p,0938,362.5,undefined,261946
04/23/21,BOSTON,B,P,100,MU,MU,10,2021,75.0000,4.850000,C,C,BOXNYC1124,,0938,,551,792,oscarg,oscarg,,,,,,Y,,,,A,.100000000000000,10.0000,.0000,.0000,10.0000,151095029,4/23/2021,boston,b,p,mu,mu,75,4.85,100,c,c,0938,10,undefined,261899
04/23/21,PHLX,S,P,525,AFL,AFL,1,2022,45.0000,1.450000,C,P,                                                  ,,210,,352,792,oscarg,oscarg,,,,,,,,,,N,.100000000000000,52.5000,131.2500,.0000,183.7500,151108314,4/23/2021,phlx,s,p,afl,afl,45,1.45,525,c,p,210,183.75,undefined,262119
04/26/21,AMEX,S,P,600,IWM,IWM,12,2022,120.0000,2.850000,C,C,2227659826,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,60.0000,.0000,.0000,60.0000,151349237,4/26/2021,amex,s,p,iwm,iwm,120,2.85,600,c,c,e35j,60,undefined,262626
04/26/21,AMEX,B,P,600,IWM,IWM,12,2022,230.0000,27.700000,C,C,2227659826,,E35J,,551,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,N,.100000000000000,60.0000,.0000,.0000,60.0000,151349081,4/26/2021,amex,b,p,iwm,iwm,230,27.7,600,c,c,e35j,60,undefined,262622
04/26/21,BOSTON,B,P,1500,IWM,IWM,12,2021,225.0000,16.150000,C,P,BOXNYC683,,0938,,444,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,A,.100000000000000,150.0000,-450.0000,.0000,-300.0000,151359113,4/26/2021,boston,b,p,iwm,iwm,225,16.15,1500,c,p,0938,-300,undefined,262424
04/26/21,PHLX,S,P,1000,HPQ,HPQ,9,2021,20.0000,.150000,C,C,                                                  ,,210,,111,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,100.0000,.0000,.0000,100.0000,151277613,4/26/2021,phlx,s,p,hpq,hpq,20,0.15,1000,c,c,210,100,undefined,262457
04/27/21,AMEX,B,P,675,QQQ,QQQ,12,2021,320.0000,17.600000,C,P,2228329327,,E35J,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,.100000000000000,67.5000,168.7500,.0000,236.2500,151471792,4/27/2021,amex,b,p,qqq,qqq,320,17.6,675,c,p,e35j,236.25,undefined,263050
04/27/21,AMEX,B,C,675,QQQ,QQQ,12,2021,370.0000,11.000000,C,P,2228329327,,E35J,,444,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,N,.100000000000000,67.5000,168.7500,.0000,236.2500,151475917,4/27/2021,amex,b,c,qqq,qqq,370,11,675,c,p,e35j,236.25,undefined,263051
04/27/21,AMEX,S,P,75,TXN,TXN,1,2022,175.0000,13.100000,O,N,2228473427,,E35J,362,010,792,oscarg,oscarg,,,,,,Y,,,,N,.100000000000000,7.5000,18.7500,.0000,26.2500,151543244,4/27/2021,amex,s,p,txn,txn,175,13.1,75,o,n,e35j,26.25,undefined,263124
04/27/21,BOSTON,B,P,500,AMD,AMD,5,2021,83.0000,2.820000,C,C,BOXNYC11093,,0938,,608,792,oscarg,oscarg,,,,,,Y,,,,R,.100000000000000,50.0000,.0000,.0000,50.0000,151499349,4/27/2021,boston,b,p,amd,amd,83,2.82,1000,c,c,0938,70,undefined,263261
