GIVEUP,USER,EXCHANGE,SYMBOL,EXPIRATION,STRIKE,C/P,B/S,FILLED QTY,PREMIUM,DATE,ORDER TYPE,CMTA FIRM,RANGE,ACCOUNT,COMPANY,DEST COMPANY,ELECTRONIC,LEG NUMBER,USER QTY,FIX QTY,HANDLING,CONNECTION,SECURITY TYPE,CROSSING,PENNY,SYMBOL TYPE,PTMID,LINK EXCH,ParentExDestination,ORDERID,REPORTID,CL_ORD_ID,LiquidityFlag,Open_Close,cross_type,custom_billing_tag,BPCR,BPCR$,LF,LF$,MDPT,MDPT$,CAT,CAT$,TOTAL COMMISSIONS,TOTAL EXCHANGE FEES
411,oscargruss|WH59,BOX,FB,19/02/2021, $350.00 ,C,SELL,"1,000", $0.80 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,1,Equity,0,B,ISTG,388042503,1336240425,21442112,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   
411,oscargruss|WH59,BOX,FB,19/02/2021, $240.00 ,P,BUY,"1,000", $4.45 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,B,ISTG,388042503,1336240424,21442112,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss2|Parallaxobo,AMEX,GDX,18/06/2021, $45.00 ,C,SELL,"1,350", $1.89 ,04/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,03-May,0,0,129,,Option,0,1,ETF,0,A,ISTG,388045598,1336269575,21445627,,O,,,0.025,33.75, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss2|Parallaxobo,AMEX,GDX,18/06/2021, $30.00 ,P,SELL,"1,350", $0.86 ,04/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,02-May,0,0,129,,Option,0,1,ETF,0,A,ISTG,388045598,1336269576,21445627,,O,,,0.025,33.75, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss2|Parallaxobo,AMEX,GDX,21/01/2022, $45.00 ,C,SELL,"1,350", $3.70 ,04/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,05-May,0,0,129,,Option,0,1,ETF,0,A,ISTG,388045598,1336269574,21445627,,O,,,0.025,33.75, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss2|Parallaxobo,AMEX,GDX,21/01/2022, $30.00 ,P,SELL,"1,350", $2.20 ,04/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,04-May,0,0,129,,Option,0,1,ETF,0,A,ISTG,388045598,1336269577,21445627,,O,,,0.025,33.75, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss2|Parallaxobo,AMEX,IFF,19/02/2021, $150.00 ,C,SELL,"1,000", $0.10 ,04/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,0,Equity,0,A,ISTG,388047965,1336296900,21448627,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss|Parallaxobo,AMEX,IFF,19/02/2021, $150.00 ,C,SELL,500, $0.92 ,04/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,0,Equity,0,A,ISTG,388045665,1336270642,21445711,,O,,,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss2|Parallaxobo,AMEX,IFF,19/02/2021, $150.00 ,P,BUY,"1,000", $46.95 ,04/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,0,Equity,0,A,ISTG,388047965,1336296902,21448627,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss|Parallaxobo,AMEX,IFF,19/02/2021, $150.00 ,P,BUY,500, $47.00 ,04/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,0,Equity,0,A,ISTG,388045665,1336270643,21445711,,O,,,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss|Parallaxobo,AMEX,PCAR,20/08/2021, $92.50 ,C,SELL,300, $4.10 ,04/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,0,Equity,0,A,ISTG,388046488,1336280364,21446677,,O,,,0.025,7.5, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss|Parallaxobo,AMEX,PCAR,20/08/2021, $70.00 ,P,SELL,300, $2.50 ,04/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,0,Equity,0,A,ISTG,388046488,1336280362,21446677,,O,,,0.025,7.5, -   , -   , -   , -   , -   , -   , -   , -   
161,oscargruss|xyuobo,AMEX,SNOW,19/02/2021, $225.00 ,P,SELL,200, $6.00 ,04/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388047157,1336287450,21447577,,O,,,0.025,5, -   , -   , -   , -   , -   , -   , -   , -   
411,dfilippidis|IL59,CBOE,SPX,19/03/2021," $3,680.00 ",C,SELL,10, $146.00 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,04-Apr,0,0,129,,Option,0,0,Index,0,C,ISTG,388047829,1336295819,21448444,,O,,,0.025,0.25, -   , -   , -   , -   , -   , -   , -   , -   
411,oscargruss2|IL59,CBOE,SPX,19/03/2021," $3,685.00 ",C,SELL,72, $147.50 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,0,Index,0,C,ISTG,388048629,1336303967,21449385,,O,,,0.025,1.8, -   , -   , -   , -   , -   , -   , -   , -   
411,dfilippidis|YWL,CBOE,SPX,19/03/2021," $3,695.00 ",C,SELL,15, $139.00 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Mar,0,0,129,,Option,0,0,Index,0,C,ISTG,388044557,1336259410,21444472,,O,,,0.025,0.375, -   , -   , -   , -   , -   , -   , -   , -   
411,dfilippidis|IL59,CBOE,SPX,19/03/2021," $3,680.00 ",P,BUY,10, $148.00 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,03-Apr,0,0,129,,Option,0,0,Index,0,C,ISTG,388047829,1336295820,21448444,,O,,,0.025,0.25, -   , -   , -   , -   , -   , -   , -   , -   
411,oscargruss2|IL59,CBOE,SPX,19/03/2021," $3,685.00 ",P,BUY,72, $143.50 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,0,Index,0,C,ISTG,388048629,1336303965,21449385,,O,,,0.025,1.8, -   , -   , -   , -   , -   , -   , -   , -   
411,dfilippidis|YWL,CBOE,SPX,19/03/2021," $3,695.00 ",P,BUY,15, $146.00 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,0,Index,0,C,ISTG,388044557,1336259411,21444472,,O,,,0.025,0.375, -   , -   , -   , -   , -   , -   , -   , -   
411,dfilippidis|YWL,CBOE,SPX,18/03/2022," $3,300.00 ",P,SELL,50, $237.80 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,0,Index,0,C,ISTG,388044557,1336259412,21444472,,O,,,0.025,1.25, -   , -   , -   , -   , -   , -   , -   , -   
411,dfilippidis|IL59,CBOE,SPXW,11/01/2021," $3,200.00 ",P,BUY,"2,000", $1.80 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Apr,0,0,129,,Option,0,0,Index,0,C,ISTG,388047829,1336295821,21448444,,O,,,0.025,50, -   , -   , -   , -   , -   , -   , -   , -   
