Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID
04/01/21,CBOE,B,P,100,SPX,SPX,5,2021,3900.0000,57.150000,C,B,521910007H,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,10.0000,59.0000,.0000,69.0000,147573413
04/01/21,CBOE,B,P,100,SPX,SPX,5,2021,3900.0000,57.150000,C,B,521910007H,,XCHG,,586,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,10.0000,59.0000,.0000,69.0000,147619639
04/01/21,CBOE,B,P,15,SPX,SPX,6,2021,3995.0000,115.000000,C,B,521910007H,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,1.5000,8.8500,.0000,10.3500,147573703
04/01/21,CBOE,B,P,15,SPX,SPX,6,2021,3995.0000,115.000000,C,B,521910007H,,XCHG,,586,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,1.5000,8.8500,.0000,10.3500,147619510
04/01/21,CBOE,S,P,50,SPX,SPXW,4,2021,3850.0000,13.450000,C,P,521910010N,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,5.0000,29.5000,.0000,34.5000,147598824
04/01/21,CBOE,S,C,200,VIX,VIX,5,2021,22.0000,2.900000,C,P,62191000S0,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,,R,.100000000000000,20.0000,100.0000,.0000,120.0000,147627795
04/01/21,CBOE,B,P,200,VIX,VIX,5,2021,22.0000,2.600000,C,P,62191000S0,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,,R,.100000000000000,20.0000,100.0000,.0000,120.0000,147627520
04/01/21,CBOE,B,C,400,VIX,VIX,5,2021,40.0000,.800000,C,P,62191000S0,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,,R,.100000000000000,40.0000,200.0000,.0000,240.0000,147627314
04/01/21,CBOE,B,C,400,VIX,VIX,5,2021,80.0000,.100000,C,P,62191000S0,,BMLS,,444,792,oscarg,oscarg,,,,,index_vix,,,,,R,.100000000000000,40.0000,200.0000,.0000,240.0000,147627488
04/07/21,BOSTON,B,P,75,ILMN,ILMN,1,2022,380.0000,42.600000,O,C,BOXNYC4033,,0938,,551,792,oscarg,oscarg,,,,,,,,,,A,.100000000000000,7.5000,.0000,.0000,7.5000,148208393
04/07/21,BOSTON,B,P,1000,IWM,IWM,12,2023,185.0000,17.350000,C,B,BOXNYC8124,,0938,,284,792,oscarg,oscarg,,,,,etf_iwm,Y,,,,A,.100000000000000,100.0000,-300.0000,.0000,-200.0000,148294787
04/07/21,CBOE,B,P,25,SPX,SPX,9,2021,2200.0000,7.500000,C,P,62197000CX,,XCHG,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,2.5000,14.7500,.0000,17.2500,148241624
04/07/21,CBOE,B,P,25,SPX,SPX,9,2021,2200.0000,7.500000,C,P,62197000CX,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,2.5000,14.7500,.0000,17.2500,148246534
04/09/21,PHLX,S,C,900,QQQ,QQQ,1,2023,400.0000,15.850000,C,B,                                                  ,,210,,284,792,oscarg,oscarg,,,,,etf_qqq,Y,,,,R,.100000000000000,90.0000,180.0000,.0000,270.0000,148733416
