Trade Date,Exch,B/S,P/C,Qty,Class,Sym,Mo,Yr,Strike,Price,O/C,CFM,optional data,client_order_ID,Ex Brok,MM ID,CMTA,Ex Firm,Client ID,Billing ID,Account,Trader,compID,cust_ID,Product Code,Penny,parent_type,ise_mt,phlx_mt,Liquidity,Exec Rate,Exec Charge,Exch Trans Fees,OCC Clrg Fees,Total Charges,transaction_ID,modifiedTradeDate,modifiedExch,modifiedBS,modifiedPC,modifiedClass,modifiedSym,modifiedStrike,modifiedPrice,modifiedQty,modifiedOC,modifiedCFM,modifiedExBrok,modifiedTotalCharges
08/03/21,CBOE,S,P,186,VIX,VIX,8,2021,19.0000,1.120000,C,C,621215000G4,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,R,.100000000000000,18.6000,55.8000,.0000,74.4000,168138048,8/3/2021,cboe,s,p,vix,vix,19,1.12,186,c,c,bmls,74.4
08/03/21,CBOE,S,P,200,VIX,VIX,8,2021,19.0000,1.110000,C,C,621215000G6,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,20.0000,60.0000,.0000,80.0000,168137924,8/3/2021,cboe,s,p,vix,vix,19,1.11,200,c,c,bmls,80
08/03/21,CBOE,S,P,200,VIX,VIX,8,2021,19.0000,1.110000,C,C,621215000G6,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,R,.100000000000000,20.0000,60.0000,.0000,80.0000,168137970,8/3/2021,cboe,s,p,vix,vix,19,1.11,200,c,c,bmls,80
08/03/21,CBOE,S,P,100,VIX,VIX,8,2021,19.0000,1.110000,C,C,621215000G6,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,10.0000,30.0000,.0000,40.0000,168137804,8/3/2021,cboe,s,p,vix,vix,19,1.11,100,c,c,bmls,40
08/03/21,CBOE,S,P,500,VIX,VIX,8,2021,19.0000,1.110000,C,C,621215000G8,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,50.0000,150.0000,.0000,200.0000,168138000,8/3/2021,cboe,s,p,vix,vix,19,1.11,500,c,c,bmls,200
08/04/21,CBOE,B,P,300,SPX,SPX,12,2021,1475.0000,1.700000,C,P,521216000FR,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,30.0000,177.0000,.0000,207.0000,168330369,8/4/2021,cboe,b,p,spx,spx,1475,1.7,300,c,p,bmls,207
08/04/21,CBOE,B,P,200,SPX,SPX,12,2021,1475.0000,1.700000,C,P,521216000FR,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,20.0000,118.0000,.0000,138.0000,168330129,8/4/2021,cboe,b,p,spx,spx,1475,1.7,200,c,p,bmls,138
08/04/21,CBOE,B,P,200,SPX,SPX,12,2021,1475.0000,1.700000,C,P,521216000FR,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,20.0000,118.0000,.0000,138.0000,168330235,8/4/2021,cboe,b,p,spx,spx,1475,1.7,200,c,p,bmls,138
08/04/21,CBOE,B,P,100,SPX,SPX,12,2021,1475.0000,1.700000,C,P,521216000FR,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,10.0000,59.0000,.0000,69.0000,168330142,8/4/2021,cboe,b,p,spx,spx,1475,1.7,100,c,p,bmls,69
08/04/21,CBOE,B,P,100,SPX,SPX,12,2021,1475.0000,1.700000,C,P,521216000FR,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,10.0000,59.0000,.0000,69.0000,168330270,8/4/2021,cboe,b,p,spx,spx,1475,1.7,100,c,p,bmls,69
08/04/21,CBOE,B,P,100,SPX,SPX,12,2021,1475.0000,1.700000,C,P,521216000FR,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,10.0000,59.0000,.0000,69.0000,168330355,8/4/2021,cboe,b,p,spx,spx,1475,1.7,100,c,p,bmls,69
08/05/21,CBOE,S,P,420,SPX,SPX,10,2021,3975.0000,37.000000,C,P,~X6UO0AN2JQ1A,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,42.0000,247.8000,.0000,289.8000,168938906,8/5/2021,cboe,s,p,spx,spx,3975,37,420,c,p,bmls,289.8
08/05/21,CBOE,S,C,420,SPX,SPX,10,2021,4675.0000,13.000000,C,P,~X6UO0AN2JNU1,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,42.0000,247.8000,.0000,289.8000,168939043,8/5/2021,cboe,s,c,spx,spx,4675,13,420,c,p,bmls,289.8
08/06/21,CBOE,B,P,100,SPX,SPX,9,2021,3675.0000,6.650000,C,P,521218000E4,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,10.0000,59.0000,.0000,69.0000,168935515,8/6/2021,cboe,b,p,spx,spx,3675,6.65,100,c,p,bmls,69
08/06/21,CBOE,B,P,100,SPX,SPX,9,2021,3675.0000,6.650000,C,P,521218000E4,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,10.0000,59.0000,.0000,69.0000,168935518,8/6/2021,cboe,b,p,spx,spx,3675,6.65,100,c,p,bmls,69
08/06/21,CBOE,B,P,50,SPX,SPX,9,2021,3675.0000,6.650000,C,P,521218000E4,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,5.0000,29.5000,.0000,34.5000,168935423,8/6/2021,cboe,b,p,spx,spx,3675,6.65,50,c,p,bmls,34.5
08/06/21,CBOE,B,C,9,SPX,SPX,9,2021,4425.0000,76.500000,C,P,52121800081,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.9000,5.3100,.0000,6.2100,168932434,8/6/2021,cboe,b,c,spx,spx,4425,76.5,9,c,p,bmls,6.21
08/06/21,CBOE,S,P,9,SPX,SPX,9,2021,4425.0000,78.500000,C,P,52121800081,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.9000,5.3100,.0000,6.2100,168933171,8/6/2021,cboe,s,p,spx,spx,4425,78.5,9,c,p,bmls,6.21
08/06/21,CBOE,S,C,6,SPX,SPX,9,2021,4430.0000,76.200000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,.6000,3.5400,.0000,4.1400,169043929,8/6/2021,cboe,s,c,spx,spx,4430,76.2,6,c,p,bmls,4.14
08/06/21,CBOE,S,C,3,SPX,SPX,9,2021,4430.0000,76.200000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.3000,1.7700,.0000,2.0700,169043800,8/6/2021,cboe,s,c,spx,spx,4430,76.2,3,c,p,bmls,2.07
08/06/21,CBOE,S,C,3,SPX,SPX,9,2021,4430.0000,76.200000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.3000,1.7700,.0000,2.0700,169043859,8/6/2021,cboe,s,c,spx,spx,4430,76.2,3,c,p,bmls,2.07
08/06/21,CBOE,S,C,3,SPX,SPX,9,2021,4430.0000,76.200000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,.3000,1.7700,.0000,2.0700,169043944,8/6/2021,cboe,s,c,spx,spx,4430,76.2,3,c,p,bmls,2.07
08/06/21,CBOE,S,C,3,SPX,SPX,9,2021,4430.0000,76.200000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,.3000,1.7700,.0000,2.0700,169043948,8/6/2021,cboe,s,c,spx,spx,4430,76.2,3,c,p,bmls,2.07
08/06/21,CBOE,S,C,3,SPX,SPX,9,2021,4430.0000,76.200000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.3000,1.7700,.0000,2.0700,169056038,8/6/2021,cboe,s,c,spx,spx,4430,76.2,3,c,p,bmls,2.07
08/06/21,CBOE,S,C,3,SPX,SPX,9,2021,4430.0000,76.200000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.3000,1.7700,.0000,2.0700,169057087,8/6/2021,cboe,s,c,spx,spx,4430,76.2,3,c,p,bmls,2.07
08/06/21,CBOE,S,C,2,SPX,SPX,9,2021,4430.0000,76.200000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.2000,1.1800,.0000,1.3800,168938903,8/6/2021,cboe,s,c,spx,spx,4430,76.2,2,c,p,bmls,1.38
08/06/21,CBOE,S,C,2,SPX,SPX,9,2021,4430.0000,76.200000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.2000,1.1800,.0000,1.3800,169056046,8/6/2021,cboe,s,c,spx,spx,4430,76.2,2,c,p,bmls,1.38
08/06/21,CBOE,S,C,2,SPX,SPX,9,2021,4430.0000,76.200000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.2000,1.1800,.0000,1.3800,169056120,8/6/2021,cboe,s,c,spx,spx,4430,76.2,2,c,p,bmls,1.38
08/06/21,CBOE,B,C,2,SPX,SPX,9,2021,4430.0000,75.800000,C,P,521218000E4,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.2000,1.1800,.0000,1.3800,168935512,8/6/2021,cboe,b,c,spx,spx,4430,75.8,2,c,p,bmls,1.38
08/06/21,CBOE,B,C,2,SPX,SPX,9,2021,4430.0000,75.800000,C,P,521218000E4,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.2000,1.1800,.0000,1.3800,168935578,8/6/2021,cboe,b,c,spx,spx,4430,75.8,2,c,p,bmls,1.38
08/06/21,CBOE,B,C,1,SPX,SPX,9,2021,4430.0000,75.800000,C,P,521218000E4,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.1000,.5900,.0000,.6900,168935376,8/6/2021,cboe,b,c,spx,spx,4430,75.8,1,c,p,bmls,0.69
08/06/21,CBOE,S,C,100,SPX,SPX,9,2021,4525.0000,26.600000,C,P,52121800081,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,10.0000,59.0000,.0000,69.0000,168933701,8/6/2021,cboe,s,c,spx,spx,4525,26.6,100,c,p,bmls,69
08/06/21,CBOE,S,P,140,SPX,SPX,10,2021,3675.0000,16.900000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,14.0000,82.6000,.0000,96.6000,169056065,8/6/2021,cboe,s,p,spx,spx,3675,16.9,140,c,p,bmls,96.6
08/06/21,CBOE,S,P,94,SPX,SPX,10,2021,3675.0000,16.900000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,9.4000,55.4600,.0000,64.8600,168939052,8/6/2021,cboe,s,p,spx,spx,3675,16.9,94,c,p,bmls,64.86
08/06/21,CBOE,S,P,94,SPX,SPX,10,2021,3675.0000,16.900000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,9.4000,55.4600,.0000,64.8600,169056053,8/6/2021,cboe,s,p,spx,spx,3675,16.9,94,c,p,bmls,64.86
08/06/21,CBOE,S,P,92,SPX,SPX,10,2021,3675.0000,16.900000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,9.2000,54.2800,.0000,63.4800,169056036,8/6/2021,cboe,s,p,spx,spx,3675,16.9,92,c,p,bmls,63.48
08/06/21,CBOE,S,P,280,SPX,SPX,10,2021,3675.0000,17.000000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,28.0000,165.2000,.0000,193.2000,169043753,8/6/2021,cboe,s,p,spx,spx,3675,17,280,c,p,bmls,193.2
08/06/21,CBOE,S,P,140,SPX,SPX,10,2021,3675.0000,17.000000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,14.0000,82.6000,.0000,96.6000,169043921,8/6/2021,cboe,s,p,spx,spx,3675,17,140,c,p,bmls,96.6
08/06/21,CBOE,S,P,140,SPX,SPX,10,2021,3675.0000,17.000000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,14.0000,82.6000,.0000,96.6000,169044046,8/6/2021,cboe,s,p,spx,spx,3675,17,140,c,p,bmls,96.6
08/06/21,CBOE,S,P,140,SPX,SPX,10,2021,3675.0000,17.000000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,14.0000,82.6000,.0000,96.6000,169044089,8/6/2021,cboe,s,p,spx,spx,3675,17,140,c,p,bmls,96.6
08/06/21,CBOE,S,P,140,SPX,SPX,10,2021,3675.0000,17.000000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,14.0000,82.6000,.0000,96.6000,169044141,8/6/2021,cboe,s,p,spx,spx,3675,17,140,c,p,bmls,96.6
08/06/21,CBOE,S,P,140,SPX,SPX,10,2021,3675.0000,17.000000,C,P,5212180005D,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,14.0000,82.6000,.0000,96.6000,169056970,8/6/2021,cboe,s,p,spx,spx,3675,17,140,c,p,bmls,96.6
08/06/21,CBOE,B,C,100,SPX,SPX,10,2021,4630.0000,21.450000,C,P,52121800081,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,10.0000,59.0000,.0000,69.0000,168932492,8/6/2021,cboe,b,c,spx,spx,4630,21.45,100,c,p,bmls,69
08/06/21,CBOE,S,P,500,VIX,VIX,9,2021,18.0000,1.050000,C,C,6212180002J,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,50.0000,150.0000,.0000,200.0000,168950590,8/6/2021,cboe,s,p,vix,vix,18,1.05,500,c,c,bmls,200
08/06/21,CBOE,S,P,200,VIX,VIX,9,2021,18.0000,1.070000,C,C,621218000LA,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,20.0000,60.0000,.0000,80.0000,168950565,8/6/2021,cboe,s,p,vix,vix,18,1.07,200,c,c,bmls,80
08/06/21,CBOE,S,P,133,VIX,VIX,9,2021,18.0000,1.070000,C,C,621218000LA,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,13.3000,39.9000,.0000,53.2000,168950553,8/6/2021,cboe,s,p,vix,vix,18,1.07,133,c,c,bmls,53.2
08/06/21,CBOE,S,P,105,VIX,VIX,9,2021,18.0000,1.070000,C,C,621218000LA,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,10.5000,31.5000,.0000,42.0000,168950625,8/6/2021,cboe,s,p,vix,vix,18,1.07,105,c,c,bmls,42
08/06/21,CBOE,S,P,62,VIX,VIX,9,2021,18.0000,1.070000,C,C,621218000LA,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,6.2000,18.6000,.0000,24.8000,168950588,8/6/2021,cboe,s,p,vix,vix,18,1.07,62,c,c,bmls,24.8
08/06/21,CBOE,S,P,500,VIX,VIX,9,2021,19.0000,1.620000,C,C,6212180002J,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,50.0000,150.0000,.0000,200.0000,168950720,8/6/2021,cboe,s,p,vix,vix,19,1.62,500,c,c,bmls,200
08/06/21,CBOE,S,P,200,VIX,VIX,9,2021,19.0000,1.640000,C,C,621218000LA,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,20.0000,60.0000,.0000,80.0000,168950517,8/6/2021,cboe,s,p,vix,vix,19,1.64,200,c,c,bmls,80
08/06/21,CBOE,S,P,133,VIX,VIX,9,2021,19.0000,1.640000,C,C,621218000LA,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,13.3000,39.9000,.0000,53.2000,168950562,8/6/2021,cboe,s,p,vix,vix,19,1.64,133,c,c,bmls,53.2
08/06/21,CBOE,S,P,105,VIX,VIX,9,2021,19.0000,1.640000,C,C,621218000LA,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,10.5000,31.5000,.0000,42.0000,168950498,8/6/2021,cboe,s,p,vix,vix,19,1.64,105,c,c,bmls,42
08/06/21,CBOE,S,P,62,VIX,VIX,9,2021,19.0000,1.650000,C,C,621218000LA,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,6.2000,18.6000,.0000,24.8000,168950493,8/6/2021,cboe,s,p,vix,vix,19,1.65,62,c,c,bmls,24.8
08/13/21,CBOE,S,P,1,RUT,RUT,9,2021,2230.0000,59.500000,C,B,621225000WL,,BMLS,,284,792,oscarg,oscarg,,,,,index_rut,,,,,A,.100000000000000,.1000,.7000,.0000,.8000,170158680,8/13/2021,cboe,s,p,rut,rut,2230,59.5,1,c,b,bmls,0.8
08/13/21,CBOE,S,C,25,RUT,RUT,6,2023,2250.0000,232.700000,C,B,621225000WL,,BMLS,,284,792,oscarg,oscarg,,,,,index_rut,,,,,A,.100000000000000,2.5000,17.5000,.0000,20.0000,170158702,8/13/2021,cboe,s,c,rut,rut,2250,232.7,25,c,b,bmls,20
08/13/21,CBOE,S,P,25,RUT,RUT,6,2023,2250.0000,282.100000,C,B,621225000WL,,BMLS,,284,792,oscarg,oscarg,,,,,index_rut,,,,,A,.100000000000000,2.5000,17.5000,.0000,20.0000,170158704,8/13/2021,cboe,s,p,rut,rut,2250,282.1,25,c,b,bmls,20
08/13/21,CBOE,B,C,29,SPX,SPX,9,2021,4455.0000,63.500000,C,P,~X6UYX5O2SQPO,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,2.9000,17.1100,.0000,20.0100,170091235,8/13/2021,cboe,b,c,spx,spx,4455,63.5,29,c,p,bmls,20.01
08/13/21,CBOE,B,C,28,SPX,SPX,9,2021,4455.0000,63.500000,C,P,~X6UYX5O2SQPO,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,2.8000,16.5200,.0000,19.3200,170091548,8/13/2021,cboe,b,c,spx,spx,4455,63.5,28,c,p,bmls,19.32
08/13/21,CBOE,B,C,29,SPX,SPX,9,2021,4455.0000,63.500000,C,P,52122500007,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,2.9000,17.1100,.0000,20.0100,170091717,8/13/2021,cboe,b,c,spx,spx,4455,63.5,29,c,p,bmls,20.01
08/13/21,CBOE,B,P,50,SPX,SPX,10,2021,4325.0000,63.800000,C,P,~X6UYX5O2SQPP,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,5.0000,29.5000,.0000,34.5000,170091723,8/13/2021,cboe,b,p,spx,spx,4325,63.8,50,c,p,bmls,34.5
08/13/21,CBOE,B,P,50,SPX,SPX,10,2021,4325.0000,63.800000,C,P,~X6UYX5O2SQPP,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,5.0000,29.5000,.0000,34.5000,170092561,8/13/2021,cboe,b,p,spx,spx,4325,63.8,50,c,p,bmls,34.5
08/13/21,CBOE,B,P,50,SPX,SPX,10,2021,4325.0000,63.800000,C,P,52122500007,,BMLS,,444,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,5.0000,29.5000,.0000,34.5000,170091726,8/13/2021,cboe,b,p,spx,spx,4325,63.8,50,c,p,bmls,34.5
08/16/21,CBOE,B,C,5,SPX,SPX,9,2021,4435.0000,66.000000,C,C,~X6V3LIZQHCP7,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,.5000,2.2500,.0000,2.7500,170345110,8/16/2021,cboe,b,c,spx,spx,4435,66,5,c,c,bmls,2.75
08/16/21,CBOE,B,C,3,SPX,SPX,9,2021,4435.0000,66.000000,C,C,~X6V3LIZQHCP7,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,.3000,1.3500,.0000,1.6500,170344943,8/16/2021,cboe,b,c,spx,spx,4435,66,3,c,c,bmls,1.65
08/16/21,CBOE,S,C,1,SPX,SPX,9,2021,4445.0000,61.000000,C,C,6212280001K,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,.1000,.4500,.0000,.5500,170422886,8/16/2021,cboe,s,c,spx,spx,4445,61,1,c,c,bmls,0.55
08/16/21,CBOE,B,P,15,SPX,SPX,12,2021,4200.0000,105.250000,C,C,~X6V3LIZQHCP8,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,1.5000,6.7500,.0000,8.2500,170344998,8/16/2021,cboe,b,p,spx,spx,4200,105.25,15,c,c,bmls,8.25
08/16/21,CBOE,B,P,10,SPX,SPX,12,2021,4200.0000,105.250000,C,C,~X6V3LIZQHCP8,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,1.0000,4.5000,.0000,5.5000,170345048,8/16/2021,cboe,b,p,spx,spx,4200,105.25,10,c,c,bmls,5.5
08/16/21,CBOE,S,P,50,SPX,SPX,6,2022,4200.0000,228.800000,C,C,6212280001K,,BMLS,,586,792,oscarg,oscarg,,,,,index_spx,,,,,A,.100000000000000,5.0000,22.5000,.0000,27.5000,170422869,8/16/2021,cboe,s,p,spx,spx,4200,228.8,50,c,c,bmls,27.5
08/17/21,CBOE,S,C,100,SPX,SPX,9,2021,4450.0000,54.000000,C,C,521229000XR,,BMLS,,352,792,oscarg,oscarg,,,,,index_spx,,,,,R,.100000000000000,10.0000,45.0000,.0000,55.0000,170580578,8/17/2021,cboe,s,c,spx,spx,4450,54,100,c,c,bmls,55
08/17/21,CBOE,B,C,400,VIX,VIX,8,2021,19.0000,.100000,C,C,~W6V55NEHWAQ4,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,40.0000,40.0000,.0000,80.0000,170537274,8/17/2021,cboe,b,c,vix,vix,19,0.1,400,c,c,bmls,80
08/17/21,CBOE,B,C,200,VIX,VIX,8,2021,19.0000,.150000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,20.0000,34.0000,.0000,54.0000,170537210,8/17/2021,cboe,b,c,vix,vix,19,0.15,200,c,c,bmls,54
08/17/21,CBOE,B,C,58,VIX,VIX,8,2021,19.0000,.150000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.8000,9.8600,.0000,15.6600,170537215,8/17/2021,cboe,b,c,vix,vix,19,0.15,58,c,c,bmls,15.66
08/17/21,CBOE,B,C,57,VIX,VIX,8,2021,19.0000,.150000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,9.6900,.0000,15.3900,170537144,8/17/2021,cboe,b,c,vix,vix,19,0.15,57,c,c,bmls,15.39
08/17/21,CBOE,B,C,57,VIX,VIX,8,2021,19.0000,.150000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,9.6900,.0000,15.3900,170537168,8/17/2021,cboe,b,c,vix,vix,19,0.15,57,c,c,bmls,15.39
08/17/21,CBOE,B,C,57,VIX,VIX,8,2021,19.0000,.150000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,9.6900,.0000,15.3900,170537180,8/17/2021,cboe,b,c,vix,vix,19,0.15,57,c,c,bmls,15.39
08/17/21,CBOE,B,C,57,VIX,VIX,8,2021,19.0000,.150000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,9.6900,.0000,15.3900,170537219,8/17/2021,cboe,b,c,vix,vix,19,0.15,57,c,c,bmls,15.39
08/17/21,CBOE,B,C,57,VIX,VIX,8,2021,19.0000,.150000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,9.6900,.0000,15.3900,170537234,8/17/2021,cboe,b,c,vix,vix,19,0.15,57,c,c,bmls,15.39
08/17/21,CBOE,B,C,57,VIX,VIX,8,2021,19.0000,.150000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,9.6900,.0000,15.3900,170537262,8/17/2021,cboe,b,c,vix,vix,19,0.15,57,c,c,bmls,15.39
08/17/21,CBOE,B,P,400,VIX,VIX,8,2021,19.0000,2.050000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,40.0000,180.0000,.0000,220.0000,170537213,8/17/2021,cboe,b,p,vix,vix,19,2.05,400,c,c,bmls,220
08/17/21,CBOE,B,P,200,VIX,VIX,8,2021,19.0000,2.050000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,20.0000,90.0000,.0000,110.0000,170537271,8/17/2021,cboe,b,p,vix,vix,19,2.05,200,c,c,bmls,110
08/17/21,CBOE,B,P,58,VIX,VIX,8,2021,19.0000,2.050000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.8000,26.1000,.0000,31.9000,170537302,8/17/2021,cboe,b,p,vix,vix,19,2.05,58,c,c,bmls,31.9
08/17/21,CBOE,B,P,57,VIX,VIX,8,2021,19.0000,2.050000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,25.6500,.0000,31.3500,170537152,8/17/2021,cboe,b,p,vix,vix,19,2.05,57,c,c,bmls,31.35
08/17/21,CBOE,B,P,57,VIX,VIX,8,2021,19.0000,2.050000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,25.6500,.0000,31.3500,170537153,8/17/2021,cboe,b,p,vix,vix,19,2.05,57,c,c,bmls,31.35
08/17/21,CBOE,B,P,57,VIX,VIX,8,2021,19.0000,2.050000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,25.6500,.0000,31.3500,170537157,8/17/2021,cboe,b,p,vix,vix,19,2.05,57,c,c,bmls,31.35
08/17/21,CBOE,B,P,57,VIX,VIX,8,2021,19.0000,2.050000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,25.6500,.0000,31.3500,170537242,8/17/2021,cboe,b,p,vix,vix,19,2.05,57,c,c,bmls,31.35
08/17/21,CBOE,B,P,57,VIX,VIX,8,2021,19.0000,2.050000,C,C,6212290002F,,BMLS,,551,792,oscarg,oscarg,,,,,index_vix,,,,,A,.100000000000000,5.7000,25.6500,.0000,31.3500,170537253,8/17/2021,cboe,b,p,vix,vix,19,2.05,57,c,c,bmls,31.35
