drv_trade_id,drv_trade_client_trader_id,drv_trade_client_account_execution_id,floor_broker,date,side,quantity,component_type,contract_type,symbol,expiry,strike,option,price,client_id,client,trader,modifiedDate,modifiedSide,modifiedQuantity,modifiedSymbol,modifiedExpiry,modifiedExpiryMonthOnly,modifiedExpiryYearOnly,modifiedStrike,modifiedOption,modifiedPrice,charge,groupsSeparated,key
59508,121676,307901,Mando,07/06/2021,sell,593,leg,option,FPAC,8/20/2021,10,call,0.1047,714,vivaldi,vivaldi,6/7/2021,s,593,fpac,20/8/2021,8,2021,10,c,0.1,78.23,"[{""drv_trade_id"":""59508"",""drv_trade_client_trader_id"":""121676"",""drv_trade_client_account_execution_id"":""307901"",""floor_broker"":""Mando"",""date"":""07/06/2021"",""side"":""sell"",""quantity"":""593"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""FPAC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.1047"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""6/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":593,""modifiedSymbol"":""fpac"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.1}]",6/7/2021|s|fpac|10|20/8/2021|c|0.1|593
57035,116564,295360,WEX FIX,07/07/2021,sell,26,leg,option,CRHC,8/20/2021,10,call,0.1,659,milton arbitrage,milton,7/7/2021,s,26,crhc,20/8/2021,8,2021,10,c,0.1,21.69,"[{""drv_trade_id"":""57035"",""drv_trade_client_trader_id"":""116564"",""drv_trade_client_account_execution_id"":""295360"",""floor_broker"":""WEX FIX"",""date"":""07/07/2021"",""side"":""sell"",""quantity"":""26"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CRHC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.1"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""7/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":26,""modifiedSymbol"":""crhc"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.1}]",7/7/2021|s|crhc|10|20/8/2021|c|0.1|26
57154,116809,295948,Mando,07/08/2021,buy,250,leg,option,INDI,8/20/2021,7.5,put,0.5486,1151,difesa,difesa,8/7/2021,b,250,indi,20/8/2021,8,2021,7.5,p,0.55,-167.79,"[{""drv_trade_id"":""57154"",""drv_trade_client_trader_id"":""116809"",""drv_trade_client_account_execution_id"":""295948"",""floor_broker"":""Mando"",""date"":""07/08/2021"",""side"":""buy"",""quantity"":""250"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""INDI"",""expiry"":""8/20/2021"",""strike"":""7.5"",""option"":""put"",""price"":""0.5486"",""client_id"":""1151"",""client"":""difesa"",""trader"":""difesa"",""modifiedDate"":""8/7/2021"",""modifiedSide"":""b"",""modifiedQuantity"":250,""modifiedSymbol"":""indi"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":7.5,""modifiedOption"":""p"",""modifiedPrice"":0.55}]",8/7/2021|b|indi|7.5|20/8/2021|p|0.55|250
57232,116999,296377,WEX FIX,07/09/2021,buy,350,leg,option,INDI,8/20/2021,7.5,put,0.3571,1151,difesa,difesa,9/7/2021,b,350,indi,20/8/2021,8,2021,7.5,p,0.36,-2.29,"[{""drv_trade_id"":""57232"",""drv_trade_client_trader_id"":""116999"",""drv_trade_client_account_execution_id"":""296377"",""floor_broker"":""WEX FIX"",""date"":""07/09/2021"",""side"":""buy"",""quantity"":""350"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""INDI"",""expiry"":""8/20/2021"",""strike"":""7.5"",""option"":""put"",""price"":""0.3571"",""client_id"":""1151"",""client"":""difesa"",""trader"":""difesa"",""modifiedDate"":""9/7/2021"",""modifiedSide"":""b"",""modifiedQuantity"":350,""modifiedSymbol"":""indi"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":7.5,""modifiedOption"":""p"",""modifiedPrice"":0.36}]",9/7/2021|b|indi|7.5|20/8/2021|p|0.36|350
57234,117002,296386,WEX FIX,07/09/2021,sell,34,leg,option,CRHC,8/20/2021,10,call,0.1,714,vivaldi,vivaldi,9/7/2021,s,34,crhc,20/8/2021,8,2021,10,c,0.1,30.6,"[{""drv_trade_id"":""57234"",""drv_trade_client_trader_id"":""117002"",""drv_trade_client_account_execution_id"":""296386"",""floor_broker"":""WEX FIX"",""date"":""07/09/2021"",""side"":""sell"",""quantity"":""34"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CRHC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.1"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""9/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":34,""modifiedSymbol"":""crhc"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.1}]",9/7/2021|s|crhc|10|20/8/2021|c|0.1|34
57310,117169,296868,WEX FIX,07/12/2021,sell,12,leg,option,CRHC,8/20/2021,10,call,0.1,714,vivaldi,vivaldi,12/7/2021,s,12,crhc,20/8/2021,8,2021,10,c,0.1,0.6,"[{""drv_trade_id"":""57310"",""drv_trade_client_trader_id"":""117169"",""drv_trade_client_account_execution_id"":""296868"",""floor_broker"":""WEX FIX"",""date"":""07/12/2021"",""side"":""sell"",""quantity"":""12"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CRHC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.1"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""12/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":12,""modifiedSymbol"":""crhc"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.1}]",12/7/2021|s|crhc|10|20/8/2021|c|0.1|12
57309,117168,296866,WEX FIX,07/12/2021,sell,6,leg,option,FPAC,10/15/2021,10,call,0.4,714,vivaldi,vivaldi,12/7/2021,s,6,fpac,15/10/2021,10,2021,10,c,0.4,-0.54,"[{""drv_trade_id"":""57309"",""drv_trade_client_trader_id"":""117168"",""drv_trade_client_account_execution_id"":""296866"",""floor_broker"":""WEX FIX"",""date"":""07/12/2021"",""side"":""sell"",""quantity"":""6"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""FPAC"",""expiry"":""10/15/2021"",""strike"":""10"",""option"":""call"",""price"":""0.4"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""12/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":6,""modifiedSymbol"":""fpac"",""modifiedExpiry"":""15/10/2021"",""modifiedExpiryMonthOnly"":""10"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.4}]",12/7/2021|s|fpac|10|15/10/2021|c|0.4|6
57413,117425,297532,Mando,7/13/2021,sell,63,leg,option,CRHC,8/20/2021,10,call,0.1,659,milton arbitrage,milton,13/7/2021,s,63,crhc,20/8/2021,8,2021,10,c,0.1,44.34,"[{""drv_trade_id"":""57413"",""drv_trade_client_trader_id"":""117425"",""drv_trade_client_account_execution_id"":""297532"",""floor_broker"":""Mando"",""date"":""7/13/2021"",""side"":""sell"",""quantity"":""63"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CRHC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.1"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""13/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":63,""modifiedSymbol"":""crhc"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.1}]",13/7/2021|s|crhc|10|20/8/2021|c|0.1|63
57406,117412,297498,Mando,7/13/2021,sell,51,leg,option,CRHC,8/20/2021,10,call,0.1,714,vivaldi,vivaldi,13/7/2021,s,51,crhc,20/8/2021,8,2021,10,c,0.1,36.99,"[{""drv_trade_id"":""57406"",""drv_trade_client_trader_id"":""117412"",""drv_trade_client_account_execution_id"":""297498"",""floor_broker"":""Mando"",""date"":""7/13/2021"",""side"":""sell"",""quantity"":""51"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""CRHC"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.1"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""13/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":51,""modifiedSymbol"":""crhc"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.1}]",13/7/2021|s|crhc|10|20/8/2021|c|0.1|51
57407,117413,297500,Mando,7/13/2021,sell,250,leg,option,FPAC,10/15/2021,10,call,0.3182,714,vivaldi,vivaldi,13/7/2021,s,250,fpac,15/10/2021,10,2021,10,c,0.32,-3.78,"[{""drv_trade_id"":""57407"",""drv_trade_client_trader_id"":""117413"",""drv_trade_client_account_execution_id"":""297500"",""floor_broker"":""Mando"",""date"":""7/13/2021"",""side"":""sell"",""quantity"":""250"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""FPAC"",""expiry"":""10/15/2021"",""strike"":""10"",""option"":""call"",""price"":""0.3182"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""13/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":250,""modifiedSymbol"":""fpac"",""modifiedExpiry"":""15/10/2021"",""modifiedExpiryMonthOnly"":""10"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.32}]",13/7/2021|s|fpac|10|15/10/2021|c|0.32|250
57414,117426,297534,Mando,7/13/2021,sell,103,leg,option,IPOF,9/17/2021,10,call,0.2903,659,milton arbitrage,milton,13/7/2021,s,103,ipof,17/9/2021,9,2021,10,c,0.29,27.4,"[{""drv_trade_id"":""57414"",""drv_trade_client_trader_id"":""117426"",""drv_trade_client_account_execution_id"":""297534"",""floor_broker"":""Mando"",""date"":""7/13/2021"",""side"":""sell"",""quantity"":""103"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""9/17/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2903"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""13/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":103,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""17/9/2021"",""modifiedExpiryMonthOnly"":""9"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.29}]",13/7/2021|s|ipof|10|17/9/2021|c|0.29|103
57408,117414,297502,Mando,7/13/2021,sell,77,leg,option,IPOF,9/17/2021,10,call,0.29,714,vivaldi,vivaldi,13/7/2021,s,77,ipof,17/9/2021,9,2021,10,c,0.29,13.59,"[{""drv_trade_id"":""57408"",""drv_trade_client_trader_id"":""117414"",""drv_trade_client_account_execution_id"":""297502"",""floor_broker"":""Mando"",""date"":""7/13/2021"",""side"":""sell"",""quantity"":""77"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""9/17/2021"",""strike"":""10"",""option"":""call"",""price"":""0.29"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""13/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":77,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""17/9/2021"",""modifiedExpiryMonthOnly"":""9"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.29}]",13/7/2021|s|ipof|10|17/9/2021|c|0.29|77
57519,117669,298144,Mando,7/14/2021,sell,250,leg,option,IPOF,9/17/2021,10,call,0.2698,659,milton arbitrage,milton,14/7/2021,s,250,ipof,17/9/2021,9,2021,10,c,0.27,0.87,"[{""drv_trade_id"":""57519"",""drv_trade_client_trader_id"":""117669"",""drv_trade_client_account_execution_id"":""298144"",""floor_broker"":""Mando"",""date"":""7/14/2021"",""side"":""sell"",""quantity"":""250"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""9/17/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2698"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""14/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":250,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""17/9/2021"",""modifiedExpiryMonthOnly"":""9"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.27}]",14/7/2021|s|ipof|10|17/9/2021|c|0.27|250
57521,117673,298152,Mando,7/14/2021,sell,269,leg,option,IPOF,9/17/2021,10,call,0.2726,714,vivaldi,vivaldi,14/7/2021,s,269,ipof,17/9/2021,9,2021,10,c,0.27,8.91,"[{""drv_trade_id"":""57521"",""drv_trade_client_trader_id"":""117673"",""drv_trade_client_account_execution_id"":""298152"",""floor_broker"":""Mando"",""date"":""7/14/2021"",""side"":""sell"",""quantity"":""269"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""9/17/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2726"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""14/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":269,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""17/9/2021"",""modifiedExpiryMonthOnly"":""9"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.27}]",14/7/2021|s|ipof|10|17/9/2021|c|0.27|269
57638,117949,298991,Mando,7/15/2021,sell,68,leg,option,BTWN,9/17/2021,10,call,0.2412,714,vivaldi,vivaldi,15/7/2021,s,68,btwn,17/9/2021,9,2021,10,c,0.24,-9.53,"[{""drv_trade_id"":""57638"",""drv_trade_client_trader_id"":""117949"",""drv_trade_client_account_execution_id"":""298991"",""floor_broker"":""Mando"",""date"":""7/15/2021"",""side"":""sell"",""quantity"":""68"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""BTWN"",""expiry"":""9/17/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2412"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""15/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":68,""modifiedSymbol"":""btwn"",""modifiedExpiry"":""17/9/2021"",""modifiedExpiryMonthOnly"":""9"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.24}]",15/7/2021|s|btwn|10|17/9/2021|c|0.24|68
59509,121677,307903,Mando,7/15/2021,sell,343,leg,option,IPOF,9/17/2021,10,call,0.2643,714,vivaldi,vivaldi,15/7/2021,s,343,ipof,17/9/2021,9,2021,10,c,0.26,84.4,"[{""drv_trade_id"":""59509"",""drv_trade_client_trader_id"":""121677"",""drv_trade_client_account_execution_id"":""307903"",""floor_broker"":""Mando"",""date"":""7/15/2021"",""side"":""sell"",""quantity"":""343"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""9/17/2021"",""strike"":""10"",""option"":""call"",""price"":""0.2643"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""15/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":343,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""17/9/2021"",""modifiedExpiryMonthOnly"":""9"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.26}]",15/7/2021|s|ipof|10|17/9/2021|c|0.26|343
57637,117948,298989,Mando,7/15/2021,sell,237,leg,option,BTWN,8/20/2021,10,call,0.1043,659,milton arbitrage,milton,15/7/2021,s,237,btwn,20/8/2021,8,2021,10,c,0.1,-42.29,"[{""drv_trade_id"":""57637"",""drv_trade_client_trader_id"":""117948"",""drv_trade_client_account_execution_id"":""298989"",""floor_broker"":""Mando"",""date"":""7/15/2021"",""side"":""sell"",""quantity"":""237"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""BTWN"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.1043"",""client_id"":""659"",""client"":""milton arbitrage"",""trader"":""milton"",""modifiedDate"":""15/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":237,""modifiedSymbol"":""btwn"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.1}]",15/7/2021|s|btwn|10|20/8/2021|c|0.1|237
57639,117950,298993,Mando,7/15/2021,sell,15,leg,option,BTWN,8/20/2021,10,call,0.1,714,vivaldi,vivaldi,15/7/2021,s,15,btwn,20/8/2021,8,2021,10,c,0.1,1.43,"[{""drv_trade_id"":""57639"",""drv_trade_client_trader_id"":""117950"",""drv_trade_client_account_execution_id"":""298993"",""floor_broker"":""Mando"",""date"":""7/15/2021"",""side"":""sell"",""quantity"":""15"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""BTWN"",""expiry"":""8/20/2021"",""strike"":""10"",""option"":""call"",""price"":""0.1"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""15/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":15,""modifiedSymbol"":""btwn"",""modifiedExpiry"":""20/8/2021"",""modifiedExpiryMonthOnly"":""8"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.1}]",15/7/2021|s|btwn|10|20/8/2021|c|0.1|15
57770,118264,299808,Mando,7/16/2021,sell,62,leg,option,IPOF,9/17/2021,10,call,0.26,714,vivaldi,vivaldi,16/7/2021,s,62,ipof,17/9/2021,9,2021,10,c,0.26,3.24,"[{""drv_trade_id"":""57770"",""drv_trade_client_trader_id"":""118264"",""drv_trade_client_account_execution_id"":""299808"",""floor_broker"":""Mando"",""date"":""7/16/2021"",""side"":""sell"",""quantity"":""62"",""component_type"":""leg"",""contract_type"":""option"",""symbol"":""IPOF"",""expiry"":""9/17/2021"",""strike"":""10"",""option"":""call"",""price"":""0.26"",""client_id"":""714"",""client"":""vivaldi"",""trader"":""vivaldi"",""modifiedDate"":""16/7/2021"",""modifiedSide"":""s"",""modifiedQuantity"":62,""modifiedSymbol"":""ipof"",""modifiedExpiry"":""17/9/2021"",""modifiedExpiryMonthOnly"":""9"",""modifiedExpiryYearOnly"":""2021"",""modifiedStrike"":10,""modifiedOption"":""c"",""modifiedPrice"":0.26}]",16/7/2021|s|ipof|10|17/9/2021|c|0.26|62
