GIVEUP,USER,EXCHANGE,SYMBOL,EXPIRATION,STRIKE,C/P,B/S,FILLED QTY,PREMIUM,DATE,ORDER TYPE,CMTA FIRM,RANGE,ACCOUNT,COMPANY,DEST COMPANY,ELECTRONIC,LEG NUMBER,USER QTY,FIX QTY,HANDLING,CONNECTION,SECURITY TYPE,CROSSING,PENNY,SYMBOL TYPE,PTMID,LINK EXCH,ParentExDestination,ORDERID,REPORTID,CL_ORD_ID,LiquidityFlag,Open_Close,cross_type,custom_billing_tag,BPCR,BPCR$,LF,LF$,MDPT,MDPT$,CAT,CAT$,TOTAL COMMISSIONS,TOTAL EXCHANGE FEES,modifiedUser,modifiedExchange,modifiedSymbol,modifiedExpiration,modifiedDate,modifiedBS,modifiedStrike,modifiedCP,modifiedPremium,modifiedFilledQty,modifiedTotalExchangeFees,modifiedBPCR$,totalCharge
161,oscargruss|Parallaxobo,AMEX,TSM,21/01/2022, $110.00 ,P,BUY,600, $12.20 ,25/01/2021,Done Away Managed,444,CUST-PRO,PAX 444,7690,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388170671,1337690806,21593333,,O,,,0.025,15, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|parallaxobo,amex,tsm,1/21/2022,1/25/2021,b,110,p,12.2,600,0,15,15
411,oscargruss|WH59,AMEX,TSM,21/01/2022, $110.00 ,P,SELL,700, $12.20 ,25/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388170690,1337691133,21593295,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,tsm,1/21/2022,1/25/2021,s,110,p,12.2,700,0,0,0
411,oscargruss|GH59,AMEX,AMD,19/03/2021, $45.00 ,P,BUY,"1,500", $0.10 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Jan,0,0,129,,Option,0,1,Equity,0,A,ISTG,388180745,1337793361,21606964,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,amd,3/19/2021,1/26/2021,b,45,p,0.1,1500,0,0,0
411,oscargruss|WH59,AMEX,BA,19/02/2021, $130.00 ,P,BUY,200, $0.17 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,1,Equity,0,A,ISTG,388177557,1337760496,21603474,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,ba,2/19/2021,1/26/2021,b,130,p,0.17,200,0,0,0
411,oscargruss|WH59,AMEX,BA,19/03/2021, $200.00 ,P,SELL,100, $12.60 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,A,ISTG,388177557,1337760493,21603474,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,ba,3/19/2021,1/26/2021,s,200,p,12.6,100,0,0,0
411,oscargruss|GH59,PHLX,BX,19/03/2021, $45.00 ,P,BUY,600, $0.15 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Jan,0,0,129,,Option,0,1,Equity,0,X,ISTG,388177935,1337765355,21603881,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,phlx,bx,3/19/2021,1/26/2021,b,45,p,0.15,600,0,0,0
411,oscargruss|GH59,PHLX,BYND,17/09/2021, $150.00 ,P,BUY,100, $21.30 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,X,ISTG,388184309,1337835191,21611104,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,phlx,bynd,9/17/2021,1/26/2021,b,150,p,21.3,100,0,0,0
161,oscargruss|Parallaxobo,BOX,GM,21/01/2022, $42.00 ,P,BUY,"3,000", $5.07 ,26/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388183930,1337829450,21610579,,O,,,0.025,75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|parallaxobo,box,gm,1/21/2022,1/26/2021,b,42,p,5.07,3000,0,75,75
411,oscargruss|WH59,BOX,GM,21/01/2022, $42.00 ,P,SELL,"3,000", $5.07 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388183934,1337829615,21610534,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,gm,1/21/2022,1/26/2021,s,42,p,5.07,3000,0,0,0
411,oscargruss|WH59,ISE,JNJ,19/03/2021, $180.00 ,P,SELL,234, $13.15 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,I,ISTG,388185577,1337847883,21612537,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,ise,jnj,3/19/2021,1/26/2021,s,180,p,13.15,234,0,0,0
411,oscargruss|WH59,PHLX,KHC,20/01/2023, $35.00 ,P,BUY,"1,000", $7.00 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,X,ISTG,388179073,1337777877,21605121,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,phlx,khc,1/20/2023,1/26/2021,b,35,p,7,1000,0,0,0
411,oscargruss|XJ59,BOX,MMM,19/03/2021, $190.00 ,P,SELL,"2,000", $16.85 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388185530,1337847478,21612423,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xj59,box,mmm,3/19/2021,1/26/2021,s,190,p,16.85,2000,0,0,0
161,oscargruss|xyuobo,BOX,MS,16/04/2021, $75.00 ,C,SELL,"1,000", $3.25 ,26/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388178498,1337771200,21604468,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xyuobo,box,ms,4/16/2021,1/26/2021,s,75,c,3.25,1000,0,25,25
411,oscargruss|GH59,PHLX,MSFT,05/02/2021, $215.00 ,P,BUY,400, $0.85 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,X,ISTG,388180808,1337793760,21607065,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,phlx,msft,2/5/2021,1/26/2021,b,215,p,0.85,400,0,0,0
411,oscargruss|XJ59,AMEX,PFSI,20/08/2021, $70.00 ,P,SELL,500, $14.30 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388182308,1337811724,21608843,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xj59,amex,pfsi,8/20/2021,1/26/2021,s,70,p,14.3,500,0,0,0
352,oscargruss|fmantel,AMEX,QQQ,17/09/2021, $270.00 ,P,BUY,500, $11.60 ,26/01/2021,Done Away Managed,352,FIRM,JPM,JPMEMM,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,ETF,0,A,ISTG,388184668,1337837584,21611367,,O,,,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|fmantel,amex,qqq,9/17/2021,1/26/2021,b,270,p,11.6,500,0,12.5,12.5
352,oscargruss|fmantel,AMEX,QQQ,17/12/2021, $270.00 ,P,BUY,500, $15.25 ,26/01/2021,Done Away Managed,352,FIRM,JPM,JPMEMM,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,1,ETF,0,A,ISTG,388184668,1337837582,21611367,,O,,,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|fmantel,amex,qqq,12/17/2021,1/26/2021,b,270,p,15.25,500,0,12.5,12.5
411,oscargruss2|YWL,CBOE,SPX,16/07/2021," $3,475.00 ",P,SELL,225, $125.40 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Apr,0,0,129,,Option,0,0,Index,0,C,ISTG,388182518,1337814581,21609148,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|ywl,cboe,spx,7/16/2021,1/26/2021,s,3475,p,125.4,225,0,0,0
411,oscargruss|WH59,AMEX,T,29/01/2021, $29.00 ,P,BUY,500, $0.42 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388178659,1337773980,21604646,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,t,1/29/2021,1/26/2021,b,29,p,0.42,500,0,0,0
323,oscargruss|ChaitanyaPatel,AMEX,TOT,20/08/2021, $40.00 ,P,SELL,600, $3.16 ,26/01/2021,Done Away Managed,323,FIRM,HSBC Firm,BLHSBC,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388182946,1337819616,21609638,,O,,,0.025,15, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|chaitanyapatel,amex,tot,8/20/2021,1/26/2021,s,40,p,3.16,600,0,15,15
411,oscargruss2|GH59,PHLX,TXN,21/01/2022, $175.00 ,P,BUY,240, $23.50 ,26/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,X,ISTG,388183164,1337820744,21609755,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|gh59,phlx,txn,1/21/2022,1/26/2021,b,175,p,23.5,240,0,0,0
411,oscargruss|XJ59,BOX,AAL,21/01/2022, $18.00 ,P,SELL,"1,400", $5.35 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388191193,1337919992,21618839,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xj59,box,aal,1/21/2022,1/27/2021,s,18,p,5.35,1400,0,0,0
411,oscargruss2|WH59,BOX,AAPL,29/01/2021, $130.00 ,P,BUY,"2,000", $0.60 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388186379,1337857098,21613467,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|wh59,box,aapl,1/29/2021,1/27/2021,b,130,p,0.6,2000,0,0,0
411,oscargruss|GH59,BOX,CTSH,21/01/2022, $55.00 ,P,BUY,"1,300", $2.75 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,B,ISTG,388195176,1337959991,21623434,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,box,ctsh,1/21/2022,1/27/2021,b,55,p,2.75,1300,0,0,0
411,oscargruss|GH59,AMEX,DOCU,17/09/2021, $200.00 ,P,SELL,240, $22.90 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388192012,1337928694,21619772,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,docu,9/17/2021,1/27/2021,s,200,p,22.9,240,0,0,0
161,oscargruss|tdilelloobo,BOX,EWZ,21/01/2022, $32.00 ,P,SELL,"2,000", $4.12 ,27/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388193885,1337944285,21621770,,O,,,0.025,50, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|tdilelloobo,box,ewz,1/21/2022,1/27/2021,s,32,p,4.12,2000,0,50,50
161,dfilippidis|jsabaobo,AMEX,F,20/01/2023, $10.00 ,P,BUY,"4,500", $2.56 ,27/01/2021,Done Away Managed,161,FIRM,CLIENT,MER,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388196269,1337971055,21624359,,O,,,0.025,112.5, -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|jsabaobo,amex,f,1/20/2023,1/27/2021,b,10,p,2.56,4500,0,112.5,112.5
411,oscargruss2|WH59,BOX,GDX,17/09/2021, $32.00 ,P,SELL,"1,000", $3.05 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388196220,1337971731,21624521,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|wh59,box,gdx,9/17/2021,1/27/2021,s,32,p,3.05,1000,0,0,0
411,oscargruss2|WH59,BOX,GM,21/01/2022, $45.00 ,P,SELL,"3,500", $7.24 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388188746,1337888057,21616039,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|wh59,box,gm,1/21/2022,1/27/2021,s,45,p,7.24,3500,0,0,0
411,oscargruss2|XJ59,AMEX,GOOGL,29/01/2021," $1,920.00 ",C,SELL,100, $6.00 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388188824,1337891111,21616208,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|xj59,amex,googl,1/29/2021,1/27/2021,s,1920,c,6,100,0,0,0
411,dfilippidis|YWL,BOX,IWM,31/03/2021, $205.00 ,P,SELL,"1,000", $10.53 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388195998,1337968305,21624173,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|ywl,box,iwm,3/31/2021,1/27/2021,s,205,p,10.53,1000,0,0,0
352,oscargruss|fmantel,BOX,IWM,21/01/2022, $200.00 ,P,BUY,700, $20.50 ,27/01/2021,Done Away Managed,352,FIRM,JPM,JPMEMM,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388194681,1337953490,21622759,,O,,,0.025,17.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|fmantel,box,iwm,1/21/2022,1/27/2021,b,200,p,20.5,700,0,17.5,17.5
411,oscargruss|YWL,BOX,IWM,21/01/2022, $200.00 ,P,SELL,"1,450", $20.50 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388194688,1337953905,21622703,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|ywl,box,iwm,1/21/2022,1/27/2021,s,200,p,20.5,1450,0,0,0
411,oscargruss|YWL,AMEX,IWM,17/06/2022, $190.00 ,P,SELL,"1,000", $20.85 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,A,ISTG,388196497,1337974195,21624777,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|ywl,amex,iwm,6/17/2022,1/27/2021,s,190,p,20.85,1000,0,0,0
411,oscargruss2|GH59,AMEX,MDB,21/01/2022, $200.00 ,P,BUY,70, $14.40 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388188429,1337884664,21615796,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|gh59,amex,mdb,1/21/2022,1/27/2021,b,200,p,14.4,70,0,0,0
411,dfilippidis|XJ59,AMEX,MO,19/03/2021, $37.50 ,P,BUY,600, $0.55 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388187371,1337868091,21614414,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|xj59,amex,mo,3/19/2021,1/27/2021,b,37.5,p,0.55,600,0,0,0
411,oscargruss|GH59,AMEX,NVDA,16/04/2021, $520.00 ,P,SELL,200, $43.80 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388191868,1337925904,21619518,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,nvda,4/16/2021,1/27/2021,s,520,p,43.8,200,0,0,0
411,oscargruss|WH59,AMEX,SE,21/05/2021, $200.00 ,P,SELL,500, $24.30 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388195450,1337962456,21623599,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,se,5/21/2021,1/27/2021,s,200,p,24.3,500,0,0,0
411,oscargruss2|GH59,PHLX,SHOP,19/02/2021, $860.00 ,P,BUY,59, $7.00 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,X,ISTG,388189773,1337899925,21617249,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|gh59,phlx,shop,2/19/2021,1/27/2021,b,860,p,7,59,0,0,0
411,dfilippidis|IL59,CBOE,SPX,18/03/2022," $3,600.00 ",P,SELL,100, $349.85 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Mar,0,0,129,,Option,0,0,Index,0,C,ISTG,388196245,1337972472,21624524,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|il59,cboe,spx,3/18/2022,1/27/2021,s,3600,p,349.85,100,0,0,0
411,dfilippidis|WH59,AMEX,TSLA,16/04/2021, $800.00 ,P,SELL,100, $85.64 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,A,ISTG,388191120,1337915427,21618567,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|wh59,amex,tsla,4/16/2021,1/27/2021,s,800,p,85.64,100,0,0,0
411,oscargruss2|WH59,PHLX,TSM,16/04/2021, $120.00 ,P,SELL,500, $8.30 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,X,ISTG,388189696,1337897678,21617032,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|wh59,phlx,tsm,4/16/2021,1/27/2021,s,120,p,8.3,500,0,0,0
411,oscargruss2|GH59,AMEX,VEEV,19/03/2021, $280.00 ,P,SELL,120, $18.20 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388188538,1337886291,21615938,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|gh59,amex,veev,3/19/2021,1/27/2021,s,280,p,18.2,120,0,0,0
411,oscargruss2|GH59,AMEX,VEEV,17/09/2021, $260.00 ,P,SELL,60, $24.20 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388186857,1337863762,21614086,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|gh59,amex,veev,9/17/2021,1/27/2021,s,260,p,24.2,60,0,0,0
411,oscargruss2|GH59,AMEX,ZS,19/03/2021, $185.00 ,P,SELL,180, $15.65 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388187118,1337867864,21614329,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|gh59,amex,zs,3/19/2021,1/27/2021,s,185,p,15.65,180,0,0,0
411,oscargruss|GH59,AMEX,ZS,21/05/2021, $200.00 ,P,SELL,120, $25.00 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388191673,1337923707,21619363,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,zs,5/21/2021,1/27/2021,s,200,p,25,120,0,0,0
411,oscargruss|GH59,AMEX,ZS,17/09/2021, $120.00 ,P,BUY,104, $6.20 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388191095,1337917908,21618670,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,zs,9/17/2021,1/27/2021,b,120,p,6.2,104,0,0,0
411,oscargruss|GH59,PHLX,ZS,21/01/2022, $95.00 ,P,BUY,200, $4.50 ,27/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,X,ISTG,388191118,1337915711,21618533,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,phlx,zs,1/21/2022,1/27/2021,b,95,p,4.5,200,0,0,0
411,dfilippidis|GH59,BOX,MDLZ,29/01/2021, $57.50 ,P,BUY,"1,500", $0.92 ,28/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388201955,1338035235,21630823,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|gh59,box,mdlz,1/29/2021,1/28/2021,b,57.5,p,0.92,1500,0,0,0
161,dfilippidis|Parallaxobo,BOX,MDLZ,29/01/2021, $57.50 ,P,SELL,"1,275", $0.92 ,28/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388202263,1338038936,21631262,,O,,,0.025,31.875, -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|parallaxobo,box,mdlz,1/29/2021,1/28/2021,s,57.5,p,0.92,1275,0,31.875,31.875
161,oscargruss|xyuobo,BOX,MS,21/01/2022, $70.00 ,C,SELL,"1,000", $8.80 ,28/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388199159,1338005897,21627839,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xyuobo,box,ms,1/21/2022,1/28/2021,s,70,c,8.8,1000,0,25,25
411,oscargruss|GH59,AMEX,PSX,21/05/2021, $70.00 ,P,SELL,200, $7.05 ,28/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388199962,1338014619,21628625,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,psx,5/21/2021,1/28/2021,s,70,p,7.05,200,0,0,0
411,oscargruss|YWL,CBOE,SPX,18/03/2022," $4,200.00 ",C,SELL,65, $157.18 ,28/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Mar,0,0,129,,Option,0,0,Index,0,C,ISTG,388201287,1338027406,21630068,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|ywl,cboe,spx,3/18/2022,1/28/2021,s,4200,c,157.18,65,0,0,0
642,dfilippidis|JerryKao ,BOX,TCOM,17/09/2021, $30.00 ,P,BUY,"1,500", $3.00 ,28/01/2021,Done Away Managed,742,FIRM,UBS,BLUBS2,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388199510,1338010371,21628177,,O,,,0.025,37.5, -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|jerrykao ,box,tcom,9/17/2021,1/28/2021,b,30,p,3,1500,0,37.5,37.5
411,oscargruss|WH59,BOX,TSM,16/04/2021, $120.00 ,P,SELL,"1,000", $8.10 ,28/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388198155,1337993583,21626705,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,tsm,4/16/2021,1/28/2021,s,120,p,8.1,1000,0,0,0
161,oscargruss|Parallaxobo,AMEX,V,17/09/2021, $190.00 ,P,BUY,400, $14.00 ,28/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388202248,1338039291,21631264,,O,,,0.025,10, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|parallaxobo,amex,v,9/17/2021,1/28/2021,b,190,p,14,400,0,10,10
411,oscargruss|GH59,AMEX,VIAC,16/04/2021, $30.00 ,P,BUY,400, $0.80 ,28/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388198086,1337992181,21626569,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,viac,4/16/2021,1/28/2021,b,30,p,0.8,400,0,0,0
411,oscargruss|GH59,AMEX,WDC,16/04/2021, $37.50 ,P,BUY,740, $0.76 ,28/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388199492,1338009675,21628126,,O,,, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,wdc,4/16/2021,1/28/2021,b,37.5,p,0.76,740,0,0,0
161,oscargruss|xyuobo,AMEX,XHB,21/01/2022, $65.00 ,C,SELL,500, $4.65 ,28/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,ETF,0,A,ISTG,388202314,1338040716,21631392,,O,,,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xyuobo,amex,xhb,1/21/2022,1/28/2021,s,65,c,4.65,500,0,12.5,12.5
