GIVEUP,USER,EXCHANGE,SYMBOL,EXPIRATION,STRIKE,C/P,B/S,FILLED QTY,PREMIUM,DATE,ORDER TYPE,CMTA FIRM,RANGE,ACCOUNT,COMPANY,DEST COMPANY,ELECTRONIC,LEG NUMBER,USER QTY,FIX QTY,HANDLING,CONNECTION,SECURITY TYPE,CROSSING,PENNY,SYMBOL TYPE,PTMID,LINK EXCH,ParentExDestination,ORDERID,REPORTID,CL_ORD_ID,LiquidityFlag,Open_Close,cross_type,custom_billing_tag,BPCR,BPCR$,LF,LF$,MDPT,MDPT$,CAT,CAT$,TOTAL COMMISSIONS,TOTAL EXCHANGE FEES,modifiedUser,modifiedExchange,modifiedSymbol,modifiedExpiration,modifiedDate,modifiedBS,modifiedStrike,modifiedCP,modifiedPremium,modifiedFilledQty,modifiedTotalExchangeFees,modifiedBPCR$,totalCharge
161,oscargruss|xyuobo,AMEX,SNOW,19/02/2021, $225.00 ,P,SELL,200, $6.00 ,04/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388047157,1336287450,21447577,,O,,,0.025,5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xyuobo,amex,snow,2/19/2021,1/4/2021,s,225,p,6,200,0,5,5
411,oscargruss2|WH59,ISE,XRT,19/03/2021, $57.00 ,P,BUY,940, $1.48 ,04/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,I,ISTG,388048995,1336307117,21449816,,O,,,0.025,23.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|wh59,ise,xrt,3/19/2021,1/4/2021,b,57,p,1.48,940,0,23.5,23.5
161,oscargruss|xyuobo,AMEX,DOW,15/01/2021, $60.00 ,C,SELL,100, $0.11 ,05/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,1,Equity,0,A,ISTG,388053557,1336361935,21454982,,O,,,0.025,2.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xyuobo,amex,dow,1/15/2021,1/5/2021,s,60,c,0.11,100,0,2.5,2.5
161,oscargruss|xyuobo,AMEX,DOW,21/01/2022, $60.00 ,C,BUY,100, $5.01 ,05/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,A,ISTG,388053557,1336361937,21454982,,O,,,0.025,2.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xyuobo,amex,dow,1/21/2022,1/5/2021,b,60,c,5.01,100,0,2.5,2.5
352,oscargruss|rparks,AMEX,MSFT,18/06/2021, $150.00 ,P,BUY,100, $1.83 ,05/01/2021,Done Away Managed,352,FIRM,JPMINDEX,JPMEMM,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388055113,1336379741,21457020,,O,,,0.025,2.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|rparks,amex,msft,6/18/2021,1/5/2021,b,150,p,1.83,100,0,2.5,2.5
642,oscargruss2|JerryKao ,AMEX,MSFT,18/06/2021, $150.00 ,P,BUY,350, $1.83 ,05/01/2021,Done Away Managed,742,FIRM,UBS,BLUBS2,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388055099,1336379879,21457006,,O,,,0.025,8.75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|jerrykao ,amex,msft,6/18/2021,1/5/2021,b,150,p,1.83,350,0,8.75,8.75
411,oscargruss|WH59,CBOE,SPX,15/01/2021," $2,900.00 ",P,BUY,550, $1.10 ,05/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Jan,0,0,129,,Option,0,0,Index,0,C,ISTG,388051175,1336331976,21452361,,O,,,0.025,13.75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,cboe,spx,1/15/2021,1/5/2021,b,2900,p,1.1,550,0,13.75,13.75
411,oscargruss|WH59,CBOE,SPX,18/06/2021," $2,800.00 ",P,BUY,200, $45.80 ,05/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,01-Mar,0,0,129,,Option,0,0,Index,0,C,ISTG,388052431,1336347350,21453538,,O,,,0.025,5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,cboe,spx,6/18/2021,1/5/2021,b,2800,p,45.8,200,0,5,5
411,oscargruss|WH59,BOX,XLU,15/01/2021, $60.00 ,P,BUY,"1,000", $0.60 ,05/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388054856,1336376936,21456636,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,xlu,1/15/2021,1/5/2021,b,60,p,0.6,1000,0,25,25
411,oscargruss|WH59,BOX,XRT,19/03/2021, $56.00 ,P,BUY,"2,000", $1.18 ,05/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388051281,1336332599,21452269,,O,,,0.025,50, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,xrt,3/19/2021,1/5/2021,b,56,p,1.18,2000,0,50,50
161,oscargruss|Parallaxobo,BOX,XRT,19/03/2021, $56.00 ,P,SELL,"1,000", $1.18 ,05/01/2021,Done Away Managed,352,CUST-PRO,PAX JP,7690,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388051252,1336332149,21452292,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|parallaxobo,box,xrt,3/19/2021,1/5/2021,s,56,p,1.18,1000,0,25,25
411,oscargruss|WH59,BOX,AAPL,08/01/2021, $130.00 ,P,BUY,"2,000", $1.58 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,1,Equity,0,B,ISTG,388060705,1336440818,21463200,,O,,,0.025,50, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,aapl,1/8/2021,1/6/2021,b,130,p,1.58,2000,0,50,50
411,oscargruss|WH59,BOX,AAPL,29/01/2021, $130.00 ,P,SELL,"2,000", $5.28 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,B,ISTG,388060705,1336440816,21463200,,O,,,0.025,50, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,aapl,1/29/2021,1/6/2021,s,130,p,5.28,2000,0,50,50
411,dfilippidis|WH59,BOX,AAPL,16/04/2021, $95.00 ,P,BUY,"1,000", $1.06 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,B,ISTG,388061380,1336448005,21463935,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|wh59,box,aapl,4/16/2021,1/6/2021,b,95,p,1.06,1000,0,25,25
411,oscargruss|WH59,AMEX,AAPL,18/06/2021, $125.00 ,P,SELL,"1,000", $11.90 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388066978,1336510281,21470071,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,aapl,6/18/2021,1/6/2021,s,125,p,11.9,1000,0,25,25
411,oscargruss|WH59,AMEX,AAPL,16/07/2021, $120.00 ,P,SELL,700, $9.05 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388061945,1336454969,21464493,,O,,,0.025,17.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,aapl,7/16/2021,1/6/2021,s,120,p,9.05,700,0,17.5,17.5
411,oscargruss|WH59,AMEX,CVS,21/05/2021, $70.00 ,P,SELL,900, $4.21 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,A,ISTG,388064483,1336483135,21467237,,O,,,0.025,22.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,cvs,5/21/2021,1/6/2021,s,70,p,4.21,900,0,22.5,22.5
161,oscargruss|xyuobo,BOX,GM,18/06/2021, $45.00 ,P,SELL,"1,250", $5.65 ,06/01/2021,Done Away Managed,275,CUST,CLIENT,MER,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388063558,1336473078,21466290,,O,,,0.025,31.25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xyuobo,box,gm,6/18/2021,1/6/2021,s,45,p,5.65,1250,0,31.25,31.25
411,oscargruss|GH59,AMEX,MSFT,18/06/2021, $295.00 ,C,SELL,180, $1.24 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388066449,1336504777,21469473,,O,,,0.025,4.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,msft,6/18/2021,1/6/2021,s,295,c,1.24,180,0,4.5,4.5
411,oscargruss|GH59,PHLX,MSFT,18/06/2021, $225.00 ,P,SELL,300, $23.40 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,X,ISTG,388066063,1336501319,21469020,,O,,,0.025,7.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,phlx,msft,6/18/2021,1/6/2021,s,225,p,23.4,300,0,7.5,7.5
161,oscargruss|Parallaxobo,PHLX,PINS,19/02/2021, $60.00 ,P,BUY,440, $4.10 ,06/01/2021,Done Away Managed,444,CUST-PRO,PAX 444,7690,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,X,ISTG,388063777,1336475630,21466554,,O,,,0.025,11, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|parallaxobo,phlx,pins,2/19/2021,1/6/2021,b,60,p,4.1,440,0,11,11
161,oscargruss2|chwrightobo,CBOE,RUT,17/09/2021," $1,750.00 ",P,SELL,90, $88.59 ,06/01/2021,Done Away Managed,161,FIRM,CLIENT,MER,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Index,0,C,ISTG,388058716,1336421214,21461092,,O,,,0.025,2.25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|chwrightobo,cboe,rut,9/17/2021,1/6/2021,s,1750,p,88.59,90,0,2.25,2.25
411,oscargruss|GH59,AMEX,TDOC,21/01/2022, $185.00 ,P,SELL,110, $31.00 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388064455,1336484413,21467291,,O,,,0.025,2.75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,tdoc,1/21/2022,1/6/2021,s,185,p,31,110,0,2.75,2.75
411,oscargruss2|WH59,AMEX,XBI,20/01/2023, $120.00 ,P,SELL,500, $16.95 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,A,ISTG,388060386,1336438633,21462927,,O,,,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|wh59,amex,xbi,1/20/2023,1/6/2021,s,120,p,16.95,500,0,12.5,12.5
411,oscargruss|WH59,BOX,XLF,19/03/2021, $29.00 ,P,SELL,"2,000", $0.87 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,1,ETF,0,B,ISTG,388058850,1336421090,21461047,,O,,,0.025,50, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,xlf,3/19/2021,1/6/2021,s,29,p,0.87,2000,0,50,50
411,oscargruss|WH59,BOX,XLF,20/01/2023, $27.00 ,P,SELL,"2,000", $3.07 ,06/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388059228,1336425387,21461519,,O,,,0.025,50, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,xlf,1/20/2023,1/6/2021,s,27,p,3.07,2000,0,50,50
411,oscargruss|GH59,AMEX,BX,18/06/2021, $60.00 ,P,SELL,400, $3.77 ,07/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388072416,1336567080,21476138,,O,,,0.025,10, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,bx,6/18/2021,1/7/2021,s,60,p,3.77,400,0,10,10
411,oscargruss|GH59,AMEX,FB,18/06/2021, $300.00 ,C,SELL,500, $14.50 ,07/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388074844,1336590458,21479207,,O,,,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,fb,6/18/2021,1/7/2021,s,300,c,14.5,500,0,12.5,12.5
411,oscargruss|IL59,BOX,IWM,29/01/2021, $196.00 ,P,BUY,"1,500", $2.12 ,07/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388076266,1336607740,21481251,,O,,,0.025,37.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|il59,box,iwm,1/29/2021,1/7/2021,b,196,p,2.12,1500,0,37.5,37.5
352,oscargruss2|mbothma,PHLX,NDX,15/12/2023," $12,500.00 ",P,BUY,12," $2,030.10 ",07/01/2021,Done Away Managed,352,FIRM,JPMINDEX,JPMEMM,BLOGS,MANUAL,01-Mar,0,0,129,,Option,0,0,INDEX,0,X,ISTG,388076292,1336608002,21481305,,O,,,0.025,0.3, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|mbothma,phlx,ndx,12/15/2023,1/7/2021,b,12500,p,2030.1,12,0,0.3,0.3
352,oscargruss|ismalik,AMEX,SPY,19/02/2021, $380.00 ,C,SELL,"3,000", $8.85 ,07/01/2021,Done Away Managed,352,FIRM,JPMINDEX,JPMEMM,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,A,ISTG,388070273,1336547050,21473684,,O,,,0.025,75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|ismalik,amex,spy,2/19/2021,1/7/2021,s,380,c,8.85,3000,0,75,75
352,oscargruss|ismalik,AMEX,SPY,18/06/2021, $380.00 ,C,BUY,"3,000", $19.13 ,07/01/2021,Done Away Managed,352,FIRM,JPMINDEX,JPMEMM,BLOGS,MANUAL,01-Feb,0,0,129,,Option,0,1,ETF,0,A,ISTG,388070273,1336547051,21473684,,O,,,0.025,75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|ismalik,amex,spy,6/18/2021,1/7/2021,b,380,c,19.13,3000,0,75,75
411,oscargruss|WH59,AMEX,V,19/02/2021, $210.00 ,P,SELL,350, $5.71 ,07/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,A,ISTG,388072878,1336572394,21476763,,O,,,0.025,8.75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,v,2/19/2021,1/7/2021,s,210,p,5.71,350,0,8.75,8.75
411,dfilippidis|WH59,AMEX,AMD,16/04/2021, $95.00 ,P,SELL,200, $10.25 ,08/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388077585,1336625152,21482769,,O,,,0.025,5, -   , -   , -   , -   , -   , -   , -   , -   ,dfilippidis|wh59,amex,amd,4/16/2021,1/8/2021,s,95,p,10.25,200,0,5,5
411,oscargruss|WH59,AMEX,BIDU,21/01/2022, $200.00 ,P,SELL,200, $27.80 ,08/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388082391,1336679490,21488332,,O,,,0.025,5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,bidu,1/21/2022,1/8/2021,s,200,p,27.8,200,0,5,5
161,oscargruss|Parallaxobo,AMEX,BILI,16/04/2021, $110.00 ,P,BUY,300, $12.15 ,08/01/2021,Done Away Managed,444,CUST-PRO,PAX 444,7690,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388077545,1336623403,21482622,,O,,,0.025,7.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|parallaxobo,amex,bili,4/16/2021,1/8/2021,b,110,p,12.15,300,0,7.5,7.5
411,oscargruss|YWL,AMEX,EEM,20/01/2023, $52.00 ,P,BUY,"1,500", $6.25 ,08/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,A,ISTG,388083457,1336690504,21489774,,O,,,0.025,37.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|ywl,amex,eem,1/20/2023,1/8/2021,b,52,p,6.25,1500,0,37.5,37.5
411,oscargruss2|WH59,AMEX,FB,18/06/2021, $250.00 ,C,SELL,500, $33.70 ,08/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388078775,1336636904,21484029,,O,,,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|wh59,amex,fb,6/18/2021,1/8/2021,s,250,c,33.7,500,0,12.5,12.5
411,oscargruss2|YWL,PHLX,IWM,21/01/2022, $200.00 ,P,SELL,750, $19.25 ,08/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,X,ISTG,388082540,1336681871,21488699,,O,,,0.025,18.75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|ywl,phlx,iwm,1/21/2022,1/8/2021,s,200,p,19.25,750,0,18.75,18.75
352,oscargruss2|fmantel,PHLX,IWM,17/06/2022, $205.00 ,P,SELL,350, $24.29 ,08/01/2021,Done Away Managed,352,FIRM,JPM,JPMEMM,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,1,ETF,0,X,ISTG,388084662,1336710192,21491250,,O,,,0.025,8.75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|fmantel,phlx,iwm,6/17/2022,1/8/2021,s,205,p,24.29,350,0,8.75,8.75
352,oscargruss|fmantel,BOX,IWM,15/12/2023, $165.00 ,P,SELL,"1,000", $16.75 ,08/01/2021,Done Away Managed,352,FIRM,JPM,JPMEMM,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,ETF,0,B,ISTG,388080780,1336656166,21486588,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|fmantel,box,iwm,12/15/2023,1/8/2021,s,165,p,16.75,1000,0,25,25
411,oscargruss|GH59,AMEX,NOW,21/05/2021, $520.00 ,P,SELL,70, $45.60 ,08/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,A,ISTG,388083120,1336688172,21489415,,O,,,0.025,1.75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,amex,now,5/21/2021,1/8/2021,s,520,p,45.6,70,0,1.75,1.75
411,oscargruss2|WH59,AMEX,NVDA,19/03/2021, $530.00 ,P,SELL,100, $40.40 ,08/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388078542,1336633360,21483635,,O,,,0.025,2.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|wh59,amex,nvda,3/19/2021,1/8/2021,s,530,p,40.4,100,0,2.5,2.5
411,oscargruss|YWL,AMEX,RSP,20/01/2023, $120.00 ,P,SELL,550, $12.85 ,08/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,ETF,0,A,ISTG,388079517,1336644696,21484899,,O,,,0.025,13.75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|ywl,amex,rsp,1/20/2023,1/8/2021,s,120,p,12.85,550,0,13.75,13.75
411,oscargruss2|GH59,ISE,SEDG,18/06/2021, $350.00 ,P,SELL,90, $61.83 ,08/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,0,Equity,0,I,ISTG,388083950,1336697700,21490323,,O,,,0.025,2.25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|gh59,ise,sedg,6/18/2021,1/8/2021,s,350,p,61.83,90,0,2.25,2.25
411,oscargruss|WH59,BOX,AAPL,15/01/2021, $125.00 ,P,BUY,"1,000", $0.78 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,B,ISTG,388091519,1336784981,21499449,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,aapl,1/15/2021,1/11/2021,b,125,p,0.78,1000,0,25,25
411,oscargruss|WH59,BOX,AAPL,22/01/2021, $122.00 ,P,SELL,"1,000", $1.01 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,1,Equity,0,B,ISTG,388091519,1336784982,21499449,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,aapl,1/22/2021,1/11/2021,s,122,p,1.01,1000,0,25,25
411,oscargruss2|WH59,BOX,AAPL,26/02/2021, $125.00 ,P,SELL,"1,000", $5.30 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Mar,0,0,129,,Option,0,1,Equity,0,B,ISTG,388090677,1336774641,21498371,,O,,,0.025,25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|wh59,box,aapl,2/26/2021,1/11/2021,s,125,p,5.3,1000,0,25,25
235,RBCBPSOT,AMEX,AAPL,17/03/2023, $100.00 ,P,BUY,300, $13.15 ,11/01/2021,Done Away Managed,235,FIRM,RBCBP,OERBCX,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,,388090869,1336780028,180350949,,O,,,0.025,7.5, -   , -   , -   , -   , -   , -   , -   , -   ,rbcbpsot,amex,aapl,3/17/2023,1/11/2021,b,100,p,13.15,300,0,7.5,7.5
411,oscargruss|WH59,AMEX,AAPL,17/03/2023, $100.00 ,P,SELL,500, $13.15 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388091103,1336780637,21498913,,O,,,0.025,12.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,amex,aapl,3/17/2023,1/11/2021,s,100,p,13.15,500,0,12.5,12.5
411,oscargruss|XJ59,AMEX,AMZN,16/04/2021," $3,100.00 ",P,SELL,50, $213.85 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,A,ISTG,388085335,1336717957,21491949,,O,,,0.025,1.25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xj59,amex,amzn,4/16/2021,1/11/2021,s,3100,p,213.85,50,0,1.25,1.25
411,oscargruss|XJ59,BOX,ATVI,26/02/2021, $97.00 ,P,SELL,"3,000", $7.95 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388092176,1336790314,21500160,,O,,,0.025,75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|xj59,box,atvi,2/26/2021,1/11/2021,s,97,p,7.95,3000,0,75,75
411,oscargruss|GH59,BOX,BAC,19/03/2021, $32.00 ,P,SELL,"3,000", $1.55 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,03-Mar,0,0,129,,Option,0,1,Equity,0,B,ISTG,388085973,1336725819,21492617,,O,,,0.025,75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,box,bac,3/19/2021,1/11/2021,s,32,p,1.55,3000,0,75,75
642,oscargruss|JerryKao ,BOX,BAC,21/05/2021, $29.00 ,P,BUY,"1,250", $1.20 ,11/01/2021,Done Away Managed,742,FIRM,UBS,BLUBS2,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388085857,1336723040,21492442,,O,,,0.025,31.25, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|jerrykao ,box,bac,5/21/2021,1/11/2021,b,29,p,1.2,1250,0,31.25,31.25
411,oscargruss|GH59,BOX,BAC,21/05/2021, $29.00 ,P,SELL,"2,500", $1.20 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388085696,1336723000,21492381,,O,,,0.025,62.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|gh59,box,bac,5/21/2021,1/11/2021,s,29,p,1.2,2500,0,62.5,62.5
411,oscargruss2|XJ59,BOX,CCL,20/01/2023, $20.00 ,P,SELL,"1,500", $6.75 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388086743,1336737782,21493498,,O,,,0.025,37.5, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss2|xj59,box,ccl,1/20/2023,1/11/2021,s,20,p,6.75,1500,0,37.5,37.5
411,oscargruss|WH59,PHLX,FB,18/06/2021, $260.00 ,C,SELL,350, $25.70 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,X,ISTG,388092749,1336796522,21500935,,O,,,0.025,8.75, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,phlx,fb,6/18/2021,1/11/2021,s,260,c,25.7,350,0,8.75,8.75
411,oscargruss|WH59,BOX,HAL,16/04/2021, $20.00 ,P,SELL,"2,000", $2.20 ,11/01/2021,Done Away Managed,505,FIRM,CIT,CIT,BLOGS,MANUAL,02-Feb,0,0,129,,Option,0,1,Equity,0,B,ISTG,388087182,1336740449,21493897,,O,,,0.025,50, -   , -   , -   , -   , -   , -   , -   , -   ,oscargruss|wh59,box,hal,4/16/2021,1/11/2021,s,20,p,2.2,2000,0,50,50
