drv_trade_floor_broker_id,drv_trade_client_account_execution_id,charge,rule
27,305894,140,N vs N
27,305912,140,N vs N
27,305913,140,N vs N
27,306025,140,N vs N
27,319920,140,N vs N
27,306179,140,N vs N
27,306445,140,N vs N
27,322340,140,N vs N
27,322347,140,N vs N
27,306450,140,N vs N
27,319922,140,N vs N
27,319924,140,N vs N
27,306937,140,N vs N
27,307401,140,N vs N
27,307402,140,N vs N
27,307516,140,N vs N
27,307851,140,N vs N
27,307861,140,N vs N
27,308007,140,N vs N
27,308124,140,N vs N
27,308157,140,N vs N
27,308161,140,N vs N
27,319928,140,N vs N
27,308324,140,N vs N
27,308325,140,N vs N
27,308364,140,N vs N
27,308456,140,N vs N
27,308457,140,N vs N
27,308475,140,N vs N
27,308477,140,N vs N
27,308480,140,N vs N
27,308481,140,N vs N
27,308484,140,N vs N
27,308924,140,N vs N
27,308931,140,N vs N
27,308950,140,N vs N
27,308952,140,N vs N
27,309376,140,N vs N
27,309380,140,N vs N
27,309384,140,N vs N
27,309402,140,N vs N
27,309448,140,N vs N
27,309847,140,N vs N
27,309855,140,N vs N
27,309856,140,N vs N
27,309858,140,N vs N
27,309859,140,N vs N
27,309860,140,N vs N
27,310417,140,N vs N
27,310445,140,N vs N
27,310947,140,N vs N
27,310949,140,N vs N
27,311242,140,N vs N
27,311244,140,N vs N
27,311387,140,N vs N
27,311513,140,N vs N
27,322348,140,N vs N
27,312652,140,N vs N
27,312668,140,N vs N
27,312673,140,N vs N
27,313092,140,N vs N
27,313097,140,N vs N
27,313098,140,N vs N
27,313099,140,N vs N
27,314528,140,N vs N
27,314956,140,N vs N
27,315061,140,N vs N
27,326173,140,N vs N
27,316021,140,N vs N
27,316241,undefined,N vs N
27,314437,21, N vs 1
27,314481,14, N vs 1
